sales_order_id,customer_id,customer_level,order_created_at,promised_delivery_at,order_status,currency,order_amount,gross_profit,penalty_cost,sales_region,line_count,updated_at
SO-202510-000546,CUS-0119,B,2025-10-27T18:53:00+08:00,2025-10-31T06:53:00+08:00,at_risk,CNY,2066137.06,535716.74,37190.47,苏州,2,2025-11-05T18:53:00+08:00
SO-202509-000547,CUS-0049,C,2025-09-11T06:37:00+08:00,2025-09-18T06:37:00+08:00,confirmed,CNY,724975.64,225382.3,5799.81,东莞,4,2025-10-10T06:37:00+08:00
SO-202605-000548,CUS-0035,C,2026-05-16T04:40:00+08:00,2026-05-23T04:40:00+08:00,confirmed,CNY,665675.89,147411.82,5325.41,武汉,3,2026-06-15T08:00:00+08:00
SO-202605-000549,CUS-0104,C,2026-05-19T04:29:00+08:00,2026-05-26T04:29:00+08:00,delivered,CNY,3705773.51,1128765.8,29646.19,武汉,3,2026-05-23T04:29:00+08:00
SO-202512-000550,CUS-0061,B,2025-12-29T22:21:00+08:00,2026-01-02T10:21:00+08:00,shipped,CNY,4104171.17,1649775.99,73875.08,上海,2,2026-02-02T22:21:00+08:00
SO-202512-000551,CUS-0025,B,2025-12-26T08:43:00+08:00,2025-12-29T08:43:00+08:00,confirmed,CNY,8302335.93,3239723.28,149442.05,东莞,5,2026-02-07T08:43:00+08:00
SO-202604-000552,CUS-0091,A,2026-04-24T21:41:00+08:00,2026-04-27T09:41:00+08:00,delivered,CNY,6559849.9,3015627.5,229594.75,上海,4,2026-05-03T21:41:00+08:00
SO-202511-000553,CUS-0080,B,2025-11-23T20:50:00+08:00,2025-11-26T20:50:00+08:00,confirmed,CNY,2225388.4,828027.9,40056.99,武汉,3,2026-01-06T20:50:00+08:00
SO-202605-000554,CUS-0087,B,2026-05-18T02:14:00+08:00,2026-05-21T02:14:00+08:00,confirmed,CNY,2899925.24,901893.55,52198.65,天津,4,2026-06-15T08:00:00+08:00
SO-202507-000555,CUS-0055,C,2025-07-30T03:31:00+08:00,2025-08-05T03:31:00+08:00,shipped,CNY,1194814.1,332217.02,9558.51,上海,2,2025-09-11T03:31:00+08:00
SO-202604-000556,CUS-0022,B,2026-04-27T10:05:00+08:00,2026-05-01T10:05:00+08:00,at_risk,CNY,4153109.64,1371081.77,74755.97,武汉,5,2026-06-06T10:05:00+08:00
SO-202603-000557,CUS-0078,B,2026-03-29T05:53:00+08:00,2026-04-02T05:53:00+08:00,delivered,CNY,1460689.36,665125.71,26292.41,武汉,3,2026-04-23T05:53:00+08:00
SO-202603-000558,CUS-0114,B,2026-03-20T14:54:00+08:00,2026-03-23T02:54:00+08:00,confirmed,CNY,815104.82,361376.82,14671.89,苏州,2,2026-03-26T14:54:00+08:00
SO-202512-000559,CUS-0113,B,2025-12-16T06:53:00+08:00,2025-12-21T06:53:00+08:00,at_risk,CNY,543988.35,196879.54,9791.79,天津,3,2026-01-02T06:53:00+08:00
SO-202507-000560,CUS-0051,C,2025-07-12T22:09:00+08:00,2025-07-18T10:09:00+08:00,cancelled,CNY,1332440.32,428466.9,10659.52,武汉,1,2025-08-13T22:09:00+08:00
SO-202510-000561,CUS-0086,B,2025-10-31T18:02:00+08:00,2025-11-03T18:02:00+08:00,confirmed,CNY,3220339.46,1069302.06,57966.11,青岛,2,2025-12-14T18:02:00+08:00
SO-202605-000562,CUS-0075,C,2026-05-07T02:18:00+08:00,2026-05-13T02:18:00+08:00,delivered,CNY,702728.6,284374.04,5621.83,成都,1,2026-06-15T08:00:00+08:00
SO-202507-000563,CUS-0051,C,2025-07-07T21:28:00+08:00,2025-07-12T09:28:00+08:00,delivered,CNY,723772.97,274406.25,5790.18,武汉,3,2025-07-29T21:28:00+08:00
SO-202602-000564,CUS-0082,C,2026-02-18T18:07:00+08:00,2026-02-23T18:07:00+08:00,confirmed,CNY,673548.26,321771.38,5388.39,武汉,1,2026-03-14T18:07:00+08:00
SO-202512-000565,CUS-0037,C,2025-12-26T12:00:00+08:00,2026-01-02T12:00:00+08:00,delivered,CNY,5163284.5,1907806.0,41306.28,杭州,1,2026-01-14T12:00:00+08:00
SO-202511-000566,CUS-0062,B,2025-11-03T18:19:00+08:00,2025-11-07T18:19:00+08:00,shipped,CNY,1396813.34,627973.94,25142.64,苏州,1,2025-11-28T18:19:00+08:00
SO-202512-000567,CUS-0101,C,2025-12-04T16:19:00+08:00,2025-12-10T16:19:00+08:00,overdue,CNY,143260.01,52896.11,1146.08,武汉,1,2026-01-02T16:19:00+08:00
SO-202604-000568,CUS-0051,C,2026-04-07T18:25:00+08:00,2026-04-13T18:25:00+08:00,shipped,CNY,8961469.97,3240940.91,71691.76,武汉,3,2026-05-15T18:25:00+08:00
SO-202511-000569,CUS-0080,B,2025-11-11T09:29:00+08:00,2025-11-16T09:29:00+08:00,shipped,CNY,6488058.1,1812736.47,116785.05,武汉,4,2025-12-21T09:29:00+08:00
SO-202509-000570,CUS-0011,C,2025-09-05T21:08:00+08:00,2025-09-11T09:08:00+08:00,delivered,CNY,4334036.29,2016696.38,34672.29,青岛,5,2025-09-16T21:08:00+08:00
SO-202602-000571,CUS-0106,A,2026-02-10T22:45:00+08:00,2026-02-12T10:45:00+08:00,cancelled,CNY,6479323.87,2681400.69,226776.34,天津,3,2026-03-20T22:45:00+08:00
SO-202509-000572,CUS-0022,B,2025-09-16T01:09:00+08:00,2025-09-19T01:09:00+08:00,delivered,CNY,199044.46,81692.56,3582.8,武汉,1,2025-09-25T01:09:00+08:00
SO-202511-000573,CUS-0043,C,2025-11-02T04:09:00+08:00,2025-11-08T04:09:00+08:00,delivered,CNY,135421.0,42704.42,1083.37,武汉,1,2025-11-12T04:09:00+08:00
SO-202509-000574,CUS-0084,C,2025-09-18T15:11:00+08:00,2025-09-23T15:11:00+08:00,confirmed,CNY,249279.74,88322.4,1994.24,合肥,2,2025-10-26T15:11:00+08:00
SO-202604-000575,CUS-0047,B,2026-04-10T23:12:00+08:00,2026-04-13T11:12:00+08:00,delivered,CNY,3255592.65,823568.5,58600.67,东莞,3,2026-04-29T23:12:00+08:00
SO-202605-000576,CUS-0117,C,2026-05-15T05:23:00+08:00,2026-05-20T17:23:00+08:00,confirmed,CNY,454334.87,132699.59,3634.68,苏州,1,2026-05-22T05:23:00+08:00
SO-202508-000577,CUS-0115,C,2025-08-02T05:54:00+08:00,2025-08-08T05:54:00+08:00,shipped,CNY,703686.86,239199.18,5629.49,东莞,2,2025-09-16T05:54:00+08:00
SO-202511-000578,CUS-0030,B,2025-11-23T05:21:00+08:00,2025-11-27T05:21:00+08:00,at_risk,CNY,2114032.58,773567.63,38052.59,上海,3,2025-12-12T05:21:00+08:00
SO-202605-000579,CUS-0049,C,2026-05-27T02:17:00+08:00,2026-06-03T02:17:00+08:00,at_risk,CNY,3041138.94,1057227.48,24329.11,东莞,3,2026-06-13T02:17:00+08:00
SO-202601-000580,CUS-0101,C,2026-01-15T16:48:00+08:00,2026-01-21T04:48:00+08:00,delivered,CNY,824710.38,335156.11,6597.68,武汉,2,2026-01-22T16:48:00+08:00
SO-202512-000581,CUS-0065,A,2025-12-25T22:25:00+08:00,2025-12-27T22:25:00+08:00,delivered,CNY,187079.97,60029.19,6547.8,宁波,3,2026-01-31T22:25:00+08:00
SO-202605-000582,CUS-0079,C,2026-05-02T16:54:00+08:00,2026-05-08T04:54:00+08:00,confirmed,CNY,13290.01,4832.68,106.32,东莞,1,2026-05-19T16:54:00+08:00
SO-202602-000583,CUS-0120,B,2026-02-21T20:01:00+08:00,2026-02-26T20:01:00+08:00,delivered,CNY,4127116.36,1342968.98,74288.09,青岛,3,2026-03-25T20:01:00+08:00
SO-202509-000584,CUS-0005,A,2025-09-18T12:27:00+08:00,2025-09-20T00:27:00+08:00,delivered,CNY,4690805.29,1105727.4,164178.19,青岛,4,2025-09-25T12:27:00+08:00
SO-202507-000585,CUS-0015,C,2025-07-04T05:48:00+08:00,2025-07-11T05:48:00+08:00,at_risk,CNY,114116.47,54743.74,912.93,上海,1,2025-07-28T05:48:00+08:00
SO-202603-000586,CUS-0024,B,2026-03-17T04:33:00+08:00,2026-03-20T16:33:00+08:00,shipped,CNY,924863.81,398603.45,16647.55,合肥,4,2026-03-19T04:33:00+08:00
SO-202606-000587,CUS-0014,C,2026-06-07T06:50:00+08:00,2026-06-12T06:50:00+08:00,delivered,CNY,4378834.68,1640473.41,35030.68,东莞,4,2026-06-15T08:00:00+08:00
SO-202604-000588,CUS-0066,A,2026-04-14T21:00:00+08:00,2026-04-16T21:00:00+08:00,at_risk,CNY,1811613.31,705534.02,63406.47,青岛,4,2026-04-19T21:00:00+08:00
SO-202602-000589,CUS-0092,B,2026-02-07T03:25:00+08:00,2026-02-10T03:25:00+08:00,overdue,CNY,1877334.09,805771.8,33792.01,苏州,3,2026-03-09T03:25:00+08:00
SO-202604-000590,CUS-0045,B,2026-04-10T18:16:00+08:00,2026-04-15T18:16:00+08:00,confirmed,CNY,3151969.92,1209534.78,56735.46,成都,4,2026-04-25T18:16:00+08:00
SO-202510-000591,CUS-0089,B,2025-10-14T13:07:00+08:00,2025-10-17T13:07:00+08:00,confirmed,CNY,1747546.47,843315.47,31455.84,宁波,2,2025-11-24T13:07:00+08:00
SO-202511-000592,CUS-0007,B,2025-11-27T21:57:00+08:00,2025-12-02T21:57:00+08:00,shipped,CNY,1281357.8,415423.28,23064.44,武汉,1,2025-12-16T21:57:00+08:00
SO-202508-000593,CUS-0064,C,2025-08-23T10:35:00+08:00,2025-08-29T10:35:00+08:00,delivered,CNY,4720236.25,1572227.48,37761.89,东莞,5,2025-09-25T10:35:00+08:00
SO-202603-000594,CUS-0004,B,2026-03-09T22:25:00+08:00,2026-03-13T10:25:00+08:00,confirmed,CNY,8827552.3,2763040.57,158895.94,杭州,5,2026-03-25T22:25:00+08:00
SO-202512-000595,CUS-0052,C,2025-12-26T07:34:00+08:00,2025-12-30T19:34:00+08:00,confirmed,CNY,2831830.32,954089.86,22654.64,上海,4,2025-12-30T07:34:00+08:00
SO-202506-000596,CUS-0046,B,2025-06-15T15:25:00+08:00,2025-06-19T15:25:00+08:00,shipped,CNY,3748448.59,1635984.1,67472.07,青岛,5,2025-06-16T15:25:00+08:00
SO-202605-000597,CUS-0052,C,2026-05-08T04:08:00+08:00,2026-05-12T16:08:00+08:00,delivered,CNY,4405590.7,1731293.26,35244.73,上海,5,2026-06-15T04:08:00+08:00
SO-202512-000598,CUS-0032,A,2025-12-07T09:30:00+08:00,2025-12-11T09:30:00+08:00,overdue,CNY,758582.46,259780.86,26550.39,苏州,1,2026-01-11T09:30:00+08:00
SO-202601-000599,CUS-0090,B,2026-01-31T21:53:00+08:00,2026-02-03T09:53:00+08:00,confirmed,CNY,192806.89,59899.09,3470.52,天津,1,2026-03-09T21:53:00+08:00
SO-202508-000600,CUS-0069,A,2025-08-06T20:15:00+08:00,2025-08-09T08:15:00+08:00,delivered,CNY,5972791.97,2053614.45,209047.72,宁波,4,2025-08-31T20:15:00+08:00
SO-202510-000601,CUS-0057,C,2025-10-12T20:44:00+08:00,2025-10-19T20:44:00+08:00,delivered,CNY,4069653.09,1627943.99,32557.22,成都,5,2025-11-18T20:44:00+08:00
SO-202603-000602,CUS-0001,C,2026-03-05T10:06:00+08:00,2026-03-10T10:06:00+08:00,delivered,CNY,1299520.87,509852.23,10396.17,苏州,2,2026-04-08T10:06:00+08:00
SO-202604-000603,CUS-0085,B,2026-04-08T21:01:00+08:00,2026-04-11T09:01:00+08:00,confirmed,CNY,271378.85,106341.61,4884.82,青岛,3,2026-05-19T21:01:00+08:00
SO-202510-000604,CUS-0023,A,2025-10-12T02:40:00+08:00,2025-10-16T02:40:00+08:00,shipped,CNY,4228814.5,1535447.03,148008.51,青岛,4,2025-10-16T02:40:00+08:00
SO-202512-000605,CUS-0108,B,2025-12-14T13:36:00+08:00,2025-12-17T13:36:00+08:00,shipped,CNY,111951.69,50110.89,2015.13,上海,1,2026-01-12T13:36:00+08:00
SO-202601-000606,CUS-0061,B,2026-01-19T09:50:00+08:00,2026-01-22T09:50:00+08:00,confirmed,CNY,421027.68,144207.8,7578.5,上海,2,2026-02-20T09:50:00+08:00
SO-202510-000607,CUS-0111,C,2025-10-14T14:58:00+08:00,2025-10-20T14:58:00+08:00,delivered,CNY,1261048.66,296708.92,10088.39,上海,1,2025-11-01T14:58:00+08:00
SO-202511-000608,CUS-0035,C,2025-11-17T11:20:00+08:00,2025-11-22T11:20:00+08:00,confirmed,CNY,1705927.05,660041.25,13647.42,武汉,3,2025-12-31T11:20:00+08:00
SO-202511-000609,CUS-0067,B,2025-11-02T08:53:00+08:00,2025-11-04T20:53:00+08:00,overdue,CNY,5558537.05,1833210.63,100053.67,青岛,3,2025-12-04T08:53:00+08:00
SO-202507-000610,CUS-0014,C,2025-07-08T12:01:00+08:00,2025-07-15T12:01:00+08:00,delivered,CNY,154146.07,69538.51,1233.17,东莞,1,2025-08-08T12:01:00+08:00
SO-202605-000611,CUS-0099,B,2026-05-16T01:34:00+08:00,2026-05-19T13:34:00+08:00,delivered,CNY,2718977.62,937403.94,48941.6,武汉,2,2026-06-01T01:34:00+08:00
SO-202603-000612,CUS-0080,B,2026-03-06T10:55:00+08:00,2026-03-08T22:55:00+08:00,delivered,CNY,47628.16,11111.2,857.31,武汉,1,2026-04-18T10:55:00+08:00
SO-202509-000613,CUS-0067,B,2025-09-28T09:19:00+08:00,2025-10-01T21:19:00+08:00,delivered,CNY,17920272.85,7959885.29,322564.91,青岛,5,2025-10-26T09:19:00+08:00
SO-202512-000614,CUS-0115,C,2025-12-27T08:22:00+08:00,2026-01-01T08:22:00+08:00,delivered,CNY,5531015.49,1695080.03,44248.12,东莞,2,2025-12-30T08:22:00+08:00
SO-202601-000615,CUS-0112,C,2026-01-31T12:15:00+08:00,2026-02-05T12:15:00+08:00,delivered,CNY,3999168.74,1368214.59,31993.35,宁波,5,2026-02-20T12:15:00+08:00
SO-202507-000616,CUS-0041,B,2025-07-28T15:13:00+08:00,2025-08-01T03:13:00+08:00,delivered,CNY,1737611.38,277362.86,31277.0,成都,3,2025-08-22T15:13:00+08:00
SO-202603-000617,CUS-0022,B,2026-03-14T01:00:00+08:00,2026-03-17T01:00:00+08:00,at_risk,CNY,6481509.68,2387825.45,116667.17,武汉,2,2026-04-04T01:00:00+08:00
SO-202603-000618,CUS-0056,B,2026-03-08T06:02:00+08:00,2026-03-11T18:02:00+08:00,confirmed,CNY,1358415.64,476457.26,24451.48,成都,2,2026-03-13T06:02:00+08:00
SO-202510-000619,CUS-0070,A,2025-10-08T07:21:00+08:00,2025-10-11T07:21:00+08:00,confirmed,CNY,4677576.03,1964792.55,163715.16,苏州,4,2025-11-10T07:21:00+08:00
SO-202507-000620,CUS-0040,C,2025-07-20T00:53:00+08:00,2025-07-25T12:53:00+08:00,delivered,CNY,3558079.99,1029043.66,28464.64,合肥,4,2025-08-20T00:53:00+08:00
SO-202602-000621,CUS-0036,B,2026-02-15T13:36:00+08:00,2026-02-19T13:36:00+08:00,cancelled,CNY,3866546.52,1452499.45,69597.84,成都,4,2026-03-12T13:36:00+08:00
SO-202510-000622,CUS-0031,C,2025-10-15T00:58:00+08:00,2025-10-19T12:58:00+08:00,delivered,CNY,87165.92,39705.32,697.33,青岛,1,2025-10-26T00:58:00+08:00
SO-202604-000623,CUS-0014,C,2026-04-21T22:10:00+08:00,2026-04-27T22:10:00+08:00,at_risk,CNY,7859901.04,3595253.62,62879.21,东莞,3,2026-05-30T22:10:00+08:00
SO-202601-000624,CUS-0031,C,2026-01-13T01:37:00+08:00,2026-01-17T13:37:00+08:00,delivered,CNY,12231.44,4231.58,97.85,青岛,1,2026-02-06T01:37:00+08:00
SO-202606-000625,CUS-0031,C,2026-06-13T11:58:00+08:00,2026-06-18T11:58:00+08:00,confirmed,CNY,5553073.2,2145339.73,44424.59,青岛,4,2026-06-15T08:00:00+08:00
SO-202603-000626,CUS-0084,C,2026-03-09T22:51:00+08:00,2026-03-14T22:51:00+08:00,delivered,CNY,4575256.32,1358276.22,36602.05,合肥,1,2026-04-19T22:51:00+08:00
SO-202511-000627,CUS-0103,B,2025-11-10T17:19:00+08:00,2025-11-15T17:19:00+08:00,overdue,CNY,3667380.96,1264737.3,66012.86,宁波,4,2025-12-05T17:19:00+08:00
SO-202605-000628,CUS-0029,B,2026-05-23T02:01:00+08:00,2026-05-26T02:01:00+08:00,at_risk,CNY,31960.17,13269.09,575.28,武汉,1,2026-06-10T02:01:00+08:00
SO-202605-000629,CUS-0054,C,2026-05-21T02:25:00+08:00,2026-05-27T02:25:00+08:00,delivered,CNY,214865.9,100577.96,1718.93,青岛,2,2026-06-09T02:25:00+08:00
SO-202509-000630,CUS-0107,B,2025-09-28T06:18:00+08:00,2025-10-03T06:18:00+08:00,overdue,CNY,250009.93,84963.52,4500.18,成都,2,2025-10-04T06:18:00+08:00
SO-202509-000631,CUS-0012,C,2025-09-03T14:22:00+08:00,2025-09-08T14:22:00+08:00,confirmed,CNY,5692794.35,2703222.15,45542.35,宁波,2,2025-10-03T14:22:00+08:00
SO-202511-000632,CUS-0013,B,2025-11-06T17:12:00+08:00,2025-11-09T05:12:00+08:00,cancelled,CNY,65917.62,18886.3,1186.52,成都,1,2025-11-13T17:12:00+08:00
SO-202602-000633,CUS-0060,B,2026-02-20T20:59:00+08:00,2026-02-23T08:59:00+08:00,at_risk,CNY,2864623.47,976703.97,51563.22,上海,1,2026-03-08T20:59:00+08:00
SO-202510-000634,CUS-0109,C,2025-10-07T14:36:00+08:00,2025-10-13T02:36:00+08:00,at_risk,CNY,3364904.48,1464458.29,26919.24,东莞,3,2025-11-04T14:36:00+08:00
SO-202603-000635,CUS-0018,B,2026-03-16T08:08:00+08:00,2026-03-19T20:08:00+08:00,confirmed,CNY,2015788.25,833946.81,36284.19,宁波,5,2026-04-28T08:08:00+08:00
SO-202603-000636,CUS-0092,B,2026-03-11T13:58:00+08:00,2026-03-15T01:58:00+08:00,overdue,CNY,8158748.78,3673262.68,146857.48,苏州,5,2026-04-07T13:58:00+08:00
SO-202606-000637,CUS-0089,B,2026-06-08T03:36:00+08:00,2026-06-13T03:36:00+08:00,delivered,CNY,1305610.57,348333.01,23500.99,宁波,4,2026-06-13T03:36:00+08:00
SO-202603-000638,CUS-0066,A,2026-03-15T14:32:00+08:00,2026-03-17T02:32:00+08:00,at_risk,CNY,1949742.09,815302.09,68240.97,青岛,3,2026-04-10T14:32:00+08:00
SO-202507-000639,CUS-0088,A,2025-07-21T11:27:00+08:00,2025-07-23T11:27:00+08:00,shipped,CNY,4675240.31,1838610.73,163633.41,武汉,4,2025-08-03T11:27:00+08:00
SO-202510-000640,CUS-0103,B,2025-10-02T12:07:00+08:00,2025-10-05T00:07:00+08:00,delivered,CNY,822039.85,278445.48,14796.72,宁波,1,2025-10-02T12:07:00+08:00
SO-202512-000641,CUS-0036,B,2025-12-16T19:29:00+08:00,2025-12-19T07:29:00+08:00,delivered,CNY,1299076.47,521070.35,23383.38,成都,3,2025-12-23T19:29:00+08:00
SO-202601-000642,CUS-0017,C,2026-01-22T18:00:00+08:00,2026-01-27T06:00:00+08:00,confirmed,CNY,136458.52,59641.12,1091.67,青岛,1,2026-03-07T18:00:00+08:00
SO-202602-000643,CUS-0072,B,2026-02-25T21:33:00+08:00,2026-03-01T09:33:00+08:00,delivered,CNY,3101809.49,1277729.53,55832.57,天津,2,2026-03-20T21:33:00+08:00
SO-202511-000644,CUS-0099,B,2025-11-16T02:02:00+08:00,2025-11-19T14:02:00+08:00,shipped,CNY,5161983.33,1875232.0,92915.7,武汉,4,2025-12-06T02:02:00+08:00
SO-202512-000645,CUS-0017,C,2025-12-24T14:30:00+08:00,2025-12-29T02:30:00+08:00,confirmed,CNY,7897059.32,3281870.25,63176.47,青岛,5,2026-01-05T14:30:00+08:00
SO-202602-000646,CUS-0027,B,2026-02-11T15:31:00+08:00,2026-02-15T15:31:00+08:00,at_risk,CNY,2793349.13,938529.13,50280.28,合肥,3,2026-03-01T15:31:00+08:00
SO-202511-000647,CUS-0097,B,2025-11-26T13:21:00+08:00,2025-11-29T01:21:00+08:00,confirmed,CNY,5861811.87,1528982.52,105512.61,杭州,3,2025-12-30T13:21:00+08:00
SO-202512-000648,CUS-0072,B,2025-12-20T10:10:00+08:00,2025-12-22T22:10:00+08:00,shipped,CNY,4741905.21,1487428.26,85354.29,天津,5,2025-12-20T10:10:00+08:00
SO-202506-000649,CUS-0049,C,2025-06-23T13:42:00+08:00,2025-06-29T01:42:00+08:00,delivered,CNY,2640680.27,687782.11,21125.44,东莞,5,2025-08-01T13:42:00+08:00
SO-202606-000650,CUS-0117,C,2026-06-09T21:09:00+08:00,2026-06-15T09:09:00+08:00,shipped,CNY,337612.66,77168.28,2700.9,苏州,1,2026-06-15T08:00:00+08:00
SO-202506-000651,CUS-0074,C,2025-06-21T21:38:00+08:00,2025-06-27T09:38:00+08:00,delivered,CNY,130446.42,40078.5,1043.57,苏州,1,2025-07-04T21:38:00+08:00
SO-202606-000652,CUS-0072,B,2026-06-04T08:48:00+08:00,2026-06-06T20:48:00+08:00,shipped,CNY,861869.54,335367.05,15513.65,天津,3,2026-06-15T08:00:00+08:00
SO-202508-000653,CUS-0106,A,2025-08-06T07:15:00+08:00,2025-08-08T19:15:00+08:00,confirmed,CNY,1717512.55,587999.9,60112.94,天津,2,2025-09-19T07:15:00+08:00
SO-202506-000654,CUS-0098,C,2025-06-21T14:05:00+08:00,2025-06-27T02:05:00+08:00,delivered,CNY,1802.25,449.25,14.42,青岛,1,2025-07-11T14:05:00+08:00
SO-202507-000655,CUS-0074,C,2025-07-08T12:13:00+08:00,2025-07-15T12:13:00+08:00,delivered,CNY,3849182.6,1182012.5,30793.46,苏州,1,2025-08-07T12:13:00+08:00
SO-202507-000656,CUS-0046,B,2025-07-03T00:22:00+08:00,2025-07-06T12:22:00+08:00,confirmed,CNY,1774379.23,760532.33,31938.83,青岛,3,2025-07-24T00:22:00+08:00
SO-202509-000657,CUS-0095,B,2025-09-03T10:49:00+08:00,2025-09-06T22:49:00+08:00,delivered,CNY,4027523.77,1742250.2,72495.43,苏州,4,2025-10-01T10:49:00+08:00
SO-202509-000658,CUS-0055,C,2025-09-17T02:51:00+08:00,2025-09-21T14:51:00+08:00,delivered,CNY,3621596.31,1115085.01,28972.77,上海,5,2025-10-19T02:51:00+08:00
SO-202601-000659,CUS-0115,C,2026-01-13T23:47:00+08:00,2026-01-18T11:47:00+08:00,shipped,CNY,1228891.34,429738.29,9831.13,东莞,3,2026-01-19T23:47:00+08:00
SO-202508-000660,CUS-0090,B,2025-08-18T20:40:00+08:00,2025-08-21T20:40:00+08:00,shipped,CNY,8496620.16,3106380.04,152939.16,天津,5,2025-08-25T20:40:00+08:00
SO-202509-000661,CUS-0028,B,2025-09-27T00:57:00+08:00,2025-10-01T00:57:00+08:00,delivered,CNY,611106.77,203099.97,10999.92,成都,1,2025-10-11T00:57:00+08:00
SO-202509-000662,CUS-0063,B,2025-09-23T21:16:00+08:00,2025-09-27T09:16:00+08:00,at_risk,CNY,2061795.71,718207.65,37112.32,杭州,3,2025-10-22T21:16:00+08:00
SO-202605-000663,CUS-0018,B,2026-05-14T08:52:00+08:00,2026-05-16T20:52:00+08:00,at_risk,CNY,2289783.75,758532.57,41216.11,宁波,2,2026-06-15T08:00:00+08:00
SO-202511-000664,CUS-0063,B,2025-11-01T12:32:00+08:00,2025-11-05T00:32:00+08:00,delivered,CNY,339250.61,61872.08,6106.51,杭州,1,2025-12-03T12:32:00+08:00
SO-202602-000665,CUS-0044,B,2026-02-14T05:08:00+08:00,2026-02-18T05:08:00+08:00,delivered,CNY,3037792.16,1016253.2,54680.26,宁波,4,2026-02-24T05:08:00+08:00
SO-202602-000666,CUS-0055,C,2026-02-26T18:25:00+08:00,2026-03-03T18:25:00+08:00,shipped,CNY,159949.02,61215.42,1279.59,上海,1,2026-03-28T18:25:00+08:00
SO-202605-000667,CUS-0053,B,2026-05-11T11:09:00+08:00,2026-05-13T23:09:00+08:00,delivered,CNY,5643667.83,2472127.99,101586.02,成都,3,2026-05-26T11:09:00+08:00
SO-202605-000668,CUS-0101,C,2026-05-25T17:31:00+08:00,2026-05-31T05:31:00+08:00,overdue,CNY,7308969.71,2816150.22,58471.76,武汉,4,2026-05-31T17:31:00+08:00
SO-202603-000669,CUS-0078,B,2026-03-04T16:54:00+08:00,2026-03-08T16:54:00+08:00,overdue,CNY,5028622.16,1471817.45,90515.2,武汉,4,2026-03-22T16:54:00+08:00
SO-202512-000670,CUS-0055,C,2025-12-30T23:16:00+08:00,2026-01-05T11:16:00+08:00,delivered,CNY,3694676.27,1695231.39,29557.41,上海,4,2026-01-31T23:16:00+08:00
SO-202507-000671,CUS-0088,A,2025-07-31T11:43:00+08:00,2025-08-03T11:43:00+08:00,delivered,CNY,1136219.86,332628.75,39767.7,武汉,4,2025-09-04T11:43:00+08:00
SO-202603-000672,CUS-0006,C,2026-03-18T04:55:00+08:00,2026-03-24T04:55:00+08:00,delivered,CNY,3847110.12,1286187.14,30776.88,杭州,2,2026-04-29T04:55:00+08:00
SO-202605-000673,CUS-0044,B,2026-05-04T00:25:00+08:00,2026-05-07T00:25:00+08:00,delivered,CNY,41368.29,20523.48,744.63,宁波,1,2026-05-13T00:25:00+08:00
SO-202604-000674,CUS-0042,A,2026-04-05T11:38:00+08:00,2026-04-08T11:38:00+08:00,confirmed,CNY,463358.99,158850.07,16217.56,东莞,2,2026-05-02T11:38:00+08:00
SO-202511-000675,CUS-0035,C,2025-11-23T07:34:00+08:00,2025-11-30T07:34:00+08:00,at_risk,CNY,7518300.99,3035890.37,60146.41,武汉,3,2025-12-05T07:34:00+08:00
SO-202508-000676,CUS-0095,B,2025-08-09T18:18:00+08:00,2025-08-13T18:18:00+08:00,delivered,CNY,2852496.59,1252039.21,51344.94,苏州,5,2025-09-21T18:18:00+08:00
SO-202604-000677,CUS-0029,B,2026-04-08T05:09:00+08:00,2026-04-11T17:09:00+08:00,delivered,CNY,6395073.22,2856886.21,115111.32,武汉,3,2026-05-16T05:09:00+08:00
SO-202508-000678,CUS-0116,C,2025-08-14T05:22:00+08:00,2025-08-18T17:22:00+08:00,delivered,CNY,1366726.5,571560.45,10933.81,合肥,2,2025-09-08T05:22:00+08:00
SO-202604-000679,CUS-0104,C,2026-04-23T05:52:00+08:00,2026-04-28T05:52:00+08:00,cancelled,CNY,750792.45,259673.4,6006.34,武汉,2,2026-04-24T05:52:00+08:00
SO-202508-000680,CUS-0108,B,2025-08-07T13:52:00+08:00,2025-08-12T13:52:00+08:00,cancelled,CNY,937055.51,330570.65,16867.0,上海,1,2025-08-15T13:52:00+08:00
SO-202510-000681,CUS-0018,B,2025-10-18T04:06:00+08:00,2025-10-22T04:06:00+08:00,shipped,CNY,787159.54,291430.72,14168.87,宁波,3,2025-11-24T04:06:00+08:00
SO-202602-000682,CUS-0038,C,2026-02-11T11:39:00+08:00,2026-02-16T11:39:00+08:00,delivered,CNY,3103513.79,1122074.55,24828.11,宁波,3,2026-03-16T11:39:00+08:00
SO-202508-000683,CUS-0076,B,2025-08-20T22:40:00+08:00,2025-08-23T10:40:00+08:00,at_risk,CNY,3376863.2,1328426.26,60783.54,杭州,3,2025-09-27T22:40:00+08:00
SO-202605-000684,CUS-0061,B,2026-05-17T21:11:00+08:00,2026-05-21T09:11:00+08:00,delivered,CNY,1312380.75,393238.15,23622.85,上海,3,2026-06-15T08:00:00+08:00
SO-202512-000685,CUS-0053,B,2025-12-31T13:41:00+08:00,2026-01-05T13:41:00+08:00,delivered,CNY,3444370.08,1445366.89,61998.66,成都,4,2026-02-01T13:41:00+08:00
