supplier_performance_id,supplier_id,period,purchase_order_count,on_time_delivery_rate,defect_rate,average_delay_hours,emergency_response_hours,score
SP-027-2026-05,SUP-027,2026-05,47,0.7783,0.12,26.7,27.6,81.4
SP-027-2026-04,SUP-027,2026-04,6,0.7677,0.12,20.0,26.1,80.7
SP-027-2026-03,SUP-027,2026-03,48,0.7924,0.12,11.0,15.4,82.3
SP-027-2026-02,SUP-027,2026-02,59,0.8333,0.12,16.4,24.5,85.0
SP-027-2026-01,SUP-027,2026-01,4,0.8555,0.12,11.7,4.3,86.4
SP-027-2025-12,SUP-027,2025-12,59,0.8562,0.12,14.8,24.9,86.5
SP-027-2025-11,SUP-027,2025-11,15,0.766,0.12,15.6,2.0,80.6
SP-027-2025-10,SUP-027,2025-10,48,0.7582,0.12,23.9,33.9,80.1
SP-027-2025-09,SUP-027,2025-09,21,0.7787,0.12,13.4,27.5,81.4
SP-027-2025-08,SUP-027,2025-08,45,0.8675,0.12,1.1,35.3,87.2
SP-027-2025-07,SUP-027,2025-07,20,0.8595,0.12,2.4,35.9,86.7
SP-028-2026-06,SUP-028,2026-06,37,0.8885,0.12,0,34.6,88.6
SP-028-2026-05,SUP-028,2026-05,54,0.8903,0.12,14.1,32.2,88.7
SP-028-2026-04,SUP-028,2026-04,25,0.9166,0.12,7.7,1.9,90.4
SP-028-2026-03,SUP-028,2026-03,47,0.973,0.12,9.9,5.8,94.0
SP-028-2026-02,SUP-028,2026-02,59,0.9704,0.12,0,19.9,93.9
SP-028-2026-01,SUP-028,2026-01,33,0.9601,0.12,0,26.8,93.2
SP-028-2025-12,SUP-028,2025-12,61,0.8663,0.12,1.4,12.2,87.1
SP-028-2025-11,SUP-028,2025-11,52,0.9491,0.12,8.4,13.8,92.5
SP-028-2025-10,SUP-028,2025-10,11,0.9816,0.12,0,16.4,94.6
SP-028-2025-09,SUP-028,2025-09,60,0.9682,0.12,4.3,32.1,93.7
SP-028-2025-08,SUP-028,2025-08,29,0.9512,0.12,2.3,15.5,92.6
SP-028-2025-07,SUP-028,2025-07,11,0.9421,0.12,16.7,17.4,92.0
SP-029-2026-06,SUP-029,2026-06,8,0.7722,0.00778,26.1,32.7,84.9
SP-029-2026-05,SUP-029,2026-05,55,0.7669,0.00958,17.7,14.6,84.5
SP-029-2026-04,SUP-029,2026-04,17,0.8765,0.0242,4.0,32.6,91.1
SP-029-2026-03,SUP-029,2026-03,25,0.8243,0.00426,13.9,4.8,88.4
SP-029-2026-02,SUP-029,2026-02,47,0.7722,0.00763,16.7,12.8,84.9
SP-029-2026-01,SUP-029,2026-01,48,0.8634,0.02845,13.1,5.1,90.1
SP-029-2025-12,SUP-029,2025-12,13,0.7665,0.00693,15.7,7.1,84.6
SP-029-2025-11,SUP-029,2025-11,17,0.8168,0.01094,18.0,22.9,87.7
SP-029-2025-10,SUP-029,2025-10,24,0.8095,0.02328,16.1,18.5,86.8
SP-029-2025-09,SUP-029,2025-09,59,0.8623,0.00908,12.4,19.1,90.7
SP-029-2025-08,SUP-029,2025-08,5,0.8485,0.02065,12.4,10.2,89.4
SP-029-2025-07,SUP-029,2025-07,48,0.8646,0.01509,7.9,24.4,90.7
SP-030-2026-06,SUP-030,2026-06,65,0.8972,0.01145,13.0,24.4,92.9
SP-030-2026-05,SUP-030,2026-05,9,0.8622,0.01744,5.7,35.3,90.4
SP-030-2026-04,SUP-030,2026-04,10,0.82,0.01166,15.3,34.3,87.9
SP-030-2026-03,SUP-030,2026-03,44,0.834,0.00888,19.4,13.2,88.9
SP-030-2026-02,SUP-030,2026-02,44,0.8079,0.01117,16.4,26.6,87.1
SP-030-2026-01,SUP-030,2026-01,4,0.7939,0.0128,23.3,16.4,86.2
SP-030-2025-12,SUP-030,2025-12,55,0.8905,0.02317,4.4,20.0,92.1
SP-030-2025-11,SUP-030,2025-11,61,0.7943,0.0135,11.6,35.9,86.2
SP-030-2025-10,SUP-030,2025-10,53,0.7952,0.0216,17.5,29.5,85.9
SP-030-2025-09,SUP-030,2025-09,7,0.8417,0.01846,7.0,35.0,89.1
SP-030-2025-08,SUP-030,2025-08,56,0.8267,0.01981,7.1,30.2,88.0
SP-030-2025-07,SUP-030,2025-07,40,0.7854,0.0232,12.2,26.6,85.2
SP-031-2026-06,SUP-031,2026-06,37,0.7966,0.12,21.2,33.1,82.6
SP-031-2026-05,SUP-031,2026-05,8,0.796,0.12,22.2,8.8,82.5
SP-031-2026-04,SUP-031,2026-04,6,0.76,0.12,21.9,11.1,80.2
SP-031-2026-03,SUP-031,2026-03,28,0.7718,0.12,33.8,32.2,81.0
SP-031-2026-02,SUP-031,2026-02,22,0.8342,0.12,14.5,27.6,85.0
SP-031-2026-01,SUP-031,2026-01,19,0.7431,0.12,17.5,25.0,79.1
SP-031-2025-12,SUP-031,2025-12,23,0.75,0.12,20.4,31.9,79.6
SP-031-2025-11,SUP-031,2025-11,26,0.8112,0.12,2.7,28.3,83.5
SP-031-2025-10,SUP-031,2025-10,12,0.8043,0.12,13.6,9.0,83.1
SP-031-2025-09,SUP-031,2025-09,7,0.7204,0.12,25.1,26.4,77.6
SP-031-2025-08,SUP-031,2025-08,11,0.7643,0.12,9.3,24.2,80.5
SP-031-2025-07,SUP-031,2025-07,51,0.7753,0.12,12.9,15.4,81.2
SP-032-2026-06,SUP-032,2026-06,42,0.8623,0.12,1.6,19.4,86.8
SP-032-2026-05,SUP-032,2026-05,7,0.9112,0.12,6.1,14.8,90.0
SP-032-2026-04,SUP-032,2026-04,52,0.8588,0.12,13.2,26.0,86.6
SP-032-2026-03,SUP-032,2026-03,26,0.8623,0.12,21.3,26.1,86.8
SP-032-2026-02,SUP-032,2026-02,55,0.8778,0.12,16.7,2.4,87.9
SP-032-2026-01,SUP-032,2026-01,22,0.9116,0.12,9.5,4.9,90.1
SP-032-2025-12,SUP-032,2025-12,7,0.9212,0.12,6.3,19.6,90.7
SP-032-2025-11,SUP-032,2025-11,9,0.8564,0.12,19.4,6.9,86.5
SP-032-2025-10,SUP-032,2025-10,52,0.8546,0.12,4.9,32.2,86.3
SP-032-2025-09,SUP-032,2025-09,45,0.8774,0.12,0,22.1,87.8
SP-032-2025-08,SUP-032,2025-08,16,0.8929,0.12,5.5,9.7,88.8
SP-032-2025-07,SUP-032,2025-07,41,0.8033,0.12,25.8,23.3,83.0
SP-033-2026-06,SUP-033,2026-06,37,0.9441,0.05424,10.7,11.4,94.5
SP-033-2026-05,SUP-033,2026-05,11,0.915,0.05559,0,22.9,92.5
SP-033-2026-04,SUP-033,2026-04,11,0.9676,0.05997,0,12.8,95.8
SP-033-2026-03,SUP-033,2026-03,31,0.8878,0.05674,7.3,2.1,90.7
SP-033-2026-02,SUP-033,2026-02,53,0.8667,0.06232,10.8,20.1,89.2
SP-033-2026-01,SUP-033,2026-01,36,0.9354,0.05923,5.1,20.0,93.7
SP-033-2025-12,SUP-033,2025-12,15,0.8738,0.06056,5.5,16.4,89.7
SP-033-2025-11,SUP-033,2025-11,22,0.9521,0.07007,5.2,30.8,94.4
SP-033-2025-10,SUP-033,2025-10,32,0.8872,0.07199,2.3,11.7,90.1
SP-033-2025-09,SUP-033,2025-09,31,0.9377,0.07537,0,5.9,93.3
SP-033-2025-08,SUP-033,2025-08,28,0.9063,0.06305,0.8,8.1,91.7
SP-033-2025-07,SUP-033,2025-07,57,0.8823,0.06014,8.2,4.1,90.2
SP-034-2026-06,SUP-034,2026-06,23,0.8469,0.12,3.8,35.8,85.8
SP-034-2026-05,SUP-034,2026-05,12,0.8004,0.12,15.7,28.7,82.8
SP-034-2026-04,SUP-034,2026-04,61,0.859,0.12,29.6,27.9,86.6
SP-034-2026-03,SUP-034,2026-03,64,0.8735,0.12,8.5,14.6,87.6
SP-034-2026-02,SUP-034,2026-02,42,0.8484,0.12,15.7,17.8,85.9
SP-034-2026-01,SUP-034,2026-01,58,0.8416,0.12,14.1,17.8,85.5
SP-034-2025-12,SUP-034,2025-12,10,0.855,0.12,10.8,3.4,86.4
SP-034-2025-11,SUP-034,2025-11,41,0.8795,0.12,4.5,22.6,88.0
SP-034-2025-10,SUP-034,2025-10,45,0.833,0.12,4.4,22.3,84.9
SP-034-2025-09,SUP-034,2025-09,39,0.795,0.12,23.2,21.6,82.5
SP-034-2025-08,SUP-034,2025-08,65,0.7877,0.12,15.3,19.6,82.0
SP-034-2025-07,SUP-034,2025-07,55,0.8517,0.12,10.8,25.4,86.2
SP-035-2026-06,SUP-035,2026-06,57,0.9336,0.09556,13.6,34.8,92.3
SP-035-2026-05,SUP-035,2026-05,51,0.8939,0.10116,6.5,12.5,89.6
SP-035-2026-04,SUP-035,2026-04,38,0.8718,0.11548,10.5,22.7,87.6
SP-035-2026-03,SUP-035,2026-03,32,0.9326,0.11063,4.4,26.5,91.7
SP-035-2026-02,SUP-035,2026-02,10,0.9152,0.10884,7.1,31.2,90.7
SP-035-2026-01,SUP-035,2026-01,30,0.9355,0.1035,0,25.6,92.2
SP-035-2025-12,SUP-035,2025-12,21,0.9535,0.10737,2.5,25.4,93.2
SP-035-2025-11,SUP-035,2025-11,45,0.9605,0.10408,0,6.0,93.8
SP-035-2025-10,SUP-035,2025-10,58,0.8973,0.11171,15.5,25.7,89.4
SP-035-2025-09,SUP-035,2025-09,43,0.9292,0.1146,6.2,20.0,91.4
SP-035-2025-08,SUP-035,2025-08,59,0.8757,0.10639,13.8,26.0,88.2
SP-035-2025-07,SUP-035,2025-07,31,0.8582,0.11334,9.8,8.0,86.8
SP-036-2026-06,SUP-036,2026-06,38,0.7628,0.12,20.7,3.0,80.4
SP-036-2026-05,SUP-036,2026-05,54,0.6729,0.12,13.7,31.0,74.5
SP-036-2026-04,SUP-036,2026-04,4,0.7283,0.12,23.5,32.4,78.1
SP-036-2026-03,SUP-036,2026-03,31,0.7814,0.12,15.5,32.9,81.6
SP-036-2026-02,SUP-036,2026-02,37,0.7438,0.12,29.0,19.6,79.1
SP-036-2026-01,SUP-036,2026-01,39,0.6723,0.12,33.1,25.6,74.5
SP-036-2025-12,SUP-036,2025-12,59,0.7364,0.12,17.6,20.9,78.7
SP-036-2025-11,SUP-036,2025-11,40,0.7546,0.12,17.0,29.1,79.8
SP-036-2025-10,SUP-036,2025-10,51,0.7164,0.12,20.0,5.4,77.4
SP-036-2025-09,SUP-036,2025-09,50,0.7895,0.12,18.1,23.7,82.1
SP-036-2025-08,SUP-036,2025-08,42,0.7511,0.12,19.5,11.1,79.6
SP-036-2025-07,SUP-036,2025-07,26,0.7643,0.12,15.0,13.5,80.5
SP-037-2026-06,SUP-037,2026-06,52,0.9156,0.12,9.1,14.0,90.3
SP-037-2026-05,SUP-037,2026-05,50,0.9822,0.12,8.0,2.5,94.6
SP-037-2026-04,SUP-037,2026-04,36,0.8941,0.12,9.8,24.1,88.9
SP-037-2026-03,SUP-037,2026-03,12,0.9311,0.12,12.1,9.4,91.3
SP-037-2026-02,SUP-037,2026-02,52,0.9456,0.12,0,32.2,92.3
SP-037-2026-01,SUP-037,2026-01,65,0.9416,0.12,2.9,35.6,92.0
SP-037-2025-12,SUP-037,2025-12,65,0.9567,0.12,0,16.1,93.0
SP-037-2025-11,SUP-037,2025-11,56,0.8853,0.12,8.7,29.8,88.3
SP-037-2025-10,SUP-037,2025-10,55,0.8965,0.12,0,30.5,89.1
SP-037-2025-09,SUP-037,2025-09,25,0.9482,0.12,12.8,26.7,92.4
SP-037-2025-08,SUP-037,2025-08,41,0.9955,0.12,0,25.2,95.5
SP-037-2025-07,SUP-037,2025-07,24,0.9957,0.12,0,7.5,95.5
SP-038-2026-06,SUP-038,2026-06,26,0.7237,0.12,12.7,2.8,77.8
SP-038-2026-05,SUP-038,2026-05,35,0.7529,0.12,15.5,18.3,79.7
SP-038-2026-04,SUP-038,2026-04,49,0.7396,0.12,29.1,14.7,78.9
SP-038-2026-03,SUP-038,2026-03,22,0.6682,0.12,17.3,15.2,74.2
SP-038-2026-02,SUP-038,2026-02,28,0.6951,0.12,22.3,5.9,76.0
SP-038-2026-01,SUP-038,2026-01,11,0.7065,0.12,25.3,22.7,76.7
SP-038-2025-12,SUP-038,2025-12,59,0.7176,0.12,35.5,26.7,77.4
SP-038-2025-11,SUP-038,2025-11,65,0.6662,0.12,35.8,8.6,74.1
SP-038-2025-10,SUP-038,2025-10,41,0.746,0.12,32.0,18.0,79.3
SP-038-2025-09,SUP-038,2025-09,10,0.676,0.12,29.5,22.5,74.7
SP-038-2025-08,SUP-038,2025-08,40,0.764,0.12,22.9,12.2,80.5
SP-038-2025-07,SUP-038,2025-07,16,0.6839,0.12,22.4,23.2,75.3
SP-039-2026-06,SUP-039,2026-06,47,0.6481,0.07431,31.0,23.8,74.5
SP-039-2026-05,SUP-039,2026-05,27,0.6694,0.08629,34.5,6.8,75.5
SP-039-2026-04,SUP-039,2026-04,49,0.7333,0.0811,11.1,8.4,79.8
SP-039-2026-03,SUP-039,2026-03,65,0.6588,0.08153,25.7,13.9,75.0
SP-039-2026-02,SUP-039,2026-02,37,0.7555,0.08545,20.1,21.3,81.1
SP-039-2026-01,SUP-039,2026-01,34,0.6551,0.06851,21.9,9.5,75.2
SP-039-2025-12,SUP-039,2025-12,9,0.7127,0.08249,18.3,15.8,78.4
SP-039-2025-11,SUP-039,2025-11,8,0.7536,0.07813,11.7,34.7,81.2
SP-039-2025-10,SUP-039,2025-10,48,0.6754,0.08937,33.6,27.3,75.8
SP-039-2025-09,SUP-039,2025-09,41,0.6586,0.08531,37.3,4.1,74.8
SP-039-2025-08,SUP-039,2025-08,21,0.7559,0.09041,24.7,22.0,81.0
SP-039-2025-07,SUP-039,2025-07,60,0.7145,0.08251,21.4,33.7,78.6
SP-040-2026-06,SUP-040,2026-06,52,0.9173,0.08983,0.6,6.9,91.5
SP-040-2026-05,SUP-040,2026-05,31,0.8688,0.10771,17.4,19.9,87.7
SP-040-2026-04,SUP-040,2026-04,59,0.8442,0.09457,11.4,21.1,86.6
SP-040-2026-03,SUP-040,2026-03,43,0.8526,0.10732,20.7,16.8,86.7
SP-040-2026-02,SUP-040,2026-02,57,0.9288,0.09286,15.9,28.1,92.1
SP-040-2026-01,SUP-040,2026-01,51,0.8943,0.11198,5.3,23.3,89.2
SP-040-2025-12,SUP-040,2025-12,64,0.9413,0.08812,8.6,8.0,93.1
SP-040-2025-11,SUP-040,2025-11,32,0.8732,0.11145,2.8,19.5,87.9
SP-040-2025-10,SUP-040,2025-10,48,0.9298,0.10321,8.3,26.3,91.8
SP-040-2025-09,SUP-040,2025-09,16,0.8909,0.11283,7.0,1.9,89.0
SP-040-2025-08,SUP-040,2025-08,12,0.9074,0.10557,7.0,24.4,90.3
SP-040-2025-07,SUP-040,2025-07,17,0.9087,0.10014,10.5,24.6,90.6
SP-041-2026-06,SUP-041,2026-06,34,0.8609,0.12,9.4,18.8,86.8
SP-041-2026-05,SUP-041,2026-05,14,0.9013,0.12,15.3,3.4,89.4
SP-041-2026-04,SUP-041,2026-04,53,0.8497,0.12,26.6,25.3,86.0
SP-041-2026-03,SUP-041,2026-03,39,0.8877,0.12,7.5,11.7,88.5
SP-041-2026-02,SUP-041,2026-02,39,0.8792,0.12,3.9,33.4,87.9
SP-041-2026-01,SUP-041,2026-01,36,0.8958,0.12,21.0,24.0,89.0
SP-041-2025-12,SUP-041,2025-12,28,0.9156,0.12,16.0,23.5,90.3
SP-041-2025-11,SUP-041,2025-11,37,0.8774,0.12,20.0,17.5,87.8
SP-041-2025-10,SUP-041,2025-10,27,0.8289,0.12,10.3,22.2,84.7
SP-041-2025-09,SUP-041,2025-09,16,0.8249,0.12,20.2,9.4,84.4
SP-041-2025-08,SUP-041,2025-08,54,0.8389,0.12,12.3,4.8,85.3
SP-041-2025-07,SUP-041,2025-07,60,0.913,0.12,0,28.5,90.1
SP-042-2026-06,SUP-042,2026-06,51,0.711,0.04264,34.8,11.8,79.7
SP-042-2026-05,SUP-042,2026-05,20,0.7635,0.05252,23.3,13.7,82.8
SP-042-2026-04,SUP-042,2026-04,52,0.7387,0.04151,23.6,11.9,81.6
SP-042-2026-03,SUP-042,2026-03,33,0.7352,0.04876,26.4,3.0,81.1
SP-042-2026-02,SUP-042,2026-02,41,0.7498,0.04364,18.8,30.8,82.2
SP-042-2026-01,SUP-042,2026-01,40,0.7442,0.04701,29.4,23.8,81.7
SP-042-2025-12,SUP-042,2025-12,59,0.7623,0.03679,14.0,18.5,83.3
SP-042-2025-11,SUP-042,2025-11,60,0.7324,0.05105,27.3,11.9,80.8
SP-042-2025-10,SUP-042,2025-10,20,0.7799,0.03207,29.6,3.0,84.6
SP-042-2025-09,SUP-042,2025-09,52,0.7943,0.0565,19.6,7.2,84.6
SP-042-2025-08,SUP-042,2025-08,54,0.7321,0.03534,24.6,26.6,81.3
SP-042-2025-07,SUP-042,2025-07,52,0.7676,0.03229,15.0,26.4,83.8
SP-043-2026-06,SUP-043,2026-06,6,0.7837,0.12,23.5,2.7,81.7
SP-043-2026-05,SUP-043,2026-05,48,0.6803,0.12,31.0,32.2,75.0
SP-043-2026-04,SUP-043,2026-04,58,0.6782,0.12,22.8,6.0,74.9
SP-043-2026-03,SUP-043,2026-03,34,0.6746,0.12,24.4,19.6,74.6
SP-043-2026-02,SUP-043,2026-02,62,0.7585,0.12,20.6,29.0,80.1
SP-043-2026-01,SUP-043,2026-01,7,0.7172,0.12,23.2,17.0,77.4
SP-043-2025-12,SUP-043,2025-12,24,0.674,0.12,31.2,22.0,74.6
SP-043-2025-11,SUP-043,2025-11,9,0.7134,0.12,25.2,17.6,77.2
SP-043-2025-10,SUP-043,2025-10,19,0.6943,0.12,22.7,18.7,75.9
SP-043-2025-09,SUP-043,2025-09,40,0.7543,0.12,24.5,5.0,79.8
SP-043-2025-08,SUP-043,2025-08,62,0.7226,0.12,15.1,20.2,77.8
SP-043-2025-07,SUP-043,2025-07,21,0.706,0.12,31.7,23.8,76.7
SP-044-2026-06,SUP-044,2026-06,63,0.8439,0.12,13.2,32.1,85.7
SP-044-2026-05,SUP-044,2026-05,64,0.856,0.11192,10.4,19.7,86.7
SP-044-2026-04,SUP-044,2026-04,9,0.7503,0.12,18.2,5.5,79.6
SP-044-2026-03,SUP-044,2026-03,14,0.8351,0.12,13.2,24.4,85.1
SP-044-2026-02,SUP-044,2026-02,5,0.7735,0.11614,10.2,10.2,81.2
SP-044-2026-01,SUP-044,2026-01,27,0.7727,0.12,30.5,25.9,81.0
SP-044-2025-12,SUP-044,2025-12,6,0.7599,0.12,20.3,7.0,80.2
SP-044-2025-11,SUP-044,2025-11,45,0.7691,0.12,15.7,18.8,80.8
SP-044-2025-10,SUP-044,2025-10,34,0.7488,0.12,27.5,9.3,79.5
SP-044-2025-09,SUP-044,2025-09,11,0.7557,0.11398,25.0,36.0,80.1
SP-044-2025-08,SUP-044,2025-08,42,0.776,0.12,21.4,1.6,81.2
SP-044-2025-07,SUP-044,2025-07,18,0.8376,0.11047,0,32.5,85.6
SP-045-2026-06,SUP-045,2026-06,17,0.8199,0.12,15.5,14.8,84.1
SP-045-2026-05,SUP-045,2026-05,23,0.827,0.12,19.0,2.3,84.6
SP-045-2026-04,SUP-045,2026-04,47,0.8149,0.12,5.8,3.1,83.8
SP-045-2026-03,SUP-045,2026-03,13,0.8409,0.12,5.5,7.8,85.5
SP-045-2026-02,SUP-045,2026-02,38,0.8618,0.12,0.1,16.7,86.8
SP-045-2026-01,SUP-045,2026-01,10,0.8681,0.12,16.7,3.7,87.2
SP-045-2025-12,SUP-045,2025-12,52,0.8859,0.12,6.6,24.2,88.4
SP-045-2025-11,SUP-045,2025-11,20,0.8322,0.12,1.0,16.0,84.9
SP-045-2025-10,SUP-045,2025-10,22,0.8505,0.12,19.3,21.0,86.1
SP-045-2025-09,SUP-045,2025-09,37,0.8379,0.12,12.6,6.2,85.3
SP-045-2025-08,SUP-045,2025-08,61,0.8608,0.12,11.0,4.0,86.8
SP-045-2025-07,SUP-045,2025-07,32,0.9078,0.12,2.4,9.4,89.8
SP-046-2026-06,SUP-046,2026-06,35,0.847,0.11623,14.1,29.0,86.0
SP-046-2026-05,SUP-046,2026-05,56,0.8181,0.11852,17.0,31.9,84.0
SP-046-2026-04,SUP-046,2026-04,35,0.7465,0.10513,22.0,33.6,79.8
SP-046-2026-03,SUP-046,2026-03,29,0.7774,0.09967,22.1,17.8,82.0
SP-046-2026-02,SUP-046,2026-02,41,0.7755,0.1082,23.4,10.5,81.6
SP-046-2026-01,SUP-046,2026-01,61,0.8304,0.11819,7.0,35.6,84.8
SP-046-2025-12,SUP-046,2025-12,45,0.8091,0.09635,8.0,4.0,84.2
SP-046-2025-11,SUP-046,2025-11,49,0.7878,0.10528,19.4,13.3,82.5
SP-046-2025-10,SUP-046,2025-10,53,0.7849,0.09992,9.8,7.8,82.5
SP-046-2025-09,SUP-046,2025-09,23,0.7353,0.11545,16.4,23.4,78.8
SP-046-2025-08,SUP-046,2025-08,15,0.8374,0.11876,16.1,10.1,85.3
SP-046-2025-07,SUP-046,2025-07,62,0.8161,0.11681,8.8,27.5,84.0
SP-047-2026-06,SUP-047,2026-06,17,0.8345,0.12,12.8,26.6,85.0
SP-047-2026-05,SUP-047,2026-05,20,0.8977,0.12,0,14.3,89.2
SP-047-2026-04,SUP-047,2026-04,8,0.9078,0.12,2.9,24.4,89.8
SP-047-2026-03,SUP-047,2026-03,61,0.8039,0.12,14.6,3.8,83.1
SP-047-2026-02,SUP-047,2026-02,13,0.9079,0.12,11.9,11.8,89.8
SP-047-2026-01,SUP-047,2026-01,37,0.9016,0.12,11.5,21.6,89.4
SP-047-2025-12,SUP-047,2025-12,65,0.79,0.12,20.1,12.7,82.2
SP-047-2025-11,SUP-047,2025-11,5,0.8683,0.12,4.6,1.5,87.2
SP-047-2025-10,SUP-047,2025-10,6,0.9024,0.12,9.4,3.8,89.5
SP-047-2025-09,SUP-047,2025-09,24,0.8299,0.12,18.2,5.5,84.7
SP-047-2025-08,SUP-047,2025-08,11,0.8458,0.12,7.0,12.1,85.8
SP-047-2025-07,SUP-047,2025-07,61,0.8317,0.12,14.6,21.0,84.9
SP-048-2026-06,SUP-048,2026-06,55,0.822,0.04429,4.7,16.7,86.9
SP-048-2026-05,SUP-048,2026-05,24,0.8214,0.0662,15.7,34.9,86.1
SP-048-2026-04,SUP-048,2026-04,35,0.7487,0.04903,23.4,16.3,82.0
SP-048-2026-03,SUP-048,2026-03,26,0.7862,0.04344,17.3,15.9,84.6
SP-048-2026-02,SUP-048,2026-02,38,0.7169,0.06423,21.3,14.7,79.4
SP-048-2026-01,SUP-048,2026-01,43,0.8251,0.06202,18.3,15.1,86.5
SP-048-2025-12,SUP-048,2025-12,48,0.7842,0.06299,8.1,15.3,83.8
SP-048-2025-11,SUP-048,2025-11,26,0.7349,0.04841,14.3,21.7,81.1
SP-048-2025-10,SUP-048,2025-10,8,0.8128,0.05774,29.1,21.7,85.8
SP-048-2025-09,SUP-048,2025-09,8,0.7644,0.05969,8.8,23.1,82.6
SP-048-2025-08,SUP-048,2025-08,38,0.7308,0.04916,13.3,12.4,80.8
SP-048-2025-07,SUP-048,2025-07,38,0.7686,0.06637,5.8,29.4,82.6
SP-049-2026-06,SUP-049,2026-06,15,0.7069,0.02718,31.4,31.2,80.0
SP-049-2026-05,SUP-049,2026-05,49,0.7431,0.03148,16.8,30.6,82.2
SP-049-2026-04,SUP-049,2026-04,18,0.7449,0.01336,24.3,7.7,82.9
SP-049-2026-03,SUP-049,2026-03,19,0.7051,0.02458,19.4,11.2,80.0
SP-049-2026-02,SUP-049,2026-02,9,0.7701,0.02153,24.3,15.4,84.3
SP-049-2026-01,SUP-049,2026-01,28,0.8034,0.02406,15.7,5.2,86.4
SP-049-2025-12,SUP-049,2025-12,56,0.7317,0.02781,27.6,27.6,81.6
SP-049-2025-11,SUP-049,2025-11,41,0.7752,0.02123,18.1,11.7,84.6
SP-049-2025-10,SUP-049,2025-10,10,0.7119,0.02526,24.5,32.1,80.4
SP-049-2025-09,SUP-049,2025-09,33,0.7313,0.01869,3.8,34.4,81.9
SP-049-2025-08,SUP-049,2025-08,32,0.7855,0.01303,13.5,1.8,85.6
SP-049-2025-07,SUP-049,2025-07,55,0.7926,0.01556,26.3,30.6,86.0
SP-050-2026-06,SUP-050,2026-06,21,0.7016,0.12,19.0,28.6,76.4
SP-050-2026-05,SUP-050,2026-05,25,0.7546,0.12,16.3,15.9,79.9
SP-050-2026-04,SUP-050,2026-04,46,0.6603,0.12,21.0,26.6,73.7
SP-050-2026-03,SUP-050,2026-03,59,0.7435,0.12,22.8,24.8,79.1
SP-050-2026-02,SUP-050,2026-02,15,0.7482,0.12,26.2,26.2,79.4
SP-050-2026-01,SUP-050,2026-01,25,0.671,0.12,20.0,23.7,74.4
SP-050-2025-12,SUP-050,2025-12,20,0.7227,0.12,19.6,14.5,77.8
SP-050-2025-11,SUP-050,2025-11,48,0.7273,0.12,10.3,4.2,78.1
SP-050-2025-10,SUP-050,2025-10,27,0.7423,0.12,22.9,22.3,79.1
SP-050-2025-09,SUP-050,2025-09,18,0.7193,0.12,30.2,22.1,77.6
SP-050-2025-08,SUP-050,2025-08,58,0.7176,0.12,14.6,20.1,77.4
SP-050-2025-07,SUP-050,2025-07,9,0.7279,0.12,10.4,31.8,78.1
SP-051-2026-06,SUP-051,2026-06,45,0.7356,0.12,16.4,2.7,78.6
SP-051-2026-05,SUP-051,2026-05,37,0.6987,0.12,23.0,21.8,76.2
SP-051-2026-04,SUP-051,2026-04,15,0.8011,0.12,6.2,15.5,82.9
SP-051-2026-03,SUP-051,2026-03,55,0.704,0.12,25.5,27.4,76.6
SP-051-2026-02,SUP-051,2026-02,65,0.738,0.12,29.7,26.5,78.8
SP-051-2026-01,SUP-051,2026-01,21,0.7877,0.12,12.7,3.6,82.0
SP-051-2025-12,SUP-051,2025-12,62,0.7035,0.12,20.1,32.3,76.5
SP-051-2025-11,SUP-051,2025-11,40,0.7055,0.12,28.6,1.1,76.7
SP-051-2025-10,SUP-051,2025-10,22,0.7261,0.12,22.3,26.0,78.0
SP-051-2025-09,SUP-051,2025-09,45,0.7717,0.12,10.9,19.2,81.0
SP-051-2025-08,SUP-051,2025-08,65,0.7355,0.12,23.5,21.6,78.6
SP-051-2025-07,SUP-051,2025-07,26,0.7984,0.12,22.6,12.6,82.7
SP-052-2026-06,SUP-052,2026-06,15,0.7904,0.05403,21.6,26.3,84.5
SP-052-2026-05,SUP-052,2026-05,53,0.8635,0.04739,0,11.7,89.5
SP-052-2026-04,SUP-052,2026-04,6,0.8492,0.04425,13.9,12.9,88.6
SP-052-2026-03,SUP-052,2026-03,8,0.7757,0.05614,20.8,3.6,83.5
SP-052-2026-02,SUP-052,2026-02,7,0.819,0.0451,9.8,29.7,86.7
SP-052-2026-01,SUP-052,2026-01,39,0.8646,0.05594,1.6,27.0,89.2
SP-052-2025-12,SUP-052,2025-12,59,0.8259,0.05003,15.6,17.4,86.9
SP-052-2025-11,SUP-052,2025-11,48,0.7849,0.06098,17.4,25.7,83.9
SP-052-2025-10,SUP-052,2025-10,15,0.774,0.03979,17.3,34.4,83.9
SP-052-2025-09,SUP-052,2025-09,35,0.8344,0.03899,10.7,17.0,87.9
SP-052-2025-08,SUP-052,2025-08,45,0.8791,0.0513,6.8,13.8,90.3
SP-052-2025-07,SUP-052,2025-07,15,0.8166,0.0582,21.1,14.8,86.0
SP-053-2026-06,SUP-053,2026-06,58,0.7937,0.12,15.4,18.5,82.4
SP-053-2026-05,SUP-053,2026-05,62,0.8711,0.12,15.1,26.9,87.4
SP-053-2026-04,SUP-053,2026-04,60,0.7796,0.12,17.6,18.7,81.5
SP-053-2026-03,SUP-053,2026-03,61,0.8309,0.12,4.1,33.0,84.8
