movement_id,material_id,warehouse_id,movement_type,quantity,unit_cost,reference_type,reference_id,movement_at,operator
MOV-00011473,MAT-0003,WH-01,issue,-3250,267.98,sales_order,REF-066452,2025-11-12T03:04:00+08:00,仓储用户25
MOV-00011474,MAT-0212,WH-05,transfer_out,-461,313.48,purchase_order,REF-343227,2025-11-12T18:27:00+08:00,仓储用户27
MOV-00011475,MAT-0144,WH-06,transfer_in,5544,11.29,sales_order,REF-583350,2025-08-29T02:17:00+08:00,仓储用户20
MOV-00011476,MAT-0046,WH-02,receipt,585,1080.22,manual,REF-565318,2026-03-23T05:19:00+08:00,仓储用户35
MOV-00011477,MAT-0206,WH-06,transfer_out,-6286,75.41,purchase_order,REF-778420,2026-01-14T11:21:00+08:00,仓储用户44
MOV-00011478,MAT-0235,WH-02,transfer_in,3179,145.23,manual,REF-985159,2025-09-06T18:52:00+08:00,仓储用户39
MOV-00011479,MAT-0067,WH-06,receipt,967,57.07,sales_order,REF-898619,2026-03-06T22:12:00+08:00,仓储用户24
MOV-00011480,MAT-0144,WH-03,issue,-39,11.29,purchase_order,REF-237255,2026-01-26T15:27:00+08:00,仓储用户06
MOV-00011481,MAT-0102,WH-02,receipt,5021,41.49,production_order,REF-583178,2025-08-27T06:26:00+08:00,仓储用户20
MOV-00011482,MAT-0217,WH-05,receipt,2091,283.44,manual,REF-935361,2026-01-18T13:34:00+08:00,仓储用户34
MOV-00011483,MAT-0073,WH-05,quality_hold,-7120,20.7,sales_order,REF-709437,2025-08-02T02:56:00+08:00,仓储用户30
MOV-00011484,MAT-0004,WH-05,adjustment,2398,351.05,purchase_order,REF-782400,2025-09-23T08:08:00+08:00,仓储用户31
MOV-00011485,MAT-0091,WH-02,adjustment,2965,65.05,manual,REF-510051,2025-06-17T19:00:00+08:00,仓储用户14
MOV-00011486,MAT-0059,WH-02,issue,-3857,744.15,manual,REF-377636,2026-01-02T22:22:00+08:00,仓储用户09
MOV-00011487,MAT-0156,WH-04,receipt,4520,16.48,manual,REF-718295,2025-11-25T06:40:00+08:00,仓储用户01
MOV-00011488,MAT-0088,WH-02,issue,-2529,447.49,manual,REF-928308,2025-12-18T04:51:00+08:00,仓储用户41
MOV-00011489,MAT-0110,WH-03,transfer_out,-6439,14.96,purchase_order,REF-528388,2025-06-22T15:33:00+08:00,仓储用户37
MOV-00011490,MAT-0200,WH-06,receipt,5467,400.35,manual,REF-978521,2026-05-18T15:04:00+08:00,仓储用户02
MOV-00011491,MAT-0031,WH-01,transfer_out,-2835,568.88,manual,REF-129680,2025-06-23T10:32:00+08:00,仓储用户23
MOV-00011492,MAT-0142,WH-01,transfer_out,-5026,388.32,purchase_order,REF-987565,2026-05-25T03:30:00+08:00,仓储用户17
MOV-00011493,MAT-0019,WH-01,receipt,1041,29.07,sales_order,REF-190919,2026-06-04T08:26:00+08:00,仓储用户38
MOV-00011494,MAT-0016,WH-06,issue,-4819,215.07,purchase_order,REF-594533,2025-11-21T02:24:00+08:00,仓储用户44
MOV-00011495,MAT-0050,WH-03,issue,-7396,599.47,manual,REF-549753,2026-01-18T06:01:00+08:00,仓储用户29
MOV-00011496,MAT-0052,WH-06,issue,-5817,80.81,manual,REF-547185,2026-04-29T16:01:00+08:00,仓储用户25
MOV-00011497,MAT-0076,WH-03,receipt,3635,248.81,production_order,REF-051096,2025-07-28T16:10:00+08:00,仓储用户03
MOV-00011498,MAT-0037,WH-04,issue,-910,565.27,manual,REF-254759,2025-12-07T15:57:00+08:00,仓储用户31
MOV-00011499,MAT-0048,WH-05,quality_hold,-2654,15.8,purchase_order,REF-975255,2025-11-21T03:29:00+08:00,仓储用户30
MOV-00011500,MAT-0030,WH-05,transfer_out,-3264,21.7,purchase_order,REF-222173,2025-09-03T05:29:00+08:00,仓储用户22
MOV-00011501,MAT-0118,WH-01,issue,-3831,337.1,manual,REF-194044,2025-11-03T00:31:00+08:00,仓储用户38
MOV-00011502,MAT-0007,WH-02,issue,-5862,1079.96,production_order,REF-811418,2026-05-29T19:44:00+08:00,仓储用户32
MOV-00011503,MAT-0167,WH-01,transfer_out,-5707,86.62,sales_order,REF-212548,2025-06-26T19:10:00+08:00,仓储用户02
MOV-00011504,MAT-0087,WH-01,issue,-4854,36.24,sales_order,REF-302371,2026-04-13T15:29:00+08:00,仓储用户09
MOV-00011505,MAT-0133,WH-06,issue,-3360,46.05,manual,REF-119266,2026-02-13T04:58:00+08:00,仓储用户15
MOV-00011506,MAT-0217,WH-03,issue,-3432,283.44,sales_order,REF-428567,2025-11-12T22:42:00+08:00,仓储用户17
MOV-00011507,MAT-0219,WH-02,receipt,4532,24.74,sales_order,REF-060571,2025-09-19T06:22:00+08:00,仓储用户42
MOV-00011508,MAT-0229,WH-01,transfer_out,-7899,335.06,purchase_order,REF-130142,2026-04-04T23:33:00+08:00,仓储用户37
MOV-00011509,MAT-0143,WH-05,issue,-3083,930.89,production_order,REF-832067,2025-09-12T13:20:00+08:00,仓储用户30
MOV-00011510,MAT-0161,WH-01,issue,-3306,433.3,purchase_order,REF-230051,2025-12-20T12:59:00+08:00,仓储用户30
MOV-00011511,MAT-0099,WH-02,issue,-3307,40.49,production_order,REF-003832,2025-07-21T07:47:00+08:00,仓储用户18
MOV-00011512,MAT-0197,WH-06,issue,-2649,351.73,purchase_order,REF-885961,2025-09-07T20:20:00+08:00,仓储用户28
MOV-00011513,MAT-0096,WH-04,receipt,601,248.33,manual,REF-683938,2025-12-16T17:23:00+08:00,仓储用户41
MOV-00011514,MAT-0014,WH-01,transfer_out,-2851,252.49,purchase_order,REF-049220,2025-07-01T14:32:00+08:00,仓储用户28
MOV-00011515,MAT-0112,WH-01,receipt,5462,16.8,purchase_order,REF-085520,2026-01-22T18:29:00+08:00,仓储用户05
MOV-00011516,MAT-0104,WH-01,issue,-3547,728.18,manual,REF-998692,2026-05-02T13:02:00+08:00,仓储用户36
MOV-00011517,MAT-0126,WH-05,issue,-1577,431.48,production_order,REF-082323,2025-12-31T04:53:00+08:00,仓储用户23
MOV-00011518,MAT-0158,WH-04,receipt,3095,36.67,sales_order,REF-398321,2026-04-19T09:48:00+08:00,仓储用户16
MOV-00011519,MAT-0081,WH-01,receipt,7372,523.81,purchase_order,REF-944629,2026-04-12T08:30:00+08:00,仓储用户40
MOV-00011520,MAT-0186,WH-05,transfer_in,7127,390.93,manual,REF-866980,2026-04-21T20:29:00+08:00,仓储用户31
MOV-00011521,MAT-0054,WH-05,issue,-6423,658.09,sales_order,REF-078250,2025-10-06T22:41:00+08:00,仓储用户28
MOV-00011522,MAT-0023,WH-06,issue,-6102,354.18,sales_order,REF-587879,2025-11-23T17:06:00+08:00,仓储用户07
MOV-00011523,MAT-0032,WH-01,issue,-2041,354.07,purchase_order,REF-710126,2025-10-22T10:51:00+08:00,仓储用户43
MOV-00011524,MAT-0188,WH-05,receipt,2519,85.78,purchase_order,REF-721227,2025-11-01T05:36:00+08:00,仓储用户29
MOV-00011525,MAT-0050,WH-01,issue,-7858,599.47,sales_order,REF-927880,2025-11-23T17:42:00+08:00,仓储用户05
MOV-00011526,MAT-0050,WH-03,receipt,4046,599.47,production_order,REF-842691,2025-10-04T20:00:00+08:00,仓储用户29
MOV-00011527,MAT-0187,WH-06,receipt,7299,27.18,production_order,REF-565133,2025-09-05T10:22:00+08:00,仓储用户31
MOV-00011528,MAT-0106,WH-03,quality_hold,-6836,608.12,production_order,REF-113951,2026-01-27T22:56:00+08:00,仓储用户31
MOV-00011529,MAT-0113,WH-05,receipt,7555,84.19,sales_order,REF-531346,2025-06-23T14:46:00+08:00,仓储用户28
MOV-00011530,MAT-0197,WH-01,receipt,764,351.73,production_order,REF-551773,2026-04-19T14:10:00+08:00,仓储用户33
MOV-00011531,MAT-0033,WH-04,transfer_in,468,147.59,sales_order,REF-042479,2026-01-10T08:55:00+08:00,仓储用户13
MOV-00011532,MAT-0191,WH-02,receipt,6801,307.48,production_order,REF-848257,2026-06-13T11:17:00+08:00,仓储用户06
MOV-00011533,MAT-0067,WH-03,issue,-841,57.07,production_order,REF-250314,2025-08-13T15:10:00+08:00,仓储用户16
MOV-00011534,MAT-0133,WH-02,receipt,5529,46.05,manual,REF-184278,2026-05-29T11:24:00+08:00,仓储用户22
MOV-00011535,MAT-0144,WH-01,receipt,1217,11.29,sales_order,REF-564484,2026-01-29T16:44:00+08:00,仓储用户42
MOV-00011536,MAT-0070,WH-02,transfer_in,3656,120.93,purchase_order,REF-874977,2025-10-29T00:39:00+08:00,仓储用户36
MOV-00011537,MAT-0043,WH-02,issue,-6563,270.5,sales_order,REF-891272,2026-04-04T04:17:00+08:00,仓储用户08
MOV-00011538,MAT-0174,WH-05,issue,-4390,4.39,production_order,REF-096118,2025-11-05T06:51:00+08:00,仓储用户26
MOV-00011539,MAT-0096,WH-02,issue,-6787,248.33,production_order,REF-197441,2025-06-19T00:06:00+08:00,仓储用户31
MOV-00011540,MAT-0086,WH-04,receipt,3695,94.14,sales_order,REF-786866,2026-01-29T18:52:00+08:00,仓储用户16
MOV-00011541,MAT-0033,WH-05,receipt,853,147.59,purchase_order,REF-124408,2025-11-19T22:28:00+08:00,仓储用户26
MOV-00011542,MAT-0004,WH-01,issue,-7224,351.05,purchase_order,REF-661335,2025-12-06T17:19:00+08:00,仓储用户18
MOV-00011543,MAT-0076,WH-03,receipt,7585,248.81,sales_order,REF-957459,2026-05-30T12:36:00+08:00,仓储用户22
MOV-00011544,MAT-0065,WH-05,receipt,960,365.72,purchase_order,REF-632023,2025-11-07T23:56:00+08:00,仓储用户15
MOV-00011545,MAT-0220,WH-04,issue,-6802,263.26,purchase_order,REF-087268,2025-09-26T21:37:00+08:00,仓储用户13
MOV-00011546,MAT-0158,WH-03,receipt,7826,36.67,sales_order,REF-219864,2025-10-09T13:29:00+08:00,仓储用户29
MOV-00011547,MAT-0125,WH-06,issue,-3318,797.63,sales_order,REF-005218,2026-02-02T15:12:00+08:00,仓储用户38
MOV-00011548,MAT-0012,WH-03,receipt,28,741.27,manual,REF-155847,2026-05-09T10:38:00+08:00,仓储用户25
MOV-00011549,MAT-0164,WH-02,issue,-1909,609.94,production_order,REF-223546,2025-11-23T20:09:00+08:00,仓储用户13
MOV-00011550,MAT-0107,WH-04,receipt,3891,341.98,sales_order,REF-550778,2026-04-24T19:47:00+08:00,仓储用户27
MOV-00011551,MAT-0105,WH-06,issue,-2233,600.14,manual,REF-596771,2025-12-03T04:12:00+08:00,仓储用户03
MOV-00011552,MAT-0121,WH-06,issue,-7403,160.35,production_order,REF-914041,2026-02-19T23:14:00+08:00,仓储用户11
MOV-00011553,MAT-0106,WH-05,issue,-471,608.12,production_order,REF-065977,2026-03-15T22:50:00+08:00,仓储用户27
MOV-00011554,MAT-0160,WH-06,issue,-6738,299.36,sales_order,REF-532543,2025-11-01T06:18:00+08:00,仓储用户32
MOV-00011555,MAT-0148,WH-05,receipt,2898,6.48,production_order,REF-644771,2026-04-23T02:28:00+08:00,仓储用户16
MOV-00011556,MAT-0087,WH-03,quality_hold,-606,36.24,sales_order,REF-615711,2026-04-24T21:26:00+08:00,仓储用户34
MOV-00011557,MAT-0104,WH-04,transfer_out,-5376,728.18,manual,REF-453419,2026-02-04T07:12:00+08:00,仓储用户10
MOV-00011558,MAT-0052,WH-02,transfer_out,-7231,80.81,manual,REF-735717,2025-06-30T15:38:00+08:00,仓储用户29
MOV-00011559,MAT-0099,WH-01,transfer_out,-3139,40.49,purchase_order,REF-893817,2025-10-27T23:45:00+08:00,仓储用户05
MOV-00011560,MAT-0010,WH-06,transfer_out,-7514,701.77,manual,REF-332462,2026-04-05T16:28:00+08:00,仓储用户10
MOV-00011561,MAT-0124,WH-01,transfer_in,6882,449.98,sales_order,REF-475543,2025-11-30T21:20:00+08:00,仓储用户39
MOV-00011562,MAT-0014,WH-01,issue,-2873,252.49,sales_order,REF-440825,2025-10-24T05:22:00+08:00,仓储用户21
MOV-00011563,MAT-0200,WH-02,quality_hold,-7738,400.35,sales_order,REF-910030,2025-12-27T05:45:00+08:00,仓储用户36
MOV-00011564,MAT-0136,WH-04,transfer_in,2042,690.84,purchase_order,REF-669176,2026-05-11T05:20:00+08:00,仓储用户19
MOV-00011565,MAT-0069,WH-04,receipt,246,453.03,sales_order,REF-518430,2025-11-26T16:03:00+08:00,仓储用户20
MOV-00011566,MAT-0153,WH-04,issue,-2383,308.49,sales_order,REF-041339,2025-06-29T08:02:00+08:00,仓储用户14
MOV-00011567,MAT-0039,WH-02,receipt,3898,914.27,purchase_order,REF-581076,2026-04-04T12:37:00+08:00,仓储用户37
MOV-00011568,MAT-0193,WH-03,receipt,4243,147.13,purchase_order,REF-412419,2026-03-08T08:16:00+08:00,仓储用户23
MOV-00011569,MAT-0095,WH-01,issue,-5058,323.1,purchase_order,REF-389477,2026-03-07T02:47:00+08:00,仓储用户16
MOV-00011570,MAT-0185,WH-05,transfer_out,-5047,518.24,sales_order,REF-971922,2026-01-04T02:06:00+08:00,仓储用户09
MOV-00011571,MAT-0091,WH-05,transfer_out,-4738,65.05,sales_order,REF-067280,2025-09-09T10:46:00+08:00,仓储用户40
MOV-00011572,MAT-0106,WH-03,receipt,361,608.12,manual,REF-131779,2026-02-23T00:27:00+08:00,仓储用户12
MOV-00011573,MAT-0237,WH-01,transfer_in,4660,44.55,sales_order,REF-224351,2025-09-27T17:07:00+08:00,仓储用户30
MOV-00011574,MAT-0118,WH-02,receipt,5567,337.1,purchase_order,REF-107423,2026-06-10T03:11:00+08:00,仓储用户15
MOV-00011575,MAT-0088,WH-04,transfer_in,7536,447.49,purchase_order,REF-307984,2025-09-18T00:27:00+08:00,仓储用户15
MOV-00011576,MAT-0220,WH-05,transfer_in,4107,263.26,production_order,REF-728421,2026-03-26T14:45:00+08:00,仓储用户21
MOV-00011577,MAT-0226,WH-04,issue,-7711,280.22,production_order,REF-227925,2026-05-12T16:21:00+08:00,仓储用户43
MOV-00011578,MAT-0038,WH-05,receipt,3194,500.81,purchase_order,REF-942379,2025-08-08T17:28:00+08:00,仓储用户45
MOV-00011579,MAT-0048,WH-02,transfer_in,4163,15.8,purchase_order,REF-393929,2025-09-22T08:21:00+08:00,仓储用户23
MOV-00011580,MAT-0148,WH-05,issue,-1342,6.48,manual,REF-064498,2025-11-04T23:08:00+08:00,仓储用户11
MOV-00011581,MAT-0143,WH-04,transfer_in,6095,930.89,sales_order,REF-074564,2026-05-24T09:39:00+08:00,仓储用户17
MOV-00011582,MAT-0173,WH-04,adjustment,5065,777.01,production_order,REF-742955,2025-10-13T09:57:00+08:00,仓储用户39
MOV-00011583,MAT-0220,WH-01,issue,-6956,263.26,sales_order,REF-483164,2025-12-23T06:49:00+08:00,仓储用户13
MOV-00011584,MAT-0137,WH-01,quality_hold,-360,993.56,purchase_order,REF-795673,2026-03-05T09:44:00+08:00,仓储用户22
MOV-00011585,MAT-0195,WH-05,issue,-5977,1.37,production_order,REF-963650,2025-09-10T08:42:00+08:00,仓储用户21
MOV-00011586,MAT-0059,WH-06,receipt,2873,744.15,sales_order,REF-805965,2025-10-18T20:39:00+08:00,仓储用户05
MOV-00011587,MAT-0022,WH-01,issue,-3683,65.56,sales_order,REF-095361,2025-10-05T21:50:00+08:00,仓储用户06
MOV-00011588,MAT-0095,WH-02,receipt,1636,323.1,sales_order,REF-175446,2026-02-28T11:22:00+08:00,仓储用户15
MOV-00011589,MAT-0097,WH-06,adjustment,4100,767.52,purchase_order,REF-604880,2025-10-16T03:23:00+08:00,仓储用户05
MOV-00011590,MAT-0204,WH-06,quality_hold,-2539,185.62,manual,REF-871741,2026-05-05T23:26:00+08:00,仓储用户43
MOV-00011591,MAT-0159,WH-01,issue,-5042,14.62,manual,REF-463876,2025-12-09T03:19:00+08:00,仓储用户33
MOV-00011592,MAT-0024,WH-01,issue,-4930,17.6,manual,REF-724330,2026-05-25T07:57:00+08:00,仓储用户14
MOV-00011593,MAT-0204,WH-06,receipt,6337,185.62,manual,REF-147944,2025-11-02T13:51:00+08:00,仓储用户45
MOV-00011594,MAT-0087,WH-02,receipt,6414,36.24,purchase_order,REF-034908,2026-04-11T00:36:00+08:00,仓储用户39
MOV-00011595,MAT-0052,WH-01,adjustment,3501,80.81,production_order,REF-281645,2026-05-24T04:46:00+08:00,仓储用户23
MOV-00011596,MAT-0042,WH-05,issue,-3344,447.13,manual,REF-461561,2025-06-28T18:52:00+08:00,仓储用户25
MOV-00011597,MAT-0031,WH-01,receipt,1422,568.88,purchase_order,REF-448210,2026-04-27T04:29:00+08:00,仓储用户08
MOV-00011598,MAT-0236,WH-03,quality_hold,-883,515.16,sales_order,REF-470914,2025-11-13T09:52:00+08:00,仓储用户03
MOV-00011599,MAT-0130,WH-05,transfer_in,7561,507.15,manual,REF-794720,2026-01-12T19:06:00+08:00,仓储用户29
MOV-00011600,MAT-0079,WH-05,issue,-7642,39.98,production_order,REF-431348,2025-11-09T20:22:00+08:00,仓储用户10
MOV-00011601,MAT-0191,WH-02,issue,-3098,307.48,production_order,REF-191372,2025-06-27T14:24:00+08:00,仓储用户20
MOV-00011602,MAT-0206,WH-06,receipt,895,75.41,sales_order,REF-979532,2026-06-05T02:50:00+08:00,仓储用户04
MOV-00011603,MAT-0211,WH-04,adjustment,3312,860.1,sales_order,REF-036613,2026-02-06T22:51:00+08:00,仓储用户03
MOV-00011604,MAT-0127,WH-04,issue,-650,903.9,production_order,REF-230536,2025-07-06T20:06:00+08:00,仓储用户29
MOV-00011605,MAT-0177,WH-05,issue,-1088,573.02,sales_order,REF-341837,2026-03-24T21:16:00+08:00,仓储用户24
MOV-00011606,MAT-0204,WH-04,transfer_in,5352,185.62,sales_order,REF-944763,2025-09-17T22:52:00+08:00,仓储用户26
MOV-00011607,MAT-0030,WH-04,issue,-1957,21.7,production_order,REF-217869,2026-03-17T10:42:00+08:00,仓储用户02
MOV-00011608,MAT-0130,WH-03,transfer_in,6346,507.15,sales_order,REF-696341,2025-12-08T21:08:00+08:00,仓储用户26
MOV-00011609,MAT-0058,WH-05,transfer_out,-1857,485.32,purchase_order,REF-550761,2026-01-09T02:59:00+08:00,仓储用户28
MOV-00011610,MAT-0217,WH-03,receipt,7447,283.44,manual,REF-814538,2025-12-07T11:04:00+08:00,仓储用户38
MOV-00011611,MAT-0032,WH-03,transfer_in,5355,354.07,manual,REF-323189,2025-07-29T04:31:00+08:00,仓储用户33
MOV-00011612,MAT-0032,WH-06,receipt,6977,354.07,manual,REF-758937,2025-10-26T05:49:00+08:00,仓储用户07
MOV-00011613,MAT-0206,WH-06,issue,-5459,75.41,manual,REF-447356,2025-07-14T04:47:00+08:00,仓储用户35
MOV-00011614,MAT-0132,WH-01,issue,-2431,39.22,production_order,REF-831523,2025-09-05T13:50:00+08:00,仓储用户12
MOV-00011615,MAT-0169,WH-02,receipt,697,37.41,purchase_order,REF-109074,2026-03-18T09:21:00+08:00,仓储用户35
MOV-00011616,MAT-0143,WH-01,receipt,3170,930.89,production_order,REF-192587,2025-12-15T03:15:00+08:00,仓储用户20
MOV-00011617,MAT-0184,WH-05,issue,-7049,259.45,production_order,REF-221392,2025-12-10T13:12:00+08:00,仓储用户27
MOV-00011618,MAT-0176,WH-04,receipt,2788,897.76,purchase_order,REF-766069,2025-09-19T11:23:00+08:00,仓储用户24
MOV-00011619,MAT-0071,WH-06,issue,-6127,26.19,production_order,REF-781857,2026-05-09T11:38:00+08:00,仓储用户36
MOV-00011620,MAT-0222,WH-01,receipt,3220,491.59,manual,REF-374210,2026-03-14T19:26:00+08:00,仓储用户33
MOV-00011621,MAT-0090,WH-06,transfer_in,6361,3.74,manual,REF-553097,2025-10-20T01:35:00+08:00,仓储用户37
MOV-00011622,MAT-0085,WH-04,quality_hold,-106,455.67,production_order,REF-498275,2026-04-24T15:54:00+08:00,仓储用户38
MOV-00011623,MAT-0203,WH-02,receipt,401,502.83,manual,REF-390098,2025-10-13T19:15:00+08:00,仓储用户35
MOV-00011624,MAT-0234,WH-02,quality_hold,-5441,145.19,purchase_order,REF-890374,2025-08-16T16:26:00+08:00,仓储用户23
MOV-00011625,MAT-0142,WH-04,transfer_out,-2945,388.32,purchase_order,REF-381072,2025-09-30T18:31:00+08:00,仓储用户12
MOV-00011626,MAT-0101,WH-04,issue,-612,356.23,purchase_order,REF-184351,2025-12-02T20:25:00+08:00,仓储用户41
MOV-00011627,MAT-0182,WH-03,receipt,6388,338.88,production_order,REF-209654,2025-09-12T22:19:00+08:00,仓储用户38
MOV-00011628,MAT-0089,WH-02,issue,-2136,219.98,production_order,REF-164178,2026-01-14T20:05:00+08:00,仓储用户25
MOV-00011629,MAT-0053,WH-03,issue,-6031,28.19,sales_order,REF-549998,2025-09-22T10:15:00+08:00,仓储用户25
MOV-00011630,MAT-0017,WH-06,issue,-3631,73.54,production_order,REF-624389,2026-06-07T19:41:00+08:00,仓储用户24
MOV-00011631,MAT-0034,WH-02,transfer_in,4030,39.35,purchase_order,REF-465511,2025-12-31T03:45:00+08:00,仓储用户11
MOV-00011632,MAT-0224,WH-05,receipt,3085,291.58,production_order,REF-523771,2025-06-15T16:31:00+08:00,仓储用户04
MOV-00011633,MAT-0138,WH-05,receipt,2786,153.6,sales_order,REF-762016,2025-12-11T21:30:00+08:00,仓储用户16
MOV-00011634,MAT-0240,WH-01,issue,-5773,109.3,production_order,REF-432886,2025-10-15T21:53:00+08:00,仓储用户11
MOV-00011635,MAT-0218,WH-05,issue,-6034,154.04,sales_order,REF-422475,2025-09-23T07:39:00+08:00,仓储用户34
MOV-00011636,MAT-0205,WH-05,issue,-6853,298.28,production_order,REF-245805,2025-10-30T01:27:00+08:00,仓储用户41
MOV-00011637,MAT-0152,WH-04,transfer_out,-5726,524.83,production_order,REF-356506,2025-11-22T15:48:00+08:00,仓储用户19
MOV-00011638,MAT-0014,WH-03,receipt,1263,252.49,sales_order,REF-356904,2026-05-27T00:09:00+08:00,仓储用户34
MOV-00011639,MAT-0205,WH-01,quality_hold,-1822,298.28,manual,REF-605736,2026-02-05T10:56:00+08:00,仓储用户38
MOV-00011640,MAT-0018,WH-05,receipt,7804,28.89,manual,REF-863473,2025-10-04T00:22:00+08:00,仓储用户44
MOV-00011641,MAT-0058,WH-03,issue,-678,485.32,purchase_order,REF-030419,2025-12-15T23:06:00+08:00,仓储用户06
MOV-00011642,MAT-0066,WH-01,receipt,304,154.55,manual,REF-577873,2026-01-05T11:23:00+08:00,仓储用户10
MOV-00011643,MAT-0089,WH-02,issue,-3310,219.98,purchase_order,REF-475922,2025-07-01T19:34:00+08:00,仓储用户05
MOV-00011644,MAT-0218,WH-06,issue,-4384,154.04,manual,REF-865846,2026-03-31T02:45:00+08:00,仓储用户01
MOV-00011645,MAT-0147,WH-04,issue,-6880,515.21,production_order,REF-016597,2025-08-12T09:47:00+08:00,仓储用户39
MOV-00011646,MAT-0042,WH-03,adjustment,4899,447.13,purchase_order,REF-658132,2026-05-01T20:42:00+08:00,仓储用户42
MOV-00011647,MAT-0032,WH-04,receipt,32,354.07,sales_order,REF-702258,2025-10-22T05:22:00+08:00,仓储用户21
MOV-00011648,MAT-0024,WH-04,issue,-2569,17.6,manual,REF-922861,2026-02-01T04:00:00+08:00,仓储用户28
MOV-00011649,MAT-0146,WH-05,receipt,7744,506.1,production_order,REF-050662,2026-03-20T21:38:00+08:00,仓储用户24
MOV-00011650,MAT-0127,WH-01,issue,-249,903.9,purchase_order,REF-605593,2025-10-11T09:03:00+08:00,仓储用户35
MOV-00011651,MAT-0123,WH-02,quality_hold,-1931,125.96,production_order,REF-778877,2025-06-16T22:01:00+08:00,仓储用户26
MOV-00011652,MAT-0036,WH-01,receipt,4151,95.51,production_order,REF-177685,2026-01-04T06:53:00+08:00,仓储用户28
MOV-00011653,MAT-0199,WH-01,issue,-4635,519.1,purchase_order,REF-416458,2025-07-15T12:41:00+08:00,仓储用户39
MOV-00011654,MAT-0073,WH-02,transfer_in,5083,20.7,production_order,REF-510272,2025-11-13T20:07:00+08:00,仓储用户42
MOV-00011655,MAT-0229,WH-05,receipt,1584,335.06,production_order,REF-520749,2025-08-09T20:34:00+08:00,仓储用户27
MOV-00011656,MAT-0032,WH-06,issue,-3963,354.07,manual,REF-010280,2026-03-15T12:59:00+08:00,仓储用户29
MOV-00011657,MAT-0136,WH-05,receipt,1138,690.84,manual,REF-048317,2026-02-14T09:27:00+08:00,仓储用户24
MOV-00011658,MAT-0221,WH-01,transfer_out,-67,243.1,manual,REF-812183,2026-04-26T11:21:00+08:00,仓储用户41
MOV-00011659,MAT-0165,WH-04,issue,-4518,317.87,manual,REF-760549,2026-01-15T07:46:00+08:00,仓储用户01
MOV-00011660,MAT-0045,WH-04,receipt,6316,22.0,production_order,REF-084636,2026-01-31T10:27:00+08:00,仓储用户42
MOV-00011661,MAT-0098,WH-03,receipt,33,86.69,manual,REF-760219,2025-07-25T13:30:00+08:00,仓储用户06
MOV-00011662,MAT-0209,WH-02,receipt,201,1016.51,purchase_order,REF-315184,2025-07-11T03:41:00+08:00,仓储用户04
MOV-00011663,MAT-0143,WH-04,quality_hold,-1052,930.89,production_order,REF-891212,2026-04-01T14:11:00+08:00,仓储用户24
MOV-00011664,MAT-0176,WH-02,transfer_in,3446,897.76,manual,REF-948415,2026-05-20T16:11:00+08:00,仓储用户23
MOV-00011665,MAT-0052,WH-05,issue,-2495,80.81,production_order,REF-813651,2025-07-03T16:54:00+08:00,仓储用户32
MOV-00011666,MAT-0178,WH-05,transfer_in,3271,349.25,production_order,REF-813783,2026-02-02T06:58:00+08:00,仓储用户45
MOV-00011667,MAT-0003,WH-06,issue,-7765,267.98,purchase_order,REF-050130,2026-02-20T04:00:00+08:00,仓储用户38
MOV-00011668,MAT-0232,WH-06,issue,-3782,840.75,purchase_order,REF-198931,2025-08-01T01:37:00+08:00,仓储用户09
MOV-00011669,MAT-0039,WH-03,receipt,6583,914.27,purchase_order,REF-807594,2025-07-07T08:50:00+08:00,仓储用户33
MOV-00011670,MAT-0008,WH-05,receipt,6513,357.22,sales_order,REF-745883,2026-05-28T09:23:00+08:00,仓储用户40
MOV-00011671,MAT-0189,WH-03,issue,-1000,844.68,sales_order,REF-138125,2026-02-14T11:54:00+08:00,仓储用户38
MOV-00011672,MAT-0095,WH-01,transfer_in,6587,323.1,production_order,REF-792875,2025-06-22T15:01:00+08:00,仓储用户20
MOV-00011673,MAT-0219,WH-03,issue,-1157,24.74,manual,REF-676505,2026-02-27T07:07:00+08:00,仓储用户15
MOV-00011674,MAT-0184,WH-06,quality_hold,-3436,259.45,purchase_order,REF-632642,2026-02-25T12:05:00+08:00,仓储用户28
MOV-00011675,MAT-0099,WH-04,issue,-1780,40.49,manual,REF-838661,2026-04-24T14:34:00+08:00,仓储用户19
MOV-00011676,MAT-0222,WH-02,receipt,1339,491.59,purchase_order,REF-852224,2025-10-09T14:08:00+08:00,仓储用户07
MOV-00011677,MAT-0116,WH-06,issue,-1357,99.89,manual,REF-214304,2025-07-17T16:36:00+08:00,仓储用户21
MOV-00011678,MAT-0058,WH-02,adjustment,7121,485.32,production_order,REF-269786,2025-07-13T12:12:00+08:00,仓储用户14
MOV-00011679,MAT-0181,WH-06,receipt,206,210.02,manual,REF-887339,2025-12-26T10:59:00+08:00,仓储用户45
MOV-00011680,MAT-0157,WH-02,issue,-1763,191.18,purchase_order,REF-601030,2026-05-17T21:39:00+08:00,仓储用户21
MOV-00011681,MAT-0175,WH-06,quality_hold,-5890,464.71,purchase_order,REF-663441,2026-04-19T17:17:00+08:00,仓储用户22
MOV-00011682,MAT-0152,WH-04,adjustment,366,524.83,purchase_order,REF-830809,2026-01-14T15:23:00+08:00,仓储用户31
