snapshot_id,snapshot_date,material_id,warehouse_id,on_hand_qty,available_qty,allocated_qty,in_transit_qty,safety_stock_qty,inventory_value
SNP-20260609-0211-06,2026-06-09,MAT-0211,WH-06,1382,1177,205,1987,3761,1188658.2
SNP-20260609-0212-01,2026-06-09,MAT-0212,WH-01,4150,4117,33,2631,3402,1300942.0
SNP-20260609-0212-02,2026-06-09,MAT-0212,WH-02,5903,5375,528,1573,3402,1850472.44
SNP-20260609-0212-03,2026-06-09,MAT-0212,WH-03,4893,4656,237,866,3402,1533857.64
SNP-20260609-0212-04,2026-06-09,MAT-0212,WH-04,3124,3004,120,818,3402,979311.52
SNP-20260609-0212-05,2026-06-09,MAT-0212,WH-05,1048,702,346,3368,3402,328527.04
SNP-20260609-0212-06,2026-06-09,MAT-0212,WH-06,2027,1585,442,4221,3402,635423.96
SNP-20260609-0213-01,2026-06-09,MAT-0213,WH-01,1105,832,273,261,462,346207.55
SNP-20260609-0213-02,2026-06-09,MAT-0213,WH-02,418,295,123,44,462,130963.58
SNP-20260609-0213-03,2026-06-09,MAT-0213,WH-03,201,191,10,268,462,62975.31
SNP-20260609-0213-04,2026-06-09,MAT-0213,WH-04,359,295,64,125,462,112478.29
SNP-20260609-0213-05,2026-06-09,MAT-0213,WH-05,980,716,264,591,462,307043.8
SNP-20260609-0213-06,2026-06-09,MAT-0213,WH-06,865,837,28,368,462,271013.15
SNP-20260609-0214-01,2026-06-09,MAT-0214,WH-01,169,147,22,44,95,25840.1
SNP-20260609-0214-02,2026-06-09,MAT-0214,WH-02,180,148,32,67,95,27522.0
SNP-20260609-0214-03,2026-06-09,MAT-0214,WH-03,94,86,8,89,95,14372.6
SNP-20260609-0214-04,2026-06-09,MAT-0214,WH-04,143,111,32,84,95,21864.7
SNP-20260609-0214-05,2026-06-09,MAT-0214,WH-05,40,29,11,79,95,6116.0
SNP-20260609-0214-06,2026-06-09,MAT-0214,WH-06,40,23,17,59,95,6116.0
SNP-20260609-0215-01,2026-06-09,MAT-0215,WH-01,2724,2582,142,2722,2198,194983.92
SNP-20260609-0215-02,2026-06-09,MAT-0215,WH-02,1994,1569,425,2793,2198,142730.52
SNP-20260609-0215-03,2026-06-09,MAT-0215,WH-03,4420,3707,713,821,2198,316383.6
SNP-20260609-0215-04,2026-06-09,MAT-0215,WH-04,1088,823,265,2898,2198,77879.04
SNP-20260609-0215-05,2026-06-09,MAT-0215,WH-05,5960,5531,429,1576,2198,426616.8
SNP-20260609-0215-06,2026-06-09,MAT-0215,WH-06,4373,3006,1367,2378,2198,313019.34
SNP-20260609-0216-01,2026-06-09,MAT-0216,WH-01,1050,904,146,118,879,126115.5
SNP-20260609-0216-02,2026-06-09,MAT-0216,WH-02,1227,1183,44,99,879,147374.97
SNP-20260609-0216-03,2026-06-09,MAT-0216,WH-03,1831,1585,246,301,879,219921.41
SNP-20260609-0216-04,2026-06-09,MAT-0216,WH-04,968,926,42,528,879,116266.48
SNP-20260609-0216-05,2026-06-09,MAT-0216,WH-05,1194,1013,181,336,879,143411.34
SNP-20260609-0216-06,2026-06-09,MAT-0216,WH-06,1347,1048,299,307,879,161788.17
SNP-20260609-0217-01,2026-06-09,MAT-0217,WH-01,347,251,96,304,434,98353.68
SNP-20260609-0217-02,2026-06-09,MAT-0217,WH-02,940,697,243,189,434,266433.6
SNP-20260609-0217-03,2026-06-09,MAT-0217,WH-03,1167,790,377,373,434,330774.48
SNP-20260609-0217-04,2026-06-09,MAT-0217,WH-04,1019,894,125,418,434,288825.36
SNP-20260609-0217-05,2026-06-09,MAT-0217,WH-05,190,185,5,582,434,53853.6
SNP-20260609-0217-06,2026-06-09,MAT-0217,WH-06,941,696,245,31,434,266717.04
SNP-20260609-0218-01,2026-06-09,MAT-0218,WH-01,393,223,170,617,753,60537.72
SNP-20260609-0218-02,2026-06-09,MAT-0218,WH-02,1127,1023,104,350,753,173603.08
SNP-20260609-0218-03,2026-06-09,MAT-0218,WH-03,1403,1124,279,312,753,216118.12
SNP-20260609-0218-04,2026-06-09,MAT-0218,WH-04,1783,1593,190,515,753,274653.32
SNP-20260609-0218-05,2026-06-09,MAT-0218,WH-05,864,755,109,612,753,133090.56
SNP-20260609-0218-06,2026-06-09,MAT-0218,WH-06,600,407,193,156,753,92424.0
SNP-20260609-0219-01,2026-06-09,MAT-0219,WH-01,995,738,257,709,925,24616.3
SNP-20260609-0219-02,2026-06-09,MAT-0219,WH-02,1166,1163,3,480,925,28846.84
SNP-20260609-0219-03,2026-06-09,MAT-0219,WH-03,2112,1749,363,592,925,52250.88
SNP-20260609-0219-04,2026-06-09,MAT-0219,WH-04,619,486,133,12,925,15314.06
SNP-20260609-0219-05,2026-06-09,MAT-0219,WH-05,1252,1012,240,246,925,30974.48
SNP-20260609-0219-06,2026-06-09,MAT-0219,WH-06,1509,1406,103,121,925,37332.66
SNP-20260609-0220-01,2026-06-09,MAT-0220,WH-01,382,277,105,553,922,100565.32
SNP-20260609-0220-02,2026-06-09,MAT-0220,WH-02,2125,1969,156,320,922,559427.5
SNP-20260609-0220-03,2026-06-09,MAT-0220,WH-03,1750,1248,502,38,922,460705.0
SNP-20260609-0220-04,2026-06-09,MAT-0220,WH-04,940,691,249,347,922,247464.4
SNP-20260609-0220-05,2026-06-09,MAT-0220,WH-05,1708,903,805,324,922,449648.08
SNP-20260609-0220-06,2026-06-09,MAT-0220,WH-06,719,460,259,119,922,189283.94
SNP-20260609-0221-01,2026-06-09,MAT-0221,WH-01,28,28,0,55,87,6806.8
SNP-20260609-0221-02,2026-06-09,MAT-0221,WH-02,79,58,21,70,87,19204.9
SNP-20260609-0221-03,2026-06-09,MAT-0221,WH-03,94,79,15,37,87,22851.4
SNP-20260609-0221-04,2026-06-09,MAT-0221,WH-04,101,79,22,7,87,24553.1
SNP-20260609-0221-05,2026-06-09,MAT-0221,WH-05,62,47,15,87,87,15072.2
SNP-20260609-0221-06,2026-06-09,MAT-0221,WH-06,17,15,2,54,87,4132.7
SNP-20260609-0222-01,2026-06-09,MAT-0222,WH-01,133,125,8,51,54,65381.47
SNP-20260609-0222-02,2026-06-09,MAT-0222,WH-02,49,45,4,17,54,24087.91
SNP-20260609-0222-03,2026-06-09,MAT-0222,WH-03,69,65,4,19,54,33919.71
SNP-20260609-0222-04,2026-06-09,MAT-0222,WH-04,43,36,7,24,54,21138.37
SNP-20260609-0222-05,2026-06-09,MAT-0222,WH-05,15,15,0,32,54,7373.85
SNP-20260609-0222-06,2026-06-09,MAT-0222,WH-06,137,111,26,17,54,67347.83
SNP-20260609-0223-01,2026-06-09,MAT-0223,WH-01,203,169,34,254,231,104112.61
SNP-20260609-0223-02,2026-06-09,MAT-0223,WH-02,500,374,126,238,231,256435.0
SNP-20260609-0223-03,2026-06-09,MAT-0223,WH-03,557,538,19,36,231,285668.59
SNP-20260609-0223-04,2026-06-09,MAT-0223,WH-04,321,292,29,158,231,164631.27
SNP-20260609-0223-05,2026-06-09,MAT-0223,WH-05,197,155,42,216,231,101035.39
SNP-20260609-0223-06,2026-06-09,MAT-0223,WH-06,543,489,54,288,231,278488.41
SNP-20260609-0224-01,2026-06-09,MAT-0224,WH-01,594,449,145,464,723,173198.52
SNP-20260609-0224-02,2026-06-09,MAT-0224,WH-02,987,877,110,621,723,287789.46
SNP-20260609-0224-03,2026-06-09,MAT-0224,WH-03,152,108,44,594,723,44320.16
SNP-20260609-0224-04,2026-06-09,MAT-0224,WH-04,537,509,28,494,723,156578.46
SNP-20260609-0224-05,2026-06-09,MAT-0224,WH-05,1543,1542,1,318,723,449907.94
SNP-20260609-0224-06,2026-06-09,MAT-0224,WH-06,1139,917,222,37,723,332109.62
SNP-20260609-0225-01,2026-06-09,MAT-0225,WH-01,1226,1009,217,1645,2436,814407.28
SNP-20260609-0225-02,2026-06-09,MAT-0225,WH-02,5328,4638,690,850,2436,3539283.84
SNP-20260609-0225-03,2026-06-09,MAT-0225,WH-03,1548,1211,337,1249,2436,1028305.44
SNP-20260609-0225-04,2026-06-09,MAT-0225,WH-04,3723,3441,282,6,2436,2473114.44
SNP-20260609-0225-05,2026-06-09,MAT-0225,WH-05,1037,722,315,110,2436,688858.36
SNP-20260609-0225-06,2026-06-09,MAT-0225,WH-06,1544,1449,95,700,2436,1025648.32
SNP-20260609-0226-01,2026-06-09,MAT-0226,WH-01,683,622,61,366,433,191390.26
SNP-20260609-0226-02,2026-06-09,MAT-0226,WH-02,313,313,0,342,433,87708.86
SNP-20260609-0226-03,2026-06-09,MAT-0226,WH-03,571,516,55,537,433,160005.62
SNP-20260609-0226-04,2026-06-09,MAT-0226,WH-04,308,246,62,375,433,86307.76
SNP-20260609-0226-05,2026-06-09,MAT-0226,WH-05,365,259,106,196,433,102280.3
SNP-20260609-0226-06,2026-06-09,MAT-0226,WH-06,166,161,5,112,433,46516.52
SNP-20260609-0227-01,2026-06-09,MAT-0227,WH-01,448,383,65,403,725,336129.92
SNP-20260609-0227-02,2026-06-09,MAT-0227,WH-02,1917,1427,490,795,725,1438305.93
SNP-20260609-0227-03,2026-06-09,MAT-0227,WH-03,548,418,130,608,725,411158.92
SNP-20260609-0227-04,2026-06-09,MAT-0227,WH-04,464,354,110,791,725,348134.56
SNP-20260609-0227-05,2026-06-09,MAT-0227,WH-05,955,607,348,204,725,716526.95
SNP-20260609-0227-06,2026-06-09,MAT-0227,WH-06,1254,1248,6,318,725,940863.66
SNP-20260609-0228-01,2026-06-09,MAT-0228,WH-01,338,302,36,52,305,2656.68
SNP-20260609-0228-02,2026-06-09,MAT-0228,WH-02,355,308,47,135,305,2790.3
SNP-20260609-0228-03,2026-06-09,MAT-0228,WH-03,424,375,49,387,305,3332.64
SNP-20260609-0228-04,2026-06-09,MAT-0228,WH-04,501,350,151,236,305,3937.86
SNP-20260609-0228-05,2026-06-09,MAT-0228,WH-05,664,528,136,262,305,5219.04
SNP-20260609-0228-06,2026-06-09,MAT-0228,WH-06,422,369,53,235,305,3316.92
SNP-20260609-0229-01,2026-06-09,MAT-0229,WH-01,320,303,17,746,861,107219.2
SNP-20260609-0229-02,2026-06-09,MAT-0229,WH-02,1944,1615,329,149,861,651356.64
SNP-20260609-0229-03,2026-06-09,MAT-0229,WH-03,494,416,78,737,861,165519.64
SNP-20260609-0229-04,2026-06-09,MAT-0229,WH-04,802,569,233,695,861,268718.12
SNP-20260609-0229-05,2026-06-09,MAT-0229,WH-05,1170,923,247,699,861,392020.2
SNP-20260609-0229-06,2026-06-09,MAT-0229,WH-06,430,327,103,316,861,144075.8
SNP-20260609-0230-01,2026-06-09,MAT-0230,WH-01,1145,787,358,301,560,1019359.15
SNP-20260609-0230-02,2026-06-09,MAT-0230,WH-02,845,523,322,67,560,752278.15
SNP-20260609-0230-03,2026-06-09,MAT-0230,WH-03,621,462,159,388,560,552857.67
SNP-20260609-0230-04,2026-06-09,MAT-0230,WH-04,761,499,262,363,560,677495.47
SNP-20260609-0230-05,2026-06-09,MAT-0230,WH-05,495,492,3,427,560,440683.65
SNP-20260609-0230-06,2026-06-09,MAT-0230,WH-06,140,95,45,512,560,124637.8
SNP-20260609-0231-01,2026-06-09,MAT-0231,WH-01,2272,1472,800,661,1267,666036.8
SNP-20260609-0231-02,2026-06-09,MAT-0231,WH-02,3135,2926,209,718,1267,919025.25
SNP-20260609-0231-03,2026-06-09,MAT-0231,WH-03,632,581,51,941,1267,185270.8
SNP-20260609-0231-04,2026-06-09,MAT-0231,WH-04,700,698,2,1172,1267,205205.0
SNP-20260609-0231-05,2026-06-09,MAT-0231,WH-05,1741,1666,75,853,1267,510374.15
SNP-20260609-0231-06,2026-06-09,MAT-0231,WH-06,1266,1224,42,115,1267,371127.9
SNP-20260609-0232-01,2026-06-09,MAT-0232,WH-01,88,86,2,36,40,73986.0
SNP-20260609-0232-02,2026-06-09,MAT-0232,WH-02,91,73,18,10,40,76508.25
SNP-20260609-0232-03,2026-06-09,MAT-0232,WH-03,38,28,10,49,40,31948.5
SNP-20260609-0232-04,2026-06-09,MAT-0232,WH-04,82,80,2,10,40,68941.5
SNP-20260609-0232-05,2026-06-09,MAT-0232,WH-05,74,56,18,11,40,62215.5
SNP-20260609-0232-06,2026-06-09,MAT-0232,WH-06,22,15,7,27,40,18496.5
SNP-20260609-0233-01,2026-06-09,MAT-0233,WH-01,713,544,169,229,680,19279.52
SNP-20260609-0233-02,2026-06-09,MAT-0233,WH-02,968,572,396,901,680,26174.72
SNP-20260609-0233-03,2026-06-09,MAT-0233,WH-03,1298,1115,183,207,680,35097.92
SNP-20260609-0233-04,2026-06-09,MAT-0233,WH-04,204,161,43,114,680,5516.16
SNP-20260609-0233-05,2026-06-09,MAT-0233,WH-05,1256,1169,87,601,680,33962.24
SNP-20260609-0233-06,2026-06-09,MAT-0233,WH-06,1211,1042,169,584,680,32745.44
SNP-20260609-0234-01,2026-06-09,MAT-0234,WH-01,183,129,54,275,280,26569.77
SNP-20260609-0234-02,2026-06-09,MAT-0234,WH-02,480,331,149,13,280,69691.2
SNP-20260609-0234-03,2026-06-09,MAT-0234,WH-03,496,372,124,32,280,72014.24
SNP-20260609-0234-04,2026-06-09,MAT-0234,WH-04,78,60,18,140,280,11324.82
SNP-20260609-0234-05,2026-06-09,MAT-0234,WH-05,441,276,165,23,280,64028.79
SNP-20260609-0234-06,2026-06-09,MAT-0234,WH-06,470,387,83,365,280,68239.3
SNP-20260609-0235-01,2026-06-09,MAT-0235,WH-01,125,104,21,204,170,18153.75
SNP-20260609-0235-02,2026-06-09,MAT-0235,WH-02,374,277,97,155,170,54316.02
SNP-20260609-0235-03,2026-06-09,MAT-0235,WH-03,148,133,15,18,170,21494.04
SNP-20260609-0235-04,2026-06-09,MAT-0235,WH-04,373,275,98,141,170,54170.79
SNP-20260609-0235-05,2026-06-09,MAT-0235,WH-05,302,296,6,19,170,43859.46
SNP-20260609-0235-06,2026-06-09,MAT-0235,WH-06,365,246,119,31,170,53008.95
SNP-20260609-0236-01,2026-06-09,MAT-0236,WH-01,393,230,163,117,366,202457.88
SNP-20260609-0236-02,2026-06-09,MAT-0236,WH-02,636,475,161,108,366,327641.76
SNP-20260609-0236-03,2026-06-09,MAT-0236,WH-03,195,155,40,294,366,100456.2
SNP-20260609-0236-04,2026-06-09,MAT-0236,WH-04,405,381,24,318,366,208639.8
SNP-20260609-0236-05,2026-06-09,MAT-0236,WH-05,190,146,44,191,366,97880.4
SNP-20260609-0236-06,2026-06-09,MAT-0236,WH-06,133,106,27,226,366,68516.28
SNP-20260609-0237-01,2026-06-09,MAT-0237,WH-01,107,101,6,39,37,4766.85
SNP-20260609-0237-02,2026-06-09,MAT-0237,WH-02,46,42,4,37,37,2049.3
SNP-20260609-0237-03,2026-06-09,MAT-0237,WH-03,88,84,4,32,37,3920.4
SNP-20260609-0237-04,2026-06-09,MAT-0237,WH-04,54,46,8,27,37,2405.7
SNP-20260609-0237-05,2026-06-09,MAT-0237,WH-05,79,79,0,15,37,3519.45
SNP-20260609-0237-06,2026-06-09,MAT-0237,WH-06,34,32,2,5,37,1514.7
SNP-20260609-0238-01,2026-06-09,MAT-0238,WH-01,1073,624,449,465,541,131238.63
SNP-20260609-0238-02,2026-06-09,MAT-0238,WH-02,154,105,49,451,541,18835.74
SNP-20260609-0238-03,2026-06-09,MAT-0238,WH-03,201,123,78,104,541,24584.31
SNP-20260609-0238-04,2026-06-09,MAT-0238,WH-04,1093,926,167,563,541,133684.83
SNP-20260609-0238-05,2026-06-09,MAT-0238,WH-05,177,169,8,312,541,21648.87
SNP-20260609-0238-06,2026-06-09,MAT-0238,WH-06,410,280,130,330,541,50147.1
SNP-20260609-0239-01,2026-06-09,MAT-0239,WH-01,1355,1113,242,237,793,591511.7
SNP-20260609-0239-02,2026-06-09,MAT-0239,WH-02,1881,1543,338,568,793,821131.74
SNP-20260609-0239-03,2026-06-09,MAT-0239,WH-03,1534,1237,297,687,793,669652.36
SNP-20260609-0239-04,2026-06-09,MAT-0239,WH-04,1502,1272,230,398,793,655683.08
SNP-20260609-0239-05,2026-06-09,MAT-0239,WH-05,1123,1004,119,440,793,490234.42
SNP-20260609-0239-06,2026-06-09,MAT-0239,WH-06,1671,1232,439,467,793,729458.34
SNP-20260609-0240-01,2026-06-09,MAT-0240,WH-01,164,105,59,360,690,17925.2
SNP-20260609-0240-02,2026-06-09,MAT-0240,WH-02,1168,853,315,168,690,127662.4
SNP-20260609-0240-03,2026-06-09,MAT-0240,WH-03,502,464,38,611,690,54868.6
SNP-20260609-0240-04,2026-06-09,MAT-0240,WH-04,1052,776,276,486,690,114983.6
SNP-20260609-0240-05,2026-06-09,MAT-0240,WH-05,227,190,37,212,690,24811.1
SNP-20260609-0240-06,2026-06-09,MAT-0240,WH-06,1224,1166,58,621,690,133783.2
SNP-20260608-0001-01,2026-06-08,MAT-0001,WH-01,758,735,23,120,351,132574.2
SNP-20260608-0001-02,2026-06-08,MAT-0001,WH-02,540,533,7,234,351,94446.0
SNP-20260608-0001-03,2026-06-08,MAT-0001,WH-03,360,347,13,209,351,62964.0
SNP-20260608-0001-04,2026-06-08,MAT-0001,WH-04,232,129,103,330,351,40576.8
SNP-20260608-0001-05,2026-06-08,MAT-0001,WH-05,292,217,75,395,351,51070.8
SNP-20260608-0001-06,2026-06-08,MAT-0001,WH-06,674,517,157,76,351,117882.6
SNP-20260608-0002-01,2026-06-08,MAT-0002,WH-01,1061,833,228,70,489,1176001.79
SNP-20260608-0002-02,2026-06-08,MAT-0002,WH-02,567,464,103,392,489,628457.13
SNP-20260608-0002-03,2026-06-08,MAT-0002,WH-03,136,124,12,578,489,150741.04
SNP-20260608-0002-04,2026-06-08,MAT-0002,WH-04,673,517,156,43,489,745946.47
SNP-20260608-0002-05,2026-06-08,MAT-0002,WH-05,875,672,203,532,489,969841.25
SNP-20260608-0002-06,2026-06-08,MAT-0002,WH-06,296,255,41,184,489,328083.44
SNP-20260608-0003-01,2026-06-08,MAT-0003,WH-01,1264,1028,236,344,600,338726.72
SNP-20260608-0003-02,2026-06-08,MAT-0003,WH-02,480,425,55,361,600,128630.4
SNP-20260608-0003-03,2026-06-08,MAT-0003,WH-03,755,571,184,59,600,202324.9
SNP-20260608-0003-04,2026-06-08,MAT-0003,WH-04,396,373,23,828,600,106120.08
SNP-20260608-0003-05,2026-06-08,MAT-0003,WH-05,1024,912,112,348,600,274411.52
SNP-20260608-0003-06,2026-06-08,MAT-0003,WH-06,142,113,29,752,600,38053.16
SNP-20260608-0004-01,2026-06-08,MAT-0004,WH-01,270,245,25,330,322,94783.5
SNP-20260608-0004-02,2026-06-08,MAT-0004,WH-02,227,209,18,80,322,79688.35
SNP-20260608-0004-03,2026-06-08,MAT-0004,WH-03,250,221,29,131,322,87762.5
SNP-20260608-0004-04,2026-06-08,MAT-0004,WH-04,862,773,89,397,322,302605.1
SNP-20260608-0004-05,2026-06-08,MAT-0004,WH-05,323,276,47,76,322,113389.15
SNP-20260608-0004-06,2026-06-08,MAT-0004,WH-06,151,122,29,63,322,53008.55
SNP-20260608-0005-01,2026-06-08,MAT-0005,WH-01,789,596,193,218,891,283219.44
SNP-20260608-0005-02,2026-06-08,MAT-0005,WH-02,1090,1040,50,485,891,391266.4
SNP-20260608-0005-03,2026-06-08,MAT-0005,WH-03,980,668,312,104,891,351780.8
SNP-20260608-0005-04,2026-06-08,MAT-0005,WH-04,2388,2000,388,56,891,857196.48
SNP-20260608-0005-05,2026-06-08,MAT-0005,WH-05,430,414,16,950,891,154352.8
SNP-20260608-0005-06,2026-06-08,MAT-0005,WH-06,389,370,19,897,891,139635.44
SNP-20260608-0006-01,2026-06-08,MAT-0006,WH-01,316,314,2,47,125,108985.24
SNP-20260608-0006-02,2026-06-08,MAT-0006,WH-02,199,181,18,155,125,68633.11
SNP-20260608-0006-03,2026-06-08,MAT-0006,WH-03,287,212,75,131,125,98983.43
SNP-20260608-0006-04,2026-06-08,MAT-0006,WH-04,239,149,90,19,125,82428.71
SNP-20260608-0006-05,2026-06-08,MAT-0006,WH-05,50,40,10,11,125,17244.5
SNP-20260608-0006-06,2026-06-08,MAT-0006,WH-06,266,214,52,118,125,91740.74
SNP-20260608-0007-01,2026-06-08,MAT-0007,WH-01,3868,3419,449,170,2846,4177285.28
SNP-20260608-0007-02,2026-06-08,MAT-0007,WH-02,4428,4389,39,1215,2846,4782062.88
SNP-20260608-0007-03,2026-06-08,MAT-0007,WH-03,1894,1709,185,1585,2846,2045444.24
SNP-20260608-0007-04,2026-06-08,MAT-0007,WH-04,5413,3933,1480,1153,2846,5845823.48
SNP-20260608-0007-05,2026-06-08,MAT-0007,WH-05,917,826,91,1977,2846,990323.32
SNP-20260608-0007-06,2026-06-08,MAT-0007,WH-06,2317,2213,104,2044,2846,2502267.32
SNP-20260608-0008-01,2026-06-08,MAT-0008,WH-01,1474,931,543,824,1347,526542.28
SNP-20260608-0008-02,2026-06-08,MAT-0008,WH-02,3128,2976,152,1218,1347,1117384.16
SNP-20260608-0008-03,2026-06-08,MAT-0008,WH-03,2168,1640,528,640,1347,774452.96
SNP-20260608-0008-04,2026-06-08,MAT-0008,WH-04,956,702,254,409,1347,341502.32
SNP-20260608-0008-05,2026-06-08,MAT-0008,WH-05,480,380,100,480,1347,171465.6
SNP-20260608-0008-06,2026-06-08,MAT-0008,WH-06,1542,1524,18,1506,1347,550833.24
SNP-20260608-0009-01,2026-06-08,MAT-0009,WH-01,1227,984,243,174,597,59080.05
SNP-20260608-0009-02,2026-06-08,MAT-0009,WH-02,554,396,158,301,597,26675.1
SNP-20260608-0009-03,2026-06-08,MAT-0009,WH-03,1623,1270,353,138,597,78147.45
SNP-20260608-0009-04,2026-06-08,MAT-0009,WH-04,452,444,8,180,597,21763.8
SNP-20260608-0009-05,2026-06-08,MAT-0009,WH-05,116,106,10,459,597,5585.4
SNP-20260608-0009-06,2026-06-08,MAT-0009,WH-06,597,587,10,37,597,28745.55
SNP-20260608-0010-01,2026-06-08,MAT-0010,WH-01,803,697,106,448,769,563521.31
SNP-20260608-0010-02,2026-06-08,MAT-0010,WH-02,337,269,68,59,769,236496.49
SNP-20260608-0010-03,2026-06-08,MAT-0010,WH-03,943,871,72,845,769,661769.11
SNP-20260608-0010-04,2026-06-08,MAT-0010,WH-04,1896,1767,129,272,769,1330555.92
SNP-20260608-0010-05,2026-06-08,MAT-0010,WH-05,1676,1508,168,46,769,1176166.52
SNP-20260608-0010-06,2026-06-08,MAT-0010,WH-06,570,439,131,306,769,400008.9
SNP-20260608-0011-01,2026-06-08,MAT-0011,WH-01,280,255,25,479,651,2030.0
SNP-20260608-0011-02,2026-06-08,MAT-0011,WH-02,1027,715,312,553,651,7445.75
SNP-20260608-0011-03,2026-06-08,MAT-0011,WH-03,1408,1207,201,41,651,10208.0
SNP-20260608-0011-04,2026-06-08,MAT-0011,WH-04,278,184,94,208,651,2015.5
SNP-20260608-0011-05,2026-06-08,MAT-0011,WH-05,291,220,71,579,651,2109.75
SNP-20260608-0011-06,2026-06-08,MAT-0011,WH-06,676,660,16,328,651,4901.0
SNP-20260608-0012-01,2026-06-08,MAT-0012,WH-01,591,525,66,159,1248,438090.57
SNP-20260608-0012-02,2026-06-08,MAT-0012,WH-02,1932,1778,154,903,1248,1432133.64
SNP-20260608-0012-03,2026-06-08,MAT-0012,WH-03,228,125,103,1194,1248,169009.56
SNP-20260608-0012-04,2026-06-08,MAT-0012,WH-04,3303,2511,792,740,1248,2448414.81
SNP-20260608-0012-05,2026-06-08,MAT-0012,WH-05,600,442,158,1162,1248,444762.0
SNP-20260608-0012-06,2026-06-08,MAT-0012,WH-06,2404,2214,190,862,1248,1782013.08
SNP-20260608-0013-01,2026-06-08,MAT-0013,WH-01,73,73,0,89,298,68996.68
SNP-20260608-0013-02,2026-06-08,MAT-0013,WH-02,336,226,110,191,298,317573.76
SNP-20260608-0013-03,2026-06-08,MAT-0013,WH-03,598,461,137,278,298,565205.68
SNP-20260608-0013-04,2026-06-08,MAT-0013,WH-04,594,531,63,19,298,561425.04
SNP-20260608-0013-05,2026-06-08,MAT-0013,WH-05,614,409,205,161,298,580328.24
SNP-20260608-0013-06,2026-06-08,MAT-0013,WH-06,560,367,193,33,298,529289.6
SNP-20260608-0014-01,2026-06-08,MAT-0014,WH-01,24,21,3,6,19,6059.76
SNP-20260608-0014-02,2026-06-08,MAT-0014,WH-02,30,25,5,0,19,7574.7
SNP-20260608-0014-03,2026-06-08,MAT-0014,WH-03,29,23,6,27,19,7322.21
SNP-20260608-0014-04,2026-06-08,MAT-0014,WH-04,28,28,0,3,19,7069.72
SNP-20260608-0014-05,2026-06-08,MAT-0014,WH-05,10,10,0,19,19,2524.9
SNP-20260608-0014-06,2026-06-08,MAT-0014,WH-06,31,24,7,6,19,7827.19
SNP-20260608-0015-01,2026-06-08,MAT-0015,WH-01,4628,3666,962,3275,2706,1327726.92
SNP-20260608-0015-02,2026-06-08,MAT-0015,WH-02,3166,2950,216,2127,2706,908293.74
SNP-20260608-0015-03,2026-06-08,MAT-0015,WH-03,1594,1179,415,924,2706,457302.66
SNP-20260608-0015-04,2026-06-08,MAT-0015,WH-04,2442,2375,67,918,2706,700585.38
SNP-20260608-0015-05,2026-06-08,MAT-0015,WH-05,2335,2257,78,1744,2706,669888.15
SNP-20260608-0015-06,2026-06-08,MAT-0015,WH-06,6594,4623,1971,557,2706,1891752.66
SNP-20260608-0016-01,2026-06-08,MAT-0016,WH-01,80,76,4,51,110,17205.6
SNP-20260608-0016-02,2026-06-08,MAT-0016,WH-02,96,73,23,114,110,20646.72
SNP-20260608-0016-03,2026-06-08,MAT-0016,WH-03,90,83,7,73,110,19356.3
SNP-20260608-0016-04,2026-06-08,MAT-0016,WH-04,77,77,0,96,110,16560.39
SNP-20260608-0016-05,2026-06-08,MAT-0016,WH-05,179,132,47,113,110,38497.53
SNP-20260608-0016-06,2026-06-08,MAT-0016,WH-06,199,179,20,148,110,42798.93
SNP-20260608-0017-01,2026-06-08,MAT-0017,WH-01,4810,3996,814,908,3476,353727.4
SNP-20260608-0017-02,2026-06-08,MAT-0017,WH-02,4139,3409,730,2231,3476,304382.06
SNP-20260608-0017-03,2026-06-08,MAT-0017,WH-03,2987,2511,476,4145,3476,219663.98
SNP-20260608-0017-04,2026-06-08,MAT-0017,WH-04,1872,1687,185,3993,3476,137666.88
SNP-20260608-0017-05,2026-06-08,MAT-0017,WH-05,5441,4143,1298,2925,3476,400131.14
SNP-20260608-0017-06,2026-06-08,MAT-0017,WH-06,5277,5210,67,1108,3476,388070.58
SNP-20260608-0018-01,2026-06-08,MAT-0018,WH-01,2308,2236,72,848,1941,66678.12
SNP-20260608-0018-02,2026-06-08,MAT-0018,WH-02,1401,1122,279,1525,1941,40474.89
SNP-20260608-0018-03,2026-06-08,MAT-0018,WH-03,3639,2642,997,2480,1941,105130.71
SNP-20260608-0018-04,2026-06-08,MAT-0018,WH-04,734,707,27,1473,1941,21205.26
SNP-20260608-0018-05,2026-06-08,MAT-0018,WH-05,2809,2503,306,1225,1941,81152.01
SNP-20260608-0018-06,2026-06-08,MAT-0018,WH-06,1103,806,297,1355,1941,31865.67
SNP-20260608-0019-01,2026-06-08,MAT-0019,WH-01,168,127,41,7,238,4883.76
SNP-20260608-0019-02,2026-06-08,MAT-0019,WH-02,229,181,48,212,238,6657.03
SNP-20260608-0019-03,2026-06-08,MAT-0019,WH-03,145,143,2,106,238,4215.15
SNP-20260608-0019-04,2026-06-08,MAT-0019,WH-04,419,311,108,298,238,12180.33
SNP-20260608-0019-05,2026-06-08,MAT-0019,WH-05,155,110,45,19,238,4505.85
SNP-20260608-0019-06,2026-06-08,MAT-0019,WH-06,413,399,14,22,238,12005.91
