supplier_material_id,supplier_id,material_id,supplier_rank,lead_time_hours,minimum_order_qty,available_emergency_qty,unit_cost,emergency_cost_multiplier,qualified,updated_at
SM-0054-03,SUP-028,MAT-0054,3,120,500,2450,615.75,1.65,1,2026-06-14T23:00:00+08:00
SM-0054-04,SUP-020,MAT-0054,4,24,1000,642,697.86,1.63,1,2026-06-12T01:00:00+08:00
SM-0054-05,SUP-049,MAT-0054,5,36,200,936,768.52,1.14,1,2026-06-13T10:00:00+08:00
SM-0055-01,SUP-024,MAT-0055,1,120,50,9557,513.05,1.39,0,2026-06-14T11:00:00+08:00
SM-0055-02,SUP-028,MAT-0055,2,72,100,5977,524.37,1.56,1,2026-06-06T03:00:00+08:00
SM-0055-03,SUP-009,MAT-0055,3,72,50,12593,571.36,1.64,1,2026-06-11T14:00:00+08:00
SM-0055-04,SUP-035,MAT-0055,4,48,100,7731,502.24,1.47,1,2026-06-11T06:00:00+08:00
SM-0056-01,SUP-040,MAT-0056,1,36,200,6957,342.13,1.26,1,2026-06-10T07:00:00+08:00
SM-0056-02,SUP-043,MAT-0056,2,36,200,5927,294.11,1.36,1,2026-06-11T09:00:00+08:00
SM-0056-03,SUP-057,MAT-0056,3,72,50,12886,303.56,1.55,1,2026-06-09T06:00:00+08:00
SM-0056-04,SUP-058,MAT-0056,4,24,50,7156,361.29,1.22,1,2026-06-07T03:00:00+08:00
SM-0056-05,SUP-033,MAT-0056,5,72,500,7692,304.25,1.26,1,2026-06-12T14:00:00+08:00
SM-0057-01,SUP-025,MAT-0057,1,120,100,7006,157.14,1.09,0,2026-06-10T03:00:00+08:00
SM-0057-02,SUP-054,MAT-0057,2,72,100,13578,129.71,1.13,1,2026-06-14T21:00:00+08:00
SM-0057-03,SUP-060,MAT-0057,3,120,50,499,141.37,1.17,1,2026-06-08T13:00:00+08:00
SM-0057-04,SUP-057,MAT-0057,4,48,500,9454,131.94,1.45,1,2026-06-13T08:00:00+08:00
SM-0057-05,SUP-012,MAT-0057,5,96,50,13107,146.16,1.17,1,2026-06-13T04:00:00+08:00
SM-0057-06,SUP-009,MAT-0057,6,120,100,13968,158.93,1.26,1,2026-06-09T08:00:00+08:00
SM-0058-01,SUP-022,MAT-0058,1,24,1000,5793,602.18,1.33,1,2026-06-11T18:00:00+08:00
SM-0058-02,SUP-035,MAT-0058,2,96,200,11547,448.75,1.38,1,2026-06-10T05:00:00+08:00
SM-0058-03,SUP-045,MAT-0058,3,48,500,8090,516.98,1.54,1,2026-06-06T14:00:00+08:00
SM-0059-01,SUP-056,MAT-0059,1,36,1000,8281,740.17,1.49,1,2026-06-11T07:00:00+08:00
SM-0059-02,SUP-046,MAT-0059,2,36,200,4071,804.3,1.09,1,2026-06-09T02:00:00+08:00
SM-0059-03,SUP-051,MAT-0059,3,96,50,12885,766.52,1.64,0,2026-06-09T12:00:00+08:00
SM-0060-01,SUP-048,MAT-0060,1,48,50,4155,537.43,1.39,1,2026-06-13T10:00:00+08:00
SM-0060-02,SUP-035,MAT-0060,2,24,200,14852,553.7,1.42,1,2026-06-05T14:00:00+08:00
SM-0060-03,SUP-019,MAT-0060,3,96,500,2027,489.56,1.63,1,2026-06-14T05:00:00+08:00
SM-0060-04,SUP-051,MAT-0060,4,96,1000,9199,622.75,1.39,0,2026-06-14T04:00:00+08:00
SM-0061-01,SUP-046,MAT-0061,1,36,50,3260,386.25,1.61,1,2026-06-08T02:00:00+08:00
SM-0061-02,SUP-033,MAT-0061,2,24,500,14431,366.01,1.42,1,2026-06-09T20:00:00+08:00
SM-0061-03,SUP-037,MAT-0061,3,24,100,4263,397.83,1.61,0,2026-06-12T09:00:00+08:00
SM-0061-04,SUP-012,MAT-0061,4,120,200,7920,360.44,1.16,1,2026-06-06T02:00:00+08:00
SM-0061-05,SUP-018,MAT-0061,5,168,50,9607,303.34,1.08,1,2026-06-14T21:00:00+08:00
SM-0062-01,SUP-028,MAT-0062,1,36,200,12777,1070.87,1.08,1,2026-06-06T11:00:00+08:00
SM-0062-02,SUP-051,MAT-0062,2,120,100,6517,957.62,1.26,0,2026-06-10T05:00:00+08:00
SM-0062-03,SUP-053,MAT-0062,3,36,1000,1122,929.3,1.41,1,2026-06-05T17:00:00+08:00
SM-0063-01,SUP-032,MAT-0063,1,36,100,8445,106.31,1.59,1,2026-06-05T13:00:00+08:00
SM-0063-02,SUP-009,MAT-0063,2,120,500,1583,118.11,1.45,1,2026-06-10T22:00:00+08:00
SM-0063-03,SUP-050,MAT-0063,3,36,100,7093,104.21,1.18,0,2026-06-10T05:00:00+08:00
SM-0063-04,SUP-001,MAT-0063,4,96,200,14057,114.62,1.62,1,2026-06-07T15:00:00+08:00
SM-0064-01,SUP-025,MAT-0064,1,96,100,13586,93.97,1.57,0,2026-06-11T12:00:00+08:00
SM-0064-02,SUP-007,MAT-0064,2,168,50,5505,107.24,1.51,1,2026-06-15T05:00:00+08:00
SM-0064-03,SUP-026,MAT-0064,3,36,1000,1304,95.16,1.24,1,2026-06-13T10:00:00+08:00
SM-0065-01,SUP-001,MAT-0065,1,96,100,8637,466.96,1.18,1,2026-06-08T08:00:00+08:00
SM-0065-02,SUP-032,MAT-0065,2,72,500,12343,377.06,1.43,1,2026-06-13T18:00:00+08:00
SM-0065-03,SUP-025,MAT-0065,3,120,200,8541,434.02,1.61,0,2026-06-07T01:00:00+08:00
SM-0065-04,SUP-024,MAT-0065,4,120,200,7010,404.62,1.13,0,2026-06-09T23:00:00+08:00
SM-0065-05,SUP-033,MAT-0065,5,96,200,8719,353.17,1.35,1,2026-06-07T17:00:00+08:00
SM-0065-06,SUP-005,MAT-0065,6,96,200,10364,354.41,1.11,1,2026-06-14T18:00:00+08:00
SM-0066-01,SUP-033,MAT-0066,1,72,100,9153,153.49,1.13,1,2026-06-11T12:00:00+08:00
SM-0066-02,SUP-047,MAT-0066,2,72,100,2295,184.34,1.25,1,2026-06-11T08:00:00+08:00
SM-0066-03,SUP-019,MAT-0066,3,120,100,14850,143.23,1.37,1,2026-06-09T07:00:00+08:00
SM-0066-04,SUP-053,MAT-0066,4,96,200,4063,175.61,1.14,1,2026-06-10T06:00:00+08:00
SM-0066-05,SUP-031,MAT-0066,5,72,500,6272,202.3,1.48,0,2026-06-07T17:00:00+08:00
SM-0067-01,SUP-052,MAT-0067,1,120,200,13550,63.05,1.41,1,2026-06-09T01:00:00+08:00
SM-0067-02,SUP-010,MAT-0067,2,36,200,10705,71.11,1.27,1,2026-06-14T01:00:00+08:00
SM-0067-03,SUP-030,MAT-0067,3,48,1000,710,65.58,1.28,1,2026-06-08T17:00:00+08:00
SM-0067-04,SUP-015,MAT-0067,4,72,1000,11937,53.55,1.11,1,2026-06-15T06:00:00+08:00
SM-0067-05,SUP-059,MAT-0067,5,168,1000,5719,59.08,1.32,1,2026-06-10T09:00:00+08:00
SM-0067-06,SUP-020,MAT-0067,6,24,100,7699,65.97,1.37,1,2026-06-15T02:00:00+08:00
SM-0068-01,SUP-043,MAT-0068,1,36,500,6937,144.67,1.19,1,2026-06-14T05:00:00+08:00
SM-0068-02,SUP-013,MAT-0068,2,48,100,6863,135.08,1.14,1,2026-06-14T15:00:00+08:00
SM-0068-03,SUP-055,MAT-0068,3,36,100,8320,135.85,1.37,1,2026-06-06T23:00:00+08:00
SM-0068-04,SUP-044,MAT-0068,4,48,50,7759,121.59,1.43,1,2026-06-07T17:00:00+08:00
SM-0069-01,SUP-037,MAT-0069,1,48,500,11556,498.98,1.63,0,2026-06-12T16:00:00+08:00
SM-0069-02,SUP-022,MAT-0069,2,96,500,10575,493.44,1.44,1,2026-06-12T11:00:00+08:00
SM-0069-03,SUP-013,MAT-0069,3,36,1000,2760,546.0,1.53,1,2026-06-14T10:00:00+08:00
SM-0069-04,SUP-014,MAT-0069,4,96,50,7694,502.0,1.28,1,2026-06-09T00:00:00+08:00
SM-0069-05,SUP-051,MAT-0069,5,168,1000,1658,439.53,1.4,0,2026-06-06T08:00:00+08:00
SM-0070-01,SUP-044,MAT-0070,1,120,500,6128,149.56,1.18,1,2026-06-12T00:00:00+08:00
SM-0070-02,SUP-036,MAT-0070,2,24,1000,14865,138.3,1.61,1,2026-06-14T03:00:00+08:00
SM-0070-03,SUP-042,MAT-0070,3,36,500,14018,141.52,1.52,1,2026-06-13T08:00:00+08:00
SM-0070-04,SUP-039,MAT-0070,4,72,1000,2781,121.54,1.55,1,2026-06-09T10:00:00+08:00
SM-0070-05,SUP-035,MAT-0070,5,48,50,7269,139.24,1.13,1,2026-06-05T11:00:00+08:00
SM-0071-01,SUP-023,MAT-0071,1,168,1000,1539,34.16,1.38,1,2026-06-13T10:00:00+08:00
SM-0071-02,SUP-014,MAT-0071,2,48,100,6887,27.94,1.13,1,2026-06-06T04:00:00+08:00
SM-0071-03,SUP-050,MAT-0071,3,96,500,14420,33.03,1.16,0,2026-06-10T10:00:00+08:00
SM-0071-04,SUP-054,MAT-0071,4,24,100,14168,26.69,1.58,1,2026-06-10T21:00:00+08:00
SM-0071-05,SUP-013,MAT-0071,5,72,1000,707,29.33,1.43,1,2026-06-13T11:00:00+08:00
SM-0072-01,SUP-050,MAT-0072,1,48,500,12646,956.09,1.55,0,2026-06-07T08:00:00+08:00
SM-0072-02,SUP-008,MAT-0072,2,36,50,10004,801.9,1.22,0,2026-06-13T15:00:00+08:00
SM-0072-03,SUP-010,MAT-0072,3,96,1000,6735,1081.81,1.15,1,2026-06-13T11:00:00+08:00
SM-0072-04,SUP-012,MAT-0072,4,96,50,13967,1037.07,1.63,1,2026-06-15T02:00:00+08:00
SM-0072-05,SUP-015,MAT-0072,5,24,1000,9113,918.4,1.35,1,2026-06-12T05:00:00+08:00
SM-0073-01,SUP-043,MAT-0073,1,96,200,9000,19.47,1.57,1,2026-06-11T01:00:00+08:00
SM-0073-02,SUP-029,MAT-0073,2,24,200,14773,20.33,1.21,1,2026-06-11T09:00:00+08:00
SM-0073-03,SUP-031,MAT-0073,3,24,100,14868,23.67,1.15,0,2026-06-12T09:00:00+08:00
SM-0073-04,SUP-034,MAT-0073,4,120,200,12946,23.69,1.42,1,2026-06-08T05:00:00+08:00
SM-0073-05,SUP-056,MAT-0073,5,120,500,7546,19.84,1.3,1,2026-06-09T12:00:00+08:00
SM-0073-06,SUP-002,MAT-0073,6,36,500,12506,22.5,1.46,1,2026-06-11T09:00:00+08:00
SM-0074-01,SUP-022,MAT-0074,1,24,500,4268,15.7,1.62,1,2026-06-10T11:00:00+08:00
SM-0074-02,SUP-021,MAT-0074,2,24,50,11867,17.14,1.19,1,2026-06-07T20:00:00+08:00
SM-0074-03,SUP-006,MAT-0074,3,36,1000,7350,20.45,1.65,0,2026-06-08T16:00:00+08:00
SM-0074-04,SUP-011,MAT-0074,4,72,500,3151,15.25,1.45,1,2026-06-12T20:00:00+08:00
SM-0074-05,SUP-049,MAT-0074,5,24,100,7417,15.83,1.34,1,2026-06-06T06:00:00+08:00
SM-0075-01,SUP-024,MAT-0075,1,120,50,4882,194.46,1.46,0,2026-06-09T02:00:00+08:00
SM-0075-02,SUP-045,MAT-0075,2,36,50,8185,236.88,1.16,1,2026-06-09T17:00:00+08:00
SM-0075-03,SUP-040,MAT-0075,3,36,200,3740,214.45,1.31,1,2026-06-09T00:00:00+08:00
SM-0076-01,SUP-025,MAT-0076,1,120,100,2797,300.89,1.64,0,2026-06-06T20:00:00+08:00
SM-0076-02,SUP-007,MAT-0076,2,96,1000,9478,324.05,1.42,1,2026-06-14T22:00:00+08:00
SM-0076-03,SUP-008,MAT-0076,3,48,50,2168,299.46,1.16,0,2026-06-11T04:00:00+08:00
SM-0077-01,SUP-060,MAT-0077,1,96,500,11446,5.52,1.42,1,2026-06-12T09:00:00+08:00
SM-0077-02,SUP-058,MAT-0077,2,48,100,12165,5.83,1.51,1,2026-06-14T06:00:00+08:00
SM-0077-03,SUP-004,MAT-0077,3,24,500,3889,5.64,1.16,1,2026-06-11T20:00:00+08:00
SM-0077-04,SUP-045,MAT-0077,4,48,200,1225,6.82,1.34,1,2026-06-12T14:00:00+08:00
SM-0077-05,SUP-003,MAT-0077,5,24,1000,4479,6.25,1.09,1,2026-06-13T01:00:00+08:00
SM-0077-06,SUP-019,MAT-0077,6,168,200,12102,5.17,1.56,1,2026-06-10T09:00:00+08:00
SM-0078-01,SUP-019,MAT-0078,1,72,200,14501,226.21,1.54,1,2026-06-07T19:00:00+08:00
SM-0078-02,SUP-014,MAT-0078,2,72,50,14933,206.85,1.62,1,2026-06-12T11:00:00+08:00
SM-0078-03,SUP-058,MAT-0078,3,120,500,3794,203.59,1.57,1,2026-06-12T00:00:00+08:00
SM-0079-01,SUP-057,MAT-0079,1,120,200,10886,43.97,1.2,1,2026-06-05T09:00:00+08:00
SM-0079-02,SUP-009,MAT-0079,2,72,200,1773,36.81,1.32,1,2026-06-13T04:00:00+08:00
SM-0079-03,SUP-024,MAT-0079,3,120,100,2040,41.03,1.48,0,2026-06-14T08:00:00+08:00
SM-0079-04,SUP-006,MAT-0079,4,120,500,5952,43.84,1.09,0,2026-06-13T06:00:00+08:00
SM-0080-01,SUP-058,MAT-0080,1,96,200,11672,204.09,1.39,1,2026-06-09T15:00:00+08:00
SM-0080-02,SUP-024,MAT-0080,2,72,200,7837,250.21,1.09,0,2026-06-05T11:00:00+08:00
SM-0080-03,SUP-011,MAT-0080,3,48,100,1301,215.47,1.59,1,2026-06-06T05:00:00+08:00
SM-0080-04,SUP-007,MAT-0080,4,168,100,8287,189.9,1.61,1,2026-06-06T08:00:00+08:00
SM-0080-05,SUP-002,MAT-0080,5,36,1000,2279,261.0,1.43,1,2026-06-14T02:00:00+08:00
SM-0080-06,SUP-023,MAT-0080,6,24,100,14136,256.21,1.23,1,2026-06-05T17:00:00+08:00
SM-0081-01,SUP-051,MAT-0081,1,168,100,6542,690.28,1.43,0,2026-06-10T16:00:00+08:00
SM-0081-02,SUP-012,MAT-0081,2,36,100,1278,663.41,1.45,1,2026-06-06T16:00:00+08:00
SM-0081-03,SUP-024,MAT-0081,3,48,50,4268,656.07,1.37,0,2026-06-07T10:00:00+08:00
SM-0081-04,SUP-039,MAT-0081,4,96,500,14722,647.78,1.31,1,2026-06-10T20:00:00+08:00
SM-0081-05,SUP-054,MAT-0081,5,96,100,13778,534.52,1.21,1,2026-06-12T14:00:00+08:00
SM-0082-01,SUP-008,MAT-0082,1,96,500,6989,314.84,1.22,0,2026-06-14T18:00:00+08:00
SM-0082-02,SUP-005,MAT-0082,2,48,50,11461,338.0,1.13,1,2026-06-10T03:00:00+08:00
SM-0082-03,SUP-043,MAT-0082,3,120,1000,14804,347.52,1.29,1,2026-06-08T05:00:00+08:00
SM-0083-01,SUP-035,MAT-0083,1,36,100,14924,279.87,1.06,1,2026-06-08T11:00:00+08:00
SM-0083-02,SUP-047,MAT-0083,2,72,500,3535,291.67,1.34,1,2026-06-13T18:00:00+08:00
SM-0083-03,SUP-002,MAT-0083,3,36,50,403,288.86,1.26,1,2026-06-06T10:00:00+08:00
SM-0084-01,SUP-042,MAT-0084,1,48,50,14945,368.4,1.48,1,2026-06-08T03:00:00+08:00
SM-0084-02,SUP-058,MAT-0084,2,36,50,13642,381.91,1.57,1,2026-06-08T14:00:00+08:00
SM-0084-03,SUP-044,MAT-0084,3,96,1000,11763,450.0,1.57,1,2026-06-10T06:00:00+08:00
SM-0084-04,SUP-059,MAT-0084,4,96,100,6850,431.95,1.56,1,2026-06-12T03:00:00+08:00
SM-0084-05,SUP-026,MAT-0084,5,168,1000,2872,440.07,1.4,1,2026-06-09T01:00:00+08:00
SM-0084-06,SUP-034,MAT-0084,6,36,500,9417,409.94,1.64,1,2026-06-10T12:00:00+08:00
SM-0085-01,SUP-053,MAT-0085,1,120,200,11682,556.42,1.08,1,2026-06-06T01:00:00+08:00
SM-0085-02,SUP-016,MAT-0085,2,120,50,12202,595.49,1.21,1,2026-06-08T16:00:00+08:00
SM-0085-03,SUP-008,MAT-0085,3,168,50,5276,429.96,1.22,0,2026-06-06T07:00:00+08:00
SM-0085-04,SUP-046,MAT-0085,4,36,50,3819,467.45,1.49,1,2026-06-14T08:00:00+08:00
SM-0085-05,SUP-034,MAT-0085,5,168,50,4849,448.29,1.64,1,2026-06-14T22:00:00+08:00
SM-0086-01,SUP-016,MAT-0086,1,120,50,10002,120.6,1.2,1,2026-06-06T05:00:00+08:00
SM-0086-02,SUP-019,MAT-0086,2,96,50,14962,109.9,1.26,1,2026-06-09T09:00:00+08:00
SM-0086-03,SUP-021,MAT-0086,3,24,1000,7869,89.31,1.6,1,2026-06-11T14:00:00+08:00
SM-0086-04,SUP-011,MAT-0086,4,120,50,8427,113.99,1.54,1,2026-06-12T05:00:00+08:00
SM-0087-01,SUP-018,MAT-0087,1,48,500,8529,38.82,1.28,1,2026-06-10T12:00:00+08:00
SM-0087-02,SUP-004,MAT-0087,2,48,100,8565,43.27,1.48,1,2026-06-13T10:00:00+08:00
SM-0087-03,SUP-005,MAT-0087,3,24,50,5351,39.91,1.42,1,2026-06-13T05:00:00+08:00
SM-0087-04,SUP-032,MAT-0087,4,48,200,14267,40.27,1.3,1,2026-06-14T18:00:00+08:00
SM-0087-05,SUP-017,MAT-0087,5,168,1000,13365,35.43,1.35,1,2026-06-05T23:00:00+08:00
SM-0087-06,SUP-045,MAT-0087,6,36,1000,14595,45.7,1.58,1,2026-06-06T18:00:00+08:00
SM-0088-01,SUP-038,MAT-0088,1,36,100,4988,489.17,1.36,1,2026-06-06T20:00:00+08:00
SM-0088-02,SUP-032,MAT-0088,2,168,1000,13124,533.09,1.43,1,2026-06-11T12:00:00+08:00
SM-0088-03,SUP-024,MAT-0088,3,36,1000,10551,541.31,1.19,0,2026-06-10T14:00:00+08:00
SM-0089-01,SUP-045,MAT-0089,1,36,50,6388,209.25,1.44,1,2026-06-07T13:00:00+08:00
SM-0089-02,SUP-001,MAT-0089,2,120,200,10877,252.23,1.23,1,2026-06-14T23:00:00+08:00
SM-0089-03,SUP-055,MAT-0089,3,24,100,4946,205.64,1.43,1,2026-06-08T21:00:00+08:00
SM-0090-01,SUP-059,MAT-0090,1,48,1000,3186,3.74,1.46,1,2026-06-14T05:00:00+08:00
SM-0090-02,SUP-040,MAT-0090,2,72,50,14335,3.83,1.18,1,2026-06-13T18:00:00+08:00
SM-0090-03,SUP-046,MAT-0090,3,48,500,1552,3.61,1.35,1,2026-06-10T20:00:00+08:00
SM-0090-04,SUP-060,MAT-0090,4,24,200,5628,4.92,1.12,1,2026-06-12T18:00:00+08:00
SM-0090-05,SUP-025,MAT-0090,5,24,500,8500,4.44,1.24,0,2026-06-12T14:00:00+08:00
SM-0090-06,SUP-041,MAT-0090,6,96,100,7664,3.95,1.29,0,2026-06-08T16:00:00+08:00
SM-0091-01,SUP-013,MAT-0091,1,120,1000,3249,72.25,1.23,1,2026-06-12T09:00:00+08:00
SM-0091-02,SUP-040,MAT-0091,2,24,100,14623,74.98,1.58,1,2026-06-13T05:00:00+08:00
SM-0091-03,SUP-008,MAT-0091,3,24,100,11496,68.87,1.64,0,2026-06-13T22:00:00+08:00
SM-0092-01,SUP-015,MAT-0092,1,24,1000,3562,141.29,1.35,1,2026-06-09T11:00:00+08:00
SM-0092-02,SUP-053,MAT-0092,2,72,500,14024,181.27,1.06,1,2026-06-07T08:00:00+08:00
SM-0092-03,SUP-012,MAT-0092,3,24,50,9834,160.52,1.14,1,2026-06-14T05:00:00+08:00
SM-0093-01,SUP-026,MAT-0093,1,120,100,13818,885.66,1.41,1,2026-06-07T19:00:00+08:00
SM-0093-02,SUP-047,MAT-0093,2,96,50,3281,856.9,1.29,1,2026-06-14T04:00:00+08:00
SM-0093-03,SUP-043,MAT-0093,3,120,1000,3256,1111.43,1.19,1,2026-06-14T06:00:00+08:00
SM-0093-04,SUP-040,MAT-0093,4,48,500,3349,914.69,1.38,1,2026-06-11T02:00:00+08:00
SM-0094-01,SUP-058,MAT-0094,1,168,1000,4748,211.18,1.09,1,2026-06-07T17:00:00+08:00
SM-0094-02,SUP-023,MAT-0094,2,168,500,12310,209.66,1.22,1,2026-06-08T16:00:00+08:00
SM-0094-03,SUP-013,MAT-0094,3,168,50,1013,232.4,1.34,1,2026-06-05T10:00:00+08:00
SM-0095-01,SUP-003,MAT-0095,1,96,1000,5171,411.96,1.19,1,2026-06-07T03:00:00+08:00
SM-0095-02,SUP-047,MAT-0095,2,168,100,2222,305.89,1.62,1,2026-06-14T13:00:00+08:00
SM-0095-03,SUP-043,MAT-0095,3,96,100,12961,361.39,1.49,1,2026-06-13T12:00:00+08:00
SM-0095-04,SUP-033,MAT-0095,4,36,500,442,315.01,1.25,1,2026-06-09T02:00:00+08:00
SM-0095-05,SUP-001,MAT-0095,5,120,100,3550,333.64,1.45,1,2026-06-09T14:00:00+08:00
SM-0096-01,SUP-041,MAT-0096,1,48,200,7595,305.92,1.41,0,2026-06-05T23:00:00+08:00
SM-0096-02,SUP-059,MAT-0096,2,96,1000,8185,231.05,1.1,1,2026-06-06T17:00:00+08:00
SM-0096-03,SUP-027,MAT-0096,3,72,100,6632,318.05,1.55,0,2026-06-07T14:00:00+08:00
SM-0096-04,SUP-028,MAT-0096,4,96,500,10753,315.65,1.61,1,2026-06-05T10:00:00+08:00
SM-0096-05,SUP-006,MAT-0096,5,120,50,1660,235.54,1.34,0,2026-06-05T19:00:00+08:00
SM-0097-01,SUP-007,MAT-0097,1,36,100,4676,953.91,1.07,1,2026-06-11T02:00:00+08:00
SM-0097-02,SUP-017,MAT-0097,2,24,1000,2193,747.22,1.15,1,2026-06-11T23:00:00+08:00
SM-0097-03,SUP-006,MAT-0097,3,72,200,8377,917.05,1.07,0,2026-06-14T08:00:00+08:00
SM-0097-04,SUP-034,MAT-0097,4,96,200,7773,973.6,1.45,1,2026-06-06T23:00:00+08:00
SM-0097-05,SUP-037,MAT-0097,5,168,100,7954,998.17,1.1,0,2026-06-10T12:00:00+08:00
SM-0097-06,SUP-013,MAT-0097,6,120,1000,13601,713.55,1.13,1,2026-06-13T19:00:00+08:00
SM-0098-01,SUP-012,MAT-0098,1,24,500,11694,108.32,1.21,1,2026-06-11T19:00:00+08:00
SM-0098-02,SUP-016,MAT-0098,2,168,1000,4091,113.39,1.63,1,2026-06-08T15:00:00+08:00
SM-0098-03,SUP-046,MAT-0098,3,24,100,4392,84.3,1.13,1,2026-06-07T14:00:00+08:00
SM-0099-01,SUP-046,MAT-0099,1,120,200,1506,52.16,1.41,1,2026-06-09T07:00:00+08:00
SM-0099-02,SUP-013,MAT-0099,2,120,1000,5470,48.98,1.3,1,2026-06-12T13:00:00+08:00
SM-0099-03,SUP-001,MAT-0099,3,24,100,7264,43.45,1.07,1,2026-06-05T13:00:00+08:00
SM-0099-04,SUP-058,MAT-0099,4,48,500,11707,53.03,1.19,1,2026-06-05T18:00:00+08:00
SM-0099-05,SUP-034,MAT-0099,5,24,100,1914,47.97,1.06,1,2026-06-14T20:00:00+08:00
SM-0099-06,SUP-051,MAT-0099,6,96,200,9007,37.61,1.58,0,2026-06-13T14:00:00+08:00
SM-0100-01,SUP-037,MAT-0100,1,96,50,14497,344.2,1.44,0,2026-06-14T19:00:00+08:00
SM-0100-02,SUP-031,MAT-0100,2,36,500,12045,268.32,1.2,0,2026-06-11T09:00:00+08:00
SM-0100-03,SUP-010,MAT-0100,3,96,50,7768,350.09,1.56,1,2026-06-12T13:00:00+08:00
SM-0100-04,SUP-048,MAT-0100,4,168,1000,8414,333.27,1.62,1,2026-06-10T22:00:00+08:00
SM-0101-01,SUP-003,MAT-0101,1,96,100,2265,464.43,1.26,1,2026-06-10T12:00:00+08:00
SM-0101-02,SUP-058,MAT-0101,2,36,50,356,357.68,1.06,1,2026-06-07T12:00:00+08:00
SM-0101-03,SUP-026,MAT-0101,3,48,50,10085,385.65,1.17,1,2026-06-13T14:00:00+08:00
SM-0101-04,SUP-028,MAT-0101,4,72,500,1027,384.09,1.58,1,2026-06-08T20:00:00+08:00
SM-0101-05,SUP-056,MAT-0101,5,72,1000,2672,449.47,1.62,1,2026-06-06T12:00:00+08:00
SM-0102-01,SUP-029,MAT-0102,1,36,1000,7939,38.54,1.62,1,2026-06-12T10:00:00+08:00
SM-0102-02,SUP-007,MAT-0102,2,96,500,11864,38.61,1.06,1,2026-06-13T13:00:00+08:00
SM-0102-03,SUP-006,MAT-0102,3,96,200,7344,47.24,1.21,0,2026-06-06T03:00:00+08:00
SM-0102-04,SUP-025,MAT-0102,4,48,50,12616,53.48,1.43,0,2026-06-13T11:00:00+08:00
SM-0102-05,SUP-052,MAT-0102,5,24,500,4396,43.84,1.15,1,2026-06-05T18:00:00+08:00
SM-0103-01,SUP-055,MAT-0103,1,96,200,4669,606.4,1.06,1,2026-06-10T22:00:00+08:00
SM-0103-02,SUP-018,MAT-0103,2,48,100,13414,598.11,1.51,1,2026-06-11T16:00:00+08:00
SM-0103-03,SUP-042,MAT-0103,3,96,1000,9216,607.08,1.44,1,2026-06-06T12:00:00+08:00
SM-0103-04,SUP-020,MAT-0103,4,96,200,9060,769.36,1.07,1,2026-06-08T06:00:00+08:00
SM-0103-05,SUP-045,MAT-0103,5,168,200,6237,766.51,1.52,1,2026-06-07T02:00:00+08:00
SM-0103-06,SUP-035,MAT-0103,6,24,1000,10594,778.41,1.62,1,2026-06-05T15:00:00+08:00
SM-0104-01,SUP-056,MAT-0104,1,24,100,11197,870.22,1.49,1,2026-06-12T04:00:00+08:00
SM-0104-02,SUP-060,MAT-0104,2,36,100,13223,930.59,1.4,1,2026-06-09T01:00:00+08:00
SM-0104-03,SUP-041,MAT-0104,3,72,1000,13410,822.6,1.32,0,2026-06-12T20:00:00+08:00
SM-0105-01,SUP-036,MAT-0105,1,48,200,10428,584.62,1.43,1,2026-06-09T18:00:00+08:00
SM-0105-02,SUP-043,MAT-0105,2,96,200,14040,652.44,1.41,1,2026-06-12T21:00:00+08:00
SM-0105-03,SUP-027,MAT-0105,3,36,50,5783,563.1,1.26,0,2026-06-13T17:00:00+08:00
SM-0105-04,SUP-006,MAT-0105,4,168,200,8269,584.81,1.19,0,2026-06-15T07:00:00+08:00
SM-0105-05,SUP-033,MAT-0105,5,72,500,2296,582.37,1.58,1,2026-06-10T22:00:00+08:00
SM-0105-06,SUP-016,MAT-0105,6,36,200,9885,785.42,1.26,1,2026-06-11T03:00:00+08:00
SM-0106-01,SUP-052,MAT-0106,1,24,200,1465,775.88,1.11,1,2026-06-08T07:00:00+08:00
SM-0106-02,SUP-022,MAT-0106,2,96,1000,8740,787.04,1.54,1,2026-06-10T19:00:00+08:00
SM-0106-03,SUP-016,MAT-0106,3,36,50,5447,637.7,1.3,1,2026-06-09T14:00:00+08:00
SM-0106-04,SUP-051,MAT-0106,4,24,200,1800,668.99,1.54,0,2026-06-11T14:00:00+08:00
SM-0106-05,SUP-015,MAT-0106,5,24,1000,5176,702.64,1.57,1,2026-06-07T00:00:00+08:00
SM-0106-06,SUP-014,MAT-0106,6,72,500,6250,764.11,1.24,1,2026-06-14T10:00:00+08:00
SM-0107-01,SUP-058,MAT-0107,1,72,200,8037,368.41,1.32,1,2026-06-06T19:00:00+08:00
SM-0107-02,SUP-049,MAT-0107,2,24,500,9400,421.19,1.54,1,2026-06-09T19:00:00+08:00
SM-0107-03,SUP-020,MAT-0107,3,168,200,1766,408.02,1.42,1,2026-06-12T03:00:00+08:00
SM-0107-04,SUP-056,MAT-0107,4,48,500,1321,386.01,1.23,1,2026-06-13T13:00:00+08:00
SM-0107-05,SUP-004,MAT-0107,5,24,1000,13055,391.57,1.3,1,2026-06-09T06:00:00+08:00
SM-0108-01,SUP-055,MAT-0108,1,72,200,9499,324.6,1.1,1,2026-06-06T18:00:00+08:00
