purchase_order_id,supplier_id,order_created_at,expected_arrival_at,purchase_status,currency,order_amount,payment_terms_days,buyer,line_count,updated_at
PO-202604-000335,SUP-007,2026-04-03T05:41:00+08:00,2026-04-10T05:41:00+08:00,received,CNY,1693104.84,60,采购二组,2,2026-04-09T05:41:00+08:00
PO-202602-000336,SUP-019,2026-02-10T20:40:00+08:00,2026-02-17T20:40:00+08:00,confirmed,CNY,4263190.59,15,采购二组,4,2026-03-26T20:40:00+08:00
PO-202604-000337,SUP-057,2026-04-15T09:53:00+08:00,2026-04-22T09:53:00+08:00,received,CNY,4998216.75,45,采购一组,3,2026-04-28T09:53:00+08:00
PO-202604-000338,SUP-042,2026-04-07T10:18:00+08:00,2026-04-10T10:18:00+08:00,delayed,CNY,2249502.8,15,采购二组,3,2026-04-12T10:18:00+08:00
PO-202509-000339,SUP-046,2025-09-12T13:00:00+08:00,2025-09-16T13:00:00+08:00,confirmed,CNY,2980774.16,45,采购二组,1,2025-10-02T13:00:00+08:00
PO-202606-000340,SUP-006,2026-06-10T22:22:00+08:00,2026-06-13T22:22:00+08:00,received,CNY,546915.01,15,战略采购组,1,2026-06-15T08:00:00+08:00
PO-202511-000341,SUP-017,2025-11-10T04:31:00+08:00,2025-11-17T04:31:00+08:00,confirmed,CNY,5089633.38,60,采购二组,1,2025-11-29T04:31:00+08:00
PO-202601-000342,SUP-013,2026-01-07T09:18:00+08:00,2026-01-10T09:18:00+08:00,received,CNY,7667704.66,60,战略采购组,3,2026-01-12T09:18:00+08:00
PO-202509-000343,SUP-002,2025-09-17T13:45:00+08:00,2025-09-24T13:45:00+08:00,in_transit,CNY,3215384.36,45,战略采购组,2,2025-10-04T13:45:00+08:00
PO-202512-000344,SUP-026,2025-12-12T18:40:00+08:00,2025-12-19T18:40:00+08:00,received,CNY,9347371.56,60,采购二组,4,2026-01-15T18:40:00+08:00
PO-202606-000345,SUP-025,2026-06-02T14:38:00+08:00,2026-06-03T14:38:00+08:00,received,CNY,46424.64,15,采购一组,1,2026-06-15T08:00:00+08:00
PO-202507-000346,SUP-009,2025-07-01T18:24:00+08:00,2025-07-05T18:24:00+08:00,cancelled,CNY,471449.3,30,战略采购组,2,2025-07-09T18:24:00+08:00
PO-202512-000347,SUP-002,2025-12-31T22:33:00+08:00,2026-01-07T22:33:00+08:00,received,CNY,1989473.64,45,采购二组,1,2026-01-14T22:33:00+08:00
PO-202511-000348,SUP-011,2025-11-21T12:09:00+08:00,2025-11-26T12:09:00+08:00,confirmed,CNY,78473.92,15,战略采购组,1,2025-12-10T12:09:00+08:00
PO-202601-000349,SUP-029,2026-01-11T18:58:00+08:00,2026-01-14T18:58:00+08:00,confirmed,CNY,10052869.7,30,采购二组,3,2026-01-28T18:58:00+08:00
PO-202604-000350,SUP-029,2026-04-06T18:55:00+08:00,2026-04-13T18:55:00+08:00,received,CNY,14687258.48,60,战略采购组,4,2026-04-11T18:55:00+08:00
PO-202603-000351,SUP-027,2026-03-31T01:06:00+08:00,2026-04-04T01:06:00+08:00,cancelled,CNY,6988909.43,90,采购二组,3,2026-05-10T01:06:00+08:00
PO-202510-000352,SUP-024,2025-10-19T09:15:00+08:00,2025-10-20T21:15:00+08:00,received,CNY,3355039.38,90,采购一组,1,2025-11-12T09:15:00+08:00
PO-202508-000353,SUP-011,2025-08-16T16:52:00+08:00,2025-08-21T16:52:00+08:00,received,CNY,20039239.53,90,战略采购组,4,2025-08-17T16:52:00+08:00
PO-202507-000354,SUP-054,2025-07-02T03:53:00+08:00,2025-07-07T03:53:00+08:00,received,CNY,6579823.02,45,战略采购组,3,2025-07-20T03:53:00+08:00
PO-202506-000355,SUP-051,2025-06-26T07:18:00+08:00,2025-07-01T07:18:00+08:00,received,CNY,7050228.37,45,采购二组,4,2025-08-05T07:18:00+08:00
PO-202507-000356,SUP-031,2025-07-26T18:57:00+08:00,2025-08-02T18:57:00+08:00,delayed,CNY,14542155.67,90,采购一组,2,2025-07-31T18:57:00+08:00
PO-202605-000357,SUP-022,2026-05-31T06:00:00+08:00,2026-06-04T06:00:00+08:00,received,CNY,3720168.96,60,采购二组,4,2026-06-13T06:00:00+08:00
PO-202511-000358,SUP-059,2025-11-19T23:11:00+08:00,2025-11-23T23:11:00+08:00,received,CNY,5893105.5,90,战略采购组,1,2025-12-22T23:11:00+08:00
PO-202512-000359,SUP-059,2025-12-15T12:58:00+08:00,2025-12-22T12:58:00+08:00,in_transit,CNY,12244554.02,90,采购一组,4,2025-12-25T12:58:00+08:00
PO-202509-000360,SUP-040,2025-09-23T22:17:00+08:00,2025-09-26T22:17:00+08:00,confirmed,CNY,5706815.71,15,采购二组,4,2025-09-29T22:17:00+08:00
PO-202508-000361,SUP-003,2025-08-22T01:15:00+08:00,2025-08-23T01:15:00+08:00,in_transit,CNY,3503840.32,15,采购一组,1,2025-10-06T01:15:00+08:00
PO-202606-000362,SUP-017,2026-06-02T07:52:00+08:00,2026-06-06T07:52:00+08:00,delayed,CNY,1561818.24,30,采购二组,1,2026-06-08T07:52:00+08:00
PO-202511-000363,SUP-035,2025-11-28T14:02:00+08:00,2025-11-30T14:02:00+08:00,confirmed,CNY,2200805.06,45,战略采购组,3,2025-12-16T14:02:00+08:00
PO-202604-000364,SUP-052,2026-04-03T19:40:00+08:00,2026-04-08T19:40:00+08:00,received,CNY,6042377.87,90,战略采购组,4,2026-04-14T19:40:00+08:00
PO-202604-000365,SUP-056,2026-04-12T05:56:00+08:00,2026-04-14T05:56:00+08:00,in_transit,CNY,7341515.76,60,采购一组,2,2026-05-07T05:56:00+08:00
PO-202602-000366,SUP-047,2026-02-26T05:25:00+08:00,2026-03-05T05:25:00+08:00,delayed,CNY,5177787.07,15,采购一组,2,2026-03-26T05:25:00+08:00
PO-202606-000367,SUP-018,2026-06-06T20:12:00+08:00,2026-06-10T20:12:00+08:00,in_transit,CNY,716368.14,15,战略采购组,1,2026-06-15T08:00:00+08:00
PO-202510-000368,SUP-016,2025-10-24T06:51:00+08:00,2025-10-31T06:51:00+08:00,delayed,CNY,10942888.75,15,采购二组,4,2025-11-30T06:51:00+08:00
PO-202507-000369,SUP-050,2025-07-07T19:53:00+08:00,2025-07-09T07:53:00+08:00,confirmed,CNY,2318913.14,60,战略采购组,2,2025-07-26T19:53:00+08:00
PO-202511-000370,SUP-005,2025-11-12T04:40:00+08:00,2025-11-17T04:40:00+08:00,confirmed,CNY,2146225.27,60,采购二组,2,2025-12-19T04:40:00+08:00
PO-202605-000371,SUP-058,2026-05-05T12:30:00+08:00,2026-05-09T12:30:00+08:00,received,CNY,4052294.56,60,战略采购组,1,2026-06-04T12:30:00+08:00
PO-202604-000372,SUP-049,2026-04-30T15:27:00+08:00,2026-05-03T15:27:00+08:00,received,CNY,4571944.51,30,采购一组,4,2026-04-30T15:27:00+08:00
PO-202507-000373,SUP-012,2025-07-31T15:34:00+08:00,2025-08-01T15:34:00+08:00,in_transit,CNY,475524.8,15,采购二组,1,2025-08-16T15:34:00+08:00
PO-202507-000374,SUP-020,2025-07-28T15:05:00+08:00,2025-08-04T15:05:00+08:00,received,CNY,10771763.76,45,采购二组,3,2025-08-01T15:05:00+08:00
PO-202512-000375,SUP-002,2025-12-20T09:30:00+08:00,2025-12-27T09:30:00+08:00,received,CNY,2086458.5,60,战略采购组,2,2025-12-31T09:30:00+08:00
PO-202601-000376,SUP-027,2026-01-30T03:42:00+08:00,2026-02-03T03:42:00+08:00,received,CNY,11169643.41,90,采购二组,4,2026-02-06T03:42:00+08:00
PO-202510-000377,SUP-041,2025-10-10T10:51:00+08:00,2025-10-17T10:51:00+08:00,received,CNY,6738829.19,90,采购一组,3,2025-11-11T10:51:00+08:00
PO-202509-000378,SUP-024,2025-09-23T18:29:00+08:00,2025-09-25T18:29:00+08:00,received,CNY,3142955.97,45,采购一组,1,2025-10-12T18:29:00+08:00
PO-202508-000379,SUP-014,2025-08-18T11:59:00+08:00,2025-08-20T11:59:00+08:00,received,CNY,9682403.38,90,采购一组,1,2025-09-25T11:59:00+08:00
PO-202509-000380,SUP-017,2025-09-18T09:56:00+08:00,2025-09-22T09:56:00+08:00,received,CNY,1746742.2,45,采购一组,1,2025-10-22T09:56:00+08:00
PO-202509-000381,SUP-010,2025-09-08T13:21:00+08:00,2025-09-13T13:21:00+08:00,received,CNY,3713261.77,90,采购一组,4,2025-10-02T13:21:00+08:00
PO-202512-000382,SUP-048,2025-12-01T11:43:00+08:00,2025-12-03T11:43:00+08:00,received,CNY,9866603.37,90,采购二组,3,2026-01-06T11:43:00+08:00
PO-202508-000383,SUP-060,2025-08-02T13:06:00+08:00,2025-08-09T13:06:00+08:00,delayed,CNY,5610303.15,90,战略采购组,4,2025-09-13T13:06:00+08:00
PO-202506-000384,SUP-007,2025-06-30T16:26:00+08:00,2025-07-05T16:26:00+08:00,in_transit,CNY,1031182.23,15,采购一组,1,2025-08-11T16:26:00+08:00
PO-202510-000385,SUP-015,2025-10-08T19:06:00+08:00,2025-10-10T07:06:00+08:00,received,CNY,2875416.0,30,采购一组,2,2025-11-01T19:06:00+08:00
PO-202509-000386,SUP-053,2025-09-19T11:56:00+08:00,2025-09-21T11:56:00+08:00,confirmed,CNY,9878363.75,30,采购二组,3,2025-10-13T11:56:00+08:00
PO-202510-000387,SUP-036,2025-10-10T12:16:00+08:00,2025-10-12T00:16:00+08:00,received,CNY,14362183.69,30,战略采购组,2,2025-11-14T12:16:00+08:00
PO-202508-000388,SUP-048,2025-08-28T13:04:00+08:00,2025-09-02T13:04:00+08:00,in_transit,CNY,630742.08,15,采购二组,1,2025-09-24T13:04:00+08:00
PO-202605-000389,SUP-028,2026-05-25T19:26:00+08:00,2026-05-29T19:26:00+08:00,in_transit,CNY,6905874.1,60,采购二组,3,2026-06-14T19:26:00+08:00
PO-202601-000390,SUP-005,2026-01-08T19:33:00+08:00,2026-01-10T07:33:00+08:00,draft,CNY,118230.2,45,采购二组,1,2026-01-13T19:33:00+08:00
PO-202507-000391,SUP-056,2025-07-12T20:41:00+08:00,2025-07-17T20:41:00+08:00,in_transit,CNY,14205573.12,15,采购一组,4,2025-08-01T20:41:00+08:00
PO-202511-000392,SUP-055,2025-11-15T17:06:00+08:00,2025-11-16T17:06:00+08:00,confirmed,CNY,2034602.16,15,采购一组,1,2025-12-26T17:06:00+08:00
PO-202509-000393,SUP-059,2025-09-22T18:34:00+08:00,2025-09-29T18:34:00+08:00,in_transit,CNY,2436100.45,90,战略采购组,2,2025-10-09T18:34:00+08:00
PO-202606-000394,SUP-007,2026-06-02T09:06:00+08:00,2026-06-05T09:06:00+08:00,in_transit,CNY,200023.95,90,采购一组,1,2026-06-08T09:06:00+08:00
PO-202509-000395,SUP-045,2025-09-16T12:41:00+08:00,2025-09-23T12:41:00+08:00,received,CNY,2504300.67,60,采购一组,2,2025-10-01T12:41:00+08:00
PO-202602-000396,SUP-059,2026-02-01T03:43:00+08:00,2026-02-06T03:43:00+08:00,received,CNY,852246.4,90,采购二组,3,2026-02-11T03:43:00+08:00
PO-202509-000397,SUP-036,2025-09-13T16:41:00+08:00,2025-09-15T04:41:00+08:00,confirmed,CNY,2566560.53,60,采购一组,3,2025-10-23T16:41:00+08:00
PO-202508-000398,SUP-036,2025-08-25T11:53:00+08:00,2025-08-30T11:53:00+08:00,received,CNY,1819808.72,15,采购二组,2,2025-09-19T11:53:00+08:00
PO-202509-000399,SUP-009,2025-09-15T02:02:00+08:00,2025-09-16T02:02:00+08:00,delayed,CNY,8091184.01,90,战略采购组,1,2025-09-18T02:02:00+08:00
PO-202507-000400,SUP-055,2025-07-16T13:20:00+08:00,2025-07-18T01:20:00+08:00,delayed,CNY,1922847.01,60,战略采购组,3,2025-08-01T13:20:00+08:00
PO-202606-000401,SUP-006,2026-06-04T19:19:00+08:00,2026-06-06T19:19:00+08:00,confirmed,CNY,8588168.42,45,采购一组,1,2026-06-15T08:00:00+08:00
PO-202606-000402,SUP-007,2026-06-14T11:24:00+08:00,2026-06-18T11:24:00+08:00,delayed,CNY,3495486.45,45,战略采购组,2,2026-06-15T08:00:00+08:00
PO-202508-000403,SUP-049,2025-08-01T08:45:00+08:00,2025-08-04T08:45:00+08:00,draft,CNY,4957263.92,90,采购一组,3,2025-08-11T08:45:00+08:00
PO-202605-000404,SUP-052,2026-05-18T11:52:00+08:00,2026-05-25T11:52:00+08:00,received,CNY,8594995.84,15,采购二组,2,2026-05-26T11:52:00+08:00
PO-202603-000405,SUP-054,2026-03-16T07:12:00+08:00,2026-03-19T07:12:00+08:00,delayed,CNY,683697.61,60,战略采购组,3,2026-03-22T07:12:00+08:00
PO-202511-000406,SUP-002,2025-11-25T09:29:00+08:00,2025-11-29T09:29:00+08:00,confirmed,CNY,2931274.98,60,战略采购组,2,2026-01-03T09:29:00+08:00
PO-202511-000407,SUP-029,2025-11-03T21:35:00+08:00,2025-11-10T21:35:00+08:00,in_transit,CNY,3247541.89,30,采购一组,1,2025-12-17T21:35:00+08:00
PO-202605-000408,SUP-004,2026-05-08T21:17:00+08:00,2026-05-09T21:17:00+08:00,confirmed,CNY,83992.72,60,采购二组,1,2026-05-12T21:17:00+08:00
PO-202604-000409,SUP-015,2026-04-22T13:10:00+08:00,2026-04-26T13:10:00+08:00,received,CNY,821759.0,60,采购二组,2,2026-06-05T13:10:00+08:00
PO-202508-000410,SUP-050,2025-08-06T18:30:00+08:00,2025-08-08T18:30:00+08:00,draft,CNY,3547085.6,45,采购二组,1,2025-09-08T18:30:00+08:00
PO-202508-000411,SUP-057,2025-08-03T14:13:00+08:00,2025-08-10T14:13:00+08:00,received,CNY,7970826.72,30,采购一组,3,2025-08-30T14:13:00+08:00
PO-202512-000412,SUP-036,2025-12-11T22:06:00+08:00,2025-12-14T22:06:00+08:00,confirmed,CNY,9728463.25,90,采购二组,4,2026-01-04T22:06:00+08:00
PO-202604-000413,SUP-017,2026-04-11T16:53:00+08:00,2026-04-15T16:53:00+08:00,confirmed,CNY,5755560.78,15,采购二组,4,2026-05-26T16:53:00+08:00
PO-202512-000414,SUP-022,2025-12-18T17:12:00+08:00,2025-12-22T17:12:00+08:00,confirmed,CNY,2986792.32,30,战略采购组,1,2025-12-21T17:12:00+08:00
PO-202510-000415,SUP-013,2025-10-15T00:48:00+08:00,2025-10-22T00:48:00+08:00,received,CNY,3611423.63,15,战略采购组,3,2025-11-23T00:48:00+08:00
PO-202604-000416,SUP-022,2026-04-20T23:12:00+08:00,2026-04-24T23:12:00+08:00,received,CNY,1784212.36,45,采购一组,2,2026-05-11T23:12:00+08:00
PO-202509-000417,SUP-014,2025-09-11T03:58:00+08:00,2025-09-18T03:58:00+08:00,delayed,CNY,18179671.43,45,战略采购组,4,2025-10-18T03:58:00+08:00
PO-202602-000418,SUP-011,2026-02-08T07:44:00+08:00,2026-02-15T07:44:00+08:00,draft,CNY,12510985.36,30,战略采购组,4,2026-03-22T07:44:00+08:00
PO-202605-000419,SUP-002,2026-05-16T20:05:00+08:00,2026-05-21T20:05:00+08:00,received,CNY,2298168.95,45,采购一组,3,2026-05-26T20:05:00+08:00
PO-202602-000420,SUP-010,2026-02-26T05:34:00+08:00,2026-03-02T05:34:00+08:00,received,CNY,1586607.88,90,采购二组,1,2026-04-02T05:34:00+08:00
PO-202508-000421,SUP-007,2025-08-09T12:09:00+08:00,2025-08-13T12:09:00+08:00,received,CNY,319521.0,30,采购一组,2,2025-09-15T12:09:00+08:00
PO-202605-000422,SUP-048,2026-05-09T03:14:00+08:00,2026-05-14T03:14:00+08:00,in_transit,CNY,24076.25,45,战略采购组,1,2026-06-15T08:00:00+08:00
PO-202603-000423,SUP-024,2026-03-16T04:08:00+08:00,2026-03-21T04:08:00+08:00,in_transit,CNY,7051073.36,90,战略采购组,3,2026-04-28T04:08:00+08:00
PO-202506-000424,SUP-007,2025-06-27T17:10:00+08:00,2025-06-29T05:10:00+08:00,confirmed,CNY,4955562.45,15,采购一组,1,2025-06-28T17:10:00+08:00
PO-202603-000425,SUP-031,2026-03-18T21:20:00+08:00,2026-03-21T21:20:00+08:00,confirmed,CNY,1611245.95,15,采购一组,2,2026-04-08T21:20:00+08:00
PO-202507-000426,SUP-058,2025-07-17T03:32:00+08:00,2025-07-24T03:32:00+08:00,delayed,CNY,1890092.43,15,采购一组,3,2025-08-16T03:32:00+08:00
PO-202508-000427,SUP-021,2025-08-30T04:02:00+08:00,2025-09-02T04:02:00+08:00,received,CNY,8334776.49,60,采购一组,2,2025-09-09T04:02:00+08:00
PO-202606-000428,SUP-020,2026-06-14T12:23:00+08:00,2026-06-17T12:23:00+08:00,received,CNY,2998780.05,30,采购一组,1,2026-06-15T08:00:00+08:00
PO-202602-000429,SUP-059,2026-02-02T15:11:00+08:00,2026-02-09T15:11:00+08:00,received,CNY,993266.69,60,采购二组,2,2026-03-14T15:11:00+08:00
PO-202507-000430,SUP-001,2025-07-01T11:43:00+08:00,2025-07-06T11:43:00+08:00,received,CNY,787748.86,45,采购二组,3,2025-07-26T11:43:00+08:00
PO-202604-000431,SUP-005,2026-04-17T03:32:00+08:00,2026-04-20T03:32:00+08:00,confirmed,CNY,3120352.9,60,采购一组,4,2026-04-25T03:32:00+08:00
PO-202506-000432,SUP-037,2025-06-25T10:03:00+08:00,2025-06-29T10:03:00+08:00,received,CNY,3209778.74,45,采购一组,2,2025-07-01T10:03:00+08:00
PO-202506-000433,SUP-041,2025-06-19T04:41:00+08:00,2025-06-23T04:41:00+08:00,received,CNY,5668062.47,90,采购一组,4,2025-07-13T04:41:00+08:00
PO-202509-000434,SUP-047,2025-09-16T02:28:00+08:00,2025-09-21T02:28:00+08:00,delayed,CNY,5685751.68,60,采购一组,2,2025-09-23T02:28:00+08:00
PO-202606-000435,SUP-030,2026-06-10T17:55:00+08:00,2026-06-15T17:55:00+08:00,confirmed,CNY,441335.22,90,采购一组,2,2026-06-15T08:00:00+08:00
PO-202509-000436,SUP-026,2025-09-26T02:52:00+08:00,2025-10-03T02:52:00+08:00,confirmed,CNY,457216.7,45,采购二组,2,2025-10-25T02:52:00+08:00
PO-202511-000437,SUP-045,2025-11-27T18:59:00+08:00,2025-12-02T18:59:00+08:00,received,CNY,3014019.18,45,采购一组,1,2025-12-06T18:59:00+08:00
PO-202606-000438,SUP-020,2026-06-15T02:03:00+08:00,2026-06-18T02:03:00+08:00,draft,CNY,270099.06,90,采购二组,1,2026-06-15T08:00:00+08:00
PO-202603-000439,SUP-015,2026-03-24T21:26:00+08:00,2026-03-31T21:26:00+08:00,confirmed,CNY,976160.76,60,战略采购组,3,2026-04-03T21:26:00+08:00
PO-202603-000440,SUP-004,2026-03-20T16:25:00+08:00,2026-03-23T16:25:00+08:00,delayed,CNY,13175710.23,15,采购一组,3,2026-03-29T16:25:00+08:00
PO-202603-000441,SUP-016,2026-03-12T12:40:00+08:00,2026-03-19T12:40:00+08:00,delayed,CNY,9647510.3,45,采购二组,3,2026-04-15T12:40:00+08:00
PO-202604-000442,SUP-032,2026-04-09T16:03:00+08:00,2026-04-16T16:03:00+08:00,delayed,CNY,11654778.42,15,采购一组,3,2026-04-11T16:03:00+08:00
PO-202602-000443,SUP-049,2026-02-12T19:07:00+08:00,2026-02-14T07:07:00+08:00,draft,CNY,1298671.1,90,采购二组,2,2026-03-02T19:07:00+08:00
PO-202602-000444,SUP-019,2026-02-26T04:35:00+08:00,2026-02-27T16:35:00+08:00,received,CNY,1368892.0,90,采购二组,2,2026-04-03T04:35:00+08:00
PO-202512-000445,SUP-020,2025-12-11T06:48:00+08:00,2025-12-12T06:48:00+08:00,in_transit,CNY,451036.89,90,采购二组,1,2025-12-22T06:48:00+08:00
PO-202604-000446,SUP-001,2026-04-26T06:37:00+08:00,2026-04-28T06:37:00+08:00,draft,CNY,693150.66,15,采购二组,2,2026-06-09T06:37:00+08:00
PO-202605-000447,SUP-031,2026-05-22T05:06:00+08:00,2026-05-23T05:06:00+08:00,received,CNY,277317.72,30,战略采购组,1,2026-06-08T05:06:00+08:00
PO-202604-000448,SUP-029,2026-04-26T12:47:00+08:00,2026-05-01T12:47:00+08:00,confirmed,CNY,1473564.61,90,采购二组,2,2026-05-28T12:47:00+08:00
PO-202601-000449,SUP-051,2026-01-01T22:45:00+08:00,2026-01-08T22:45:00+08:00,received,CNY,13779558.43,45,采购二组,4,2026-01-08T22:45:00+08:00
PO-202511-000450,SUP-016,2025-11-02T16:07:00+08:00,2025-11-04T16:07:00+08:00,received,CNY,9066357.34,30,采购一组,3,2025-12-03T16:07:00+08:00
PO-202604-000451,SUP-039,2026-04-20T12:44:00+08:00,2026-04-23T12:44:00+08:00,received,CNY,5364795.23,30,采购一组,4,2026-04-26T12:44:00+08:00
PO-202602-000452,SUP-015,2026-02-16T07:20:00+08:00,2026-02-21T07:20:00+08:00,received,CNY,2948079.36,15,采购二组,2,2026-03-13T07:20:00+08:00
PO-202604-000453,SUP-012,2026-04-07T05:44:00+08:00,2026-04-14T05:44:00+08:00,received,CNY,897399.66,30,采购一组,2,2026-04-11T05:44:00+08:00
PO-202604-000454,SUP-046,2026-04-04T01:11:00+08:00,2026-04-11T01:11:00+08:00,in_transit,CNY,7511198.14,30,采购一组,4,2026-04-16T01:11:00+08:00
PO-202605-000455,SUP-017,2026-05-11T06:56:00+08:00,2026-05-18T06:56:00+08:00,received,CNY,3818031.17,60,战略采购组,4,2026-06-15T08:00:00+08:00
PO-202601-000456,SUP-047,2026-01-23T10:44:00+08:00,2026-01-24T10:44:00+08:00,received,CNY,1856602.14,30,战略采购组,1,2026-01-29T10:44:00+08:00
PO-202511-000457,SUP-034,2025-11-13T13:56:00+08:00,2025-11-20T13:56:00+08:00,cancelled,CNY,14280785.43,60,采购一组,3,2025-12-20T13:56:00+08:00
PO-202511-000458,SUP-028,2025-11-22T12:11:00+08:00,2025-11-24T00:11:00+08:00,received,CNY,2666466.3,15,采购一组,1,2025-12-27T12:11:00+08:00
PO-202508-000459,SUP-027,2025-08-22T02:27:00+08:00,2025-08-26T02:27:00+08:00,in_transit,CNY,12252027.9,60,采购一组,4,2025-10-04T02:27:00+08:00
PO-202604-000460,SUP-025,2026-04-23T04:09:00+08:00,2026-04-28T04:09:00+08:00,in_transit,CNY,2889930.36,15,采购二组,2,2026-04-28T04:09:00+08:00
PO-202511-000461,SUP-029,2025-11-06T13:58:00+08:00,2025-11-08T13:58:00+08:00,received,CNY,1493513.3,15,采购二组,1,2025-11-28T13:58:00+08:00
PO-202601-000462,SUP-048,2026-01-21T11:05:00+08:00,2026-01-26T11:05:00+08:00,received,CNY,11102916.38,45,战略采购组,3,2026-01-27T11:05:00+08:00
PO-202507-000463,SUP-035,2025-07-11T23:03:00+08:00,2025-07-14T23:03:00+08:00,received,CNY,4368682.16,30,采购二组,2,2025-07-16T23:03:00+08:00
PO-202509-000464,SUP-025,2025-09-05T01:16:00+08:00,2025-09-10T01:16:00+08:00,cancelled,CNY,1205389.8,30,采购一组,2,2025-10-02T01:16:00+08:00
PO-202603-000465,SUP-057,2026-03-08T15:07:00+08:00,2026-03-11T15:07:00+08:00,received,CNY,448981.01,45,采购二组,3,2026-04-18T15:07:00+08:00
PO-202604-000466,SUP-021,2026-04-23T21:53:00+08:00,2026-04-27T21:53:00+08:00,received,CNY,1932040.94,15,战略采购组,1,2026-05-02T21:53:00+08:00
PO-202512-000467,SUP-005,2025-12-17T23:38:00+08:00,2025-12-24T23:38:00+08:00,received,CNY,2552296.55,45,采购二组,4,2026-01-12T23:38:00+08:00
PO-202511-000468,SUP-056,2025-11-13T21:09:00+08:00,2025-11-15T21:09:00+08:00,confirmed,CNY,490728.96,60,战略采购组,1,2025-12-04T21:09:00+08:00
PO-202603-000469,SUP-044,2026-03-19T17:55:00+08:00,2026-03-26T17:55:00+08:00,received,CNY,10351020.79,45,采购一组,4,2026-04-17T17:55:00+08:00
PO-202507-000470,SUP-047,2025-07-27T05:20:00+08:00,2025-08-03T05:20:00+08:00,received,CNY,4010141.92,45,采购一组,2,2025-09-01T05:20:00+08:00
PO-202509-000471,SUP-016,2025-09-01T23:40:00+08:00,2025-09-06T23:40:00+08:00,confirmed,CNY,3666366.99,60,采购二组,1,2025-09-13T23:40:00+08:00
PO-202601-000472,SUP-038,2026-01-17T02:01:00+08:00,2026-01-24T02:01:00+08:00,confirmed,CNY,2078778.65,60,采购二组,2,2026-01-26T02:01:00+08:00
PO-202507-000473,SUP-060,2025-07-24T13:25:00+08:00,2025-07-29T13:25:00+08:00,received,CNY,1294127.49,30,采购一组,1,2025-08-16T13:25:00+08:00
PO-202510-000474,SUP-060,2025-10-06T01:09:00+08:00,2025-10-13T01:09:00+08:00,received,CNY,388660.97,90,战略采购组,2,2025-11-15T01:09:00+08:00
PO-202509-000475,SUP-052,2025-09-15T09:29:00+08:00,2025-09-18T09:29:00+08:00,confirmed,CNY,7277880.54,45,战略采购组,1,2025-10-23T09:29:00+08:00
PO-202509-000476,SUP-043,2025-09-18T17:57:00+08:00,2025-09-22T17:57:00+08:00,received,CNY,36139.0,45,采购一组,1,2025-11-01T17:57:00+08:00
PO-202512-000477,SUP-047,2025-12-08T02:41:00+08:00,2025-12-12T02:41:00+08:00,delayed,CNY,8223669.3,60,战略采购组,1,2025-12-18T02:41:00+08:00
PO-202601-000478,SUP-047,2026-01-11T00:30:00+08:00,2026-01-15T00:30:00+08:00,received,CNY,13116796.9,15,采购一组,4,2026-01-24T00:30:00+08:00
PO-202602-000479,SUP-023,2026-02-07T05:44:00+08:00,2026-02-08T05:44:00+08:00,in_transit,CNY,3663655.6,60,采购二组,1,2026-03-24T05:44:00+08:00
PO-202603-000480,SUP-032,2026-03-01T02:29:00+08:00,2026-03-08T02:29:00+08:00,confirmed,CNY,5198030.69,15,采购二组,3,2026-04-01T02:29:00+08:00
PO-202507-000481,SUP-043,2025-07-25T03:01:00+08:00,2025-07-30T03:01:00+08:00,received,CNY,1640641.92,45,采购二组,1,2025-07-26T03:01:00+08:00
PO-202604-000482,SUP-009,2026-04-05T16:09:00+08:00,2026-04-12T16:09:00+08:00,in_transit,CNY,5751704.4,90,战略采购组,1,2026-04-10T16:09:00+08:00
PO-202601-000483,SUP-044,2026-01-25T11:07:00+08:00,2026-02-01T11:07:00+08:00,confirmed,CNY,3250708.84,45,采购一组,1,2026-01-30T11:07:00+08:00
PO-202605-000484,SUP-014,2026-05-03T11:28:00+08:00,2026-05-08T11:28:00+08:00,received,CNY,4115554.63,90,采购二组,3,2026-06-15T08:00:00+08:00
PO-202604-000485,SUP-041,2026-04-24T22:20:00+08:00,2026-04-28T22:20:00+08:00,delayed,CNY,5245076.56,30,战略采购组,4,2026-05-08T22:20:00+08:00
PO-202507-000486,SUP-056,2025-07-07T09:58:00+08:00,2025-07-12T09:58:00+08:00,confirmed,CNY,5853225.21,30,采购二组,3,2025-08-20T09:58:00+08:00
PO-202511-000487,SUP-038,2025-11-26T17:50:00+08:00,2025-11-28T05:50:00+08:00,received,CNY,2127483.79,30,采购二组,1,2025-12-22T17:50:00+08:00
PO-202605-000488,SUP-037,2026-05-04T21:38:00+08:00,2026-05-09T21:38:00+08:00,received,CNY,6477990.01,60,采购一组,4,2026-05-09T21:38:00+08:00
PO-202506-000489,SUP-025,2025-06-26T00:33:00+08:00,2025-07-03T00:33:00+08:00,received,CNY,3699659.42,45,战略采购组,3,2025-08-01T00:33:00+08:00
PO-202604-000490,SUP-029,2026-04-26T14:38:00+08:00,2026-05-03T14:38:00+08:00,in_transit,CNY,6557625.13,90,采购二组,1,2026-06-04T14:38:00+08:00
PO-202510-000491,SUP-041,2025-10-14T13:24:00+08:00,2025-10-15T13:24:00+08:00,in_transit,CNY,1249110.66,15,采购二组,1,2025-11-28T13:24:00+08:00
