inventory_id,material_id,warehouse_id,on_hand_qty,allocated_qty,available_qty,in_transit_qty,quality_hold_qty,safety_stock_qty,reorder_point_qty,average_unit_cost,last_counted_at,updated_at
INV-0032-03,MAT-0032,WH-03,190,45,145,65,5,98,132,354.07,2026-05-29T08:00:00+08:00,2026-06-15T05:01:00+08:00
INV-0032-04,MAT-0032,WH-04,195,8,187,76,5,98,132,354.07,2026-06-07T08:00:00+08:00,2026-06-15T06:53:00+08:00
INV-0032-05,MAT-0032,WH-05,59,9,50,48,0,98,132,354.07,2026-06-12T08:00:00+08:00,2026-06-15T05:02:00+08:00
INV-0032-06,MAT-0032,WH-06,184,29,155,64,6,98,132,354.07,2026-05-23T08:00:00+08:00,2026-06-15T07:06:00+08:00
INV-0033-01,MAT-0033,WH-01,1386,302,1084,524,10,584,788,147.59,2026-05-19T08:00:00+08:00,2026-06-15T07:02:00+08:00
INV-0033-02,MAT-0033,WH-02,223,15,208,676,4,584,788,147.59,2026-05-28T08:00:00+08:00,2026-06-15T05:43:00+08:00
INV-0033-03,MAT-0033,WH-03,584,120,464,651,11,584,788,147.59,2026-06-12T08:00:00+08:00,2026-06-15T05:53:00+08:00
INV-0033-04,MAT-0033,WH-04,535,4,531,700,7,584,788,147.59,2026-05-30T08:00:00+08:00,2026-06-15T06:01:00+08:00
INV-0033-05,MAT-0033,WH-05,143,8,135,336,0,584,788,147.59,2026-05-22T08:00:00+08:00,2026-06-15T07:50:00+08:00
INV-0033-06,MAT-0033,WH-06,1234,197,1037,124,21,584,788,147.59,2026-05-18T08:00:00+08:00,2026-06-15T07:53:00+08:00
INV-0034-01,MAT-0034,WH-01,765,103,662,314,11,575,777,39.35,2026-06-01T08:00:00+08:00,2026-06-15T06:29:00+08:00
INV-0034-02,MAT-0034,WH-02,564,160,404,312,19,575,777,39.35,2026-05-17T08:00:00+08:00,2026-06-15T06:51:00+08:00
INV-0034-03,MAT-0034,WH-03,653,223,430,108,4,575,777,39.35,2026-06-11T08:00:00+08:00,2026-06-15T07:34:00+08:00
INV-0034-04,MAT-0034,WH-04,1065,127,938,63,15,575,777,39.35,2026-06-03T08:00:00+08:00,2026-06-15T07:52:00+08:00
INV-0034-05,MAT-0034,WH-05,356,77,279,141,6,575,777,39.35,2026-05-22T08:00:00+08:00,2026-06-15T07:35:00+08:00
INV-0034-06,MAT-0034,WH-06,1261,9,1252,54,33,575,777,39.35,2026-06-04T08:00:00+08:00,2026-06-15T06:16:00+08:00
INV-0035-01,MAT-0035,WH-01,242,7,235,124,7,121,164,10.25,2026-06-10T08:00:00+08:00,2026-06-15T07:46:00+08:00
INV-0035-02,MAT-0035,WH-02,104,27,77,42,1,121,164,10.25,2026-06-09T08:00:00+08:00,2026-06-15T06:43:00+08:00
INV-0035-03,MAT-0035,WH-03,135,33,102,6,4,121,164,10.25,2026-06-11T08:00:00+08:00,2026-06-15T07:56:00+08:00
INV-0035-04,MAT-0035,WH-04,98,8,90,135,1,121,164,10.25,2026-05-31T08:00:00+08:00,2026-06-15T05:35:00+08:00
INV-0035-05,MAT-0035,WH-05,195,19,176,132,7,121,164,10.25,2026-06-04T08:00:00+08:00,2026-06-15T05:35:00+08:00
INV-0035-06,MAT-0035,WH-06,124,23,101,135,3,121,164,10.25,2026-06-11T08:00:00+08:00,2026-06-15T05:46:00+08:00
INV-0036-01,MAT-0036,WH-01,498,13,485,611,7,559,754,95.51,2026-05-31T08:00:00+08:00,2026-06-15T07:32:00+08:00
INV-0036-02,MAT-0036,WH-02,1156,251,905,225,23,559,754,95.51,2026-06-09T08:00:00+08:00,2026-06-15T05:13:00+08:00
INV-0036-03,MAT-0036,WH-03,1070,99,971,219,39,559,754,95.51,2026-06-08T08:00:00+08:00,2026-06-15T05:34:00+08:00
INV-0036-04,MAT-0036,WH-04,606,9,597,402,19,559,754,95.51,2026-06-07T08:00:00+08:00,2026-06-15T06:59:00+08:00
INV-0036-05,MAT-0036,WH-05,1021,315,706,22,5,559,754,95.51,2026-06-05T08:00:00+08:00,2026-06-15T06:42:00+08:00
INV-0036-06,MAT-0036,WH-06,1034,252,782,402,39,559,754,95.51,2026-05-17T08:00:00+08:00,2026-06-15T07:36:00+08:00
INV-0037-01,MAT-0037,WH-01,1350,364,986,188,10,582,785,565.27,2026-05-26T08:00:00+08:00,2026-06-15T05:57:00+08:00
INV-0037-02,MAT-0037,WH-02,500,106,394,664,18,582,785,565.27,2026-05-31T08:00:00+08:00,2026-06-15T06:52:00+08:00
INV-0037-03,MAT-0037,WH-03,942,117,825,118,23,582,785,565.27,2026-06-15T08:00:00+08:00,2026-06-15T06:45:00+08:00
INV-0037-04,MAT-0037,WH-04,641,146,495,185,2,582,785,565.27,2026-06-06T08:00:00+08:00,2026-06-15T06:53:00+08:00
INV-0037-05,MAT-0037,WH-05,970,213,757,265,36,582,785,565.27,2026-05-29T08:00:00+08:00,2026-06-15T05:15:00+08:00
INV-0037-06,MAT-0037,WH-06,1302,24,1278,408,3,582,785,565.27,2026-06-14T08:00:00+08:00,2026-06-15T05:54:00+08:00
INV-0038-01,MAT-0038,WH-01,1688,152,1536,762,42,1098,1482,500.81,2026-05-23T08:00:00+08:00,2026-06-15T06:32:00+08:00
INV-0038-02,MAT-0038,WH-02,390,69,321,1069,8,1098,1482,500.81,2026-06-08T08:00:00+08:00,2026-06-15T05:07:00+08:00
INV-0038-03,MAT-0038,WH-03,1498,117,1381,885,45,1098,1482,500.81,2026-05-24T08:00:00+08:00,2026-06-15T07:21:00+08:00
INV-0038-04,MAT-0038,WH-04,292,90,202,51,6,1098,1482,500.81,2026-05-22T08:00:00+08:00,2026-06-15T05:43:00+08:00
INV-0038-05,MAT-0038,WH-05,1378,256,1122,1313,23,1098,1482,500.81,2026-06-01T08:00:00+08:00,2026-06-15T06:38:00+08:00
INV-0038-06,MAT-0038,WH-06,2049,68,1981,424,0,1098,1482,500.81,2026-06-08T08:00:00+08:00,2026-06-15T07:37:00+08:00
INV-0039-01,MAT-0039,WH-01,746,82,664,151,26,382,516,914.27,2026-05-28T08:00:00+08:00,2026-06-15T06:30:00+08:00
INV-0039-02,MAT-0039,WH-02,824,24,800,168,10,382,516,914.27,2026-06-11T08:00:00+08:00,2026-06-15T05:20:00+08:00
INV-0039-03,MAT-0039,WH-03,530,114,416,255,9,382,516,914.27,2026-06-03T08:00:00+08:00,2026-06-15T06:39:00+08:00
INV-0039-04,MAT-0039,WH-04,810,248,562,39,21,382,516,914.27,2026-06-13T08:00:00+08:00,2026-06-15T06:23:00+08:00
INV-0039-05,MAT-0039,WH-05,563,152,411,151,0,382,516,914.27,2026-06-04T08:00:00+08:00,2026-06-15T05:31:00+08:00
INV-0039-06,MAT-0039,WH-06,718,99,619,247,27,382,516,914.27,2026-06-09T08:00:00+08:00,2026-06-15T05:52:00+08:00
INV-0040-01,MAT-0040,WH-01,326,19,307,123,11,340,459,23.46,2026-05-26T08:00:00+08:00,2026-06-15T07:42:00+08:00
INV-0040-02,MAT-0040,WH-02,328,5,323,306,3,340,459,23.46,2026-06-11T08:00:00+08:00,2026-06-15T07:52:00+08:00
INV-0040-03,MAT-0040,WH-03,633,112,521,263,8,340,459,23.46,2026-06-04T08:00:00+08:00,2026-06-15T06:43:00+08:00
INV-0040-04,MAT-0040,WH-04,357,98,259,147,5,340,459,23.46,2026-06-10T08:00:00+08:00,2026-06-15T07:39:00+08:00
INV-0040-05,MAT-0040,WH-05,647,169,478,294,18,340,459,23.46,2026-05-24T08:00:00+08:00,2026-06-15T07:08:00+08:00
INV-0040-06,MAT-0040,WH-06,92,9,83,271,1,340,459,23.46,2026-05-24T08:00:00+08:00,2026-06-15T06:39:00+08:00
INV-0041-01,MAT-0041,WH-01,463,100,363,219,2,397,536,346.11,2026-06-08T08:00:00+08:00,2026-06-15T05:37:00+08:00
INV-0041-02,MAT-0041,WH-02,918,38,880,308,19,397,536,346.11,2026-05-30T08:00:00+08:00,2026-06-15T05:17:00+08:00
INV-0041-03,MAT-0041,WH-03,630,190,440,176,22,397,536,346.11,2026-05-22T08:00:00+08:00,2026-06-15T06:10:00+08:00
INV-0041-04,MAT-0041,WH-04,614,154,460,385,22,397,536,346.11,2026-06-10T08:00:00+08:00,2026-06-15T07:28:00+08:00
INV-0041-05,MAT-0041,WH-05,721,168,553,457,21,397,536,346.11,2026-05-28T08:00:00+08:00,2026-06-15T05:01:00+08:00
INV-0041-06,MAT-0041,WH-06,113,34,79,396,2,397,536,346.11,2026-06-04T08:00:00+08:00,2026-06-15T06:20:00+08:00
INV-0042-01,MAT-0042,WH-01,8175,1089,7086,1324,17,4041,5455,447.13,2026-06-14T08:00:00+08:00,2026-06-15T06:37:00+08:00
INV-0042-02,MAT-0042,WH-02,6931,1023,5908,846,138,4041,5455,447.13,2026-05-25T08:00:00+08:00,2026-06-15T07:35:00+08:00
INV-0042-03,MAT-0042,WH-03,2166,565,1601,3289,26,4041,5455,447.13,2026-05-16T08:00:00+08:00,2026-06-15T05:59:00+08:00
INV-0042-04,MAT-0042,WH-04,7298,1563,5735,705,168,4041,5455,447.13,2026-06-15T08:00:00+08:00,2026-06-15T06:47:00+08:00
INV-0042-05,MAT-0042,WH-05,6033,744,5289,303,213,4041,5455,447.13,2026-06-13T08:00:00+08:00,2026-06-15T07:27:00+08:00
INV-0042-06,MAT-0042,WH-06,9158,2435,6723,4283,199,4041,5455,447.13,2026-06-10T08:00:00+08:00,2026-06-15T05:00:00+08:00
INV-0043-01,MAT-0043,WH-01,381,26,355,265,14,253,342,270.5,2026-05-18T08:00:00+08:00,2026-06-15T07:23:00+08:00
INV-0043-02,MAT-0043,WH-02,297,21,276,289,11,253,342,270.5,2026-06-04T08:00:00+08:00,2026-06-15T05:55:00+08:00
INV-0043-03,MAT-0043,WH-03,304,94,210,43,3,253,342,270.5,2026-06-12T08:00:00+08:00,2026-06-15T07:25:00+08:00
INV-0043-04,MAT-0043,WH-04,282,36,246,263,7,253,342,270.5,2026-06-03T08:00:00+08:00,2026-06-15T07:34:00+08:00
INV-0043-05,MAT-0043,WH-05,343,29,314,238,2,253,342,270.5,2026-06-01T08:00:00+08:00,2026-06-15T06:26:00+08:00
INV-0043-06,MAT-0043,WH-06,326,9,317,18,9,253,342,270.5,2026-05-24T08:00:00+08:00,2026-06-15T07:52:00+08:00
INV-0044-01,MAT-0044,WH-01,240,66,174,193,2,340,459,14.35,2026-06-08T08:00:00+08:00,2026-06-15T06:57:00+08:00
INV-0044-02,MAT-0044,WH-02,264,37,227,344,4,340,459,14.35,2026-05-23T08:00:00+08:00,2026-06-15T06:39:00+08:00
INV-0044-03,MAT-0044,WH-03,576,107,469,2,16,340,459,14.35,2026-05-31T08:00:00+08:00,2026-06-15T07:32:00+08:00
INV-0044-04,MAT-0044,WH-04,445,125,320,183,0,340,459,14.35,2026-05-25T08:00:00+08:00,2026-06-15T05:25:00+08:00
INV-0044-05,MAT-0044,WH-05,326,43,283,17,1,340,459,14.35,2026-06-12T08:00:00+08:00,2026-06-15T07:03:00+08:00
INV-0044-06,MAT-0044,WH-06,711,25,686,169,16,340,459,14.35,2026-05-23T08:00:00+08:00,2026-06-15T05:59:00+08:00
INV-0045-01,MAT-0045,WH-01,239,29,210,198,2,168,227,22.0,2026-05-17T08:00:00+08:00,2026-06-15T06:54:00+08:00
INV-0045-02,MAT-0045,WH-02,94,12,82,145,1,168,227,22.0,2026-06-10T08:00:00+08:00,2026-06-15T06:34:00+08:00
INV-0045-03,MAT-0045,WH-03,57,13,44,61,0,168,227,22.0,2026-05-28T08:00:00+08:00,2026-06-15T05:24:00+08:00
INV-0045-04,MAT-0045,WH-04,71,20,51,170,1,168,227,22.0,2026-05-17T08:00:00+08:00,2026-06-15T07:14:00+08:00
INV-0045-05,MAT-0045,WH-05,98,8,90,26,3,168,227,22.0,2026-05-25T08:00:00+08:00,2026-06-15T06:17:00+08:00
INV-0045-06,MAT-0045,WH-06,305,6,299,167,5,168,227,22.0,2026-06-12T08:00:00+08:00,2026-06-15T07:38:00+08:00
INV-0046-01,MAT-0046,WH-01,2350,430,1920,76,31,1381,1864,1080.22,2026-05-21T08:00:00+08:00,2026-06-15T06:25:00+08:00
INV-0046-02,MAT-0046,WH-02,2574,349,2225,103,97,1381,1864,1080.22,2026-06-12T08:00:00+08:00,2026-06-15T06:21:00+08:00
INV-0046-03,MAT-0046,WH-03,3055,763,2292,399,62,1381,1864,1080.22,2026-06-06T08:00:00+08:00,2026-06-15T07:58:00+08:00
INV-0046-04,MAT-0046,WH-04,1507,442,1065,1475,56,1381,1864,1080.22,2026-06-11T08:00:00+08:00,2026-06-15T06:00:00+08:00
INV-0046-05,MAT-0046,WH-05,1068,128,940,1221,32,1381,1864,1080.22,2026-06-01T08:00:00+08:00,2026-06-15T05:09:00+08:00
INV-0046-06,MAT-0046,WH-06,1413,491,922,391,45,1381,1864,1080.22,2026-06-11T08:00:00+08:00,2026-06-15T05:53:00+08:00
INV-0047-01,MAT-0047,WH-01,905,74,831,24,35,826,1115,413.44,2026-05-19T08:00:00+08:00,2026-06-15T05:09:00+08:00
INV-0047-02,MAT-0047,WH-02,1161,281,880,528,21,826,1115,413.44,2026-06-12T08:00:00+08:00,2026-06-15T05:17:00+08:00
INV-0047-03,MAT-0047,WH-03,481,54,427,619,1,826,1115,413.44,2026-05-24T08:00:00+08:00,2026-06-15T07:33:00+08:00
INV-0047-04,MAT-0047,WH-04,468,30,438,155,2,826,1115,413.44,2026-06-13T08:00:00+08:00,2026-06-15T07:05:00+08:00
INV-0047-05,MAT-0047,WH-05,1631,499,1132,440,21,826,1115,413.44,2026-05-24T08:00:00+08:00,2026-06-15T05:49:00+08:00
INV-0047-06,MAT-0047,WH-06,1346,364,982,653,23,826,1115,413.44,2026-06-09T08:00:00+08:00,2026-06-15T07:36:00+08:00
INV-0048-01,MAT-0048,WH-01,1092,260,832,168,25,545,736,15.8,2026-06-14T08:00:00+08:00,2026-06-15T07:09:00+08:00
INV-0048-02,MAT-0048,WH-02,1162,245,917,369,23,545,736,15.8,2026-06-09T08:00:00+08:00,2026-06-15T06:50:00+08:00
INV-0048-03,MAT-0048,WH-03,1112,379,733,256,0,545,736,15.8,2026-05-24T08:00:00+08:00,2026-06-15T06:33:00+08:00
INV-0048-04,MAT-0048,WH-04,1032,187,845,569,0,545,736,15.8,2026-06-13T08:00:00+08:00,2026-06-15T05:49:00+08:00
INV-0048-05,MAT-0048,WH-05,1243,360,883,455,8,545,736,15.8,2026-05-17T08:00:00+08:00,2026-06-15T07:49:00+08:00
INV-0048-06,MAT-0048,WH-06,794,141,653,596,23,545,736,15.8,2026-05-29T08:00:00+08:00,2026-06-15T06:34:00+08:00
INV-0049-01,MAT-0049,WH-01,1247,122,1125,210,14,546,738,3.78,2026-06-07T08:00:00+08:00,2026-06-15T06:06:00+08:00
INV-0049-02,MAT-0049,WH-02,957,113,844,381,30,546,738,3.78,2026-05-16T08:00:00+08:00,2026-06-15T05:51:00+08:00
INV-0049-03,MAT-0049,WH-03,380,49,331,464,0,546,738,3.78,2026-05-18T08:00:00+08:00,2026-06-15T07:07:00+08:00
INV-0049-04,MAT-0049,WH-04,504,137,367,530,1,546,738,3.78,2026-06-15T08:00:00+08:00,2026-06-15T05:03:00+08:00
INV-0049-05,MAT-0049,WH-05,130,33,97,627,4,546,738,3.78,2026-06-03T08:00:00+08:00,2026-06-15T06:36:00+08:00
INV-0049-06,MAT-0049,WH-06,692,3,689,427,8,546,738,3.78,2026-05-24T08:00:00+08:00,2026-06-15T06:35:00+08:00
INV-0050-01,MAT-0050,WH-01,1840,330,1510,984,21,2543,3433,599.47,2026-06-12T08:00:00+08:00,2026-06-15T05:00:00+08:00
INV-0050-02,MAT-0050,WH-02,2424,673,1751,661,57,2543,3433,599.47,2026-06-04T08:00:00+08:00,2026-06-15T06:49:00+08:00
INV-0050-03,MAT-0050,WH-03,1003,240,763,1040,10,2543,3433,599.47,2026-06-05T08:00:00+08:00,2026-06-15T07:17:00+08:00
INV-0050-04,MAT-0050,WH-04,1597,42,1555,2495,19,2543,3433,599.47,2026-05-19T08:00:00+08:00,2026-06-15T06:07:00+08:00
INV-0050-05,MAT-0050,WH-05,4912,1190,3722,2795,1,2543,3433,599.47,2026-06-06T08:00:00+08:00,2026-06-15T05:25:00+08:00
INV-0050-06,MAT-0050,WH-06,4214,13,4201,2698,99,2543,3433,599.47,2026-06-01T08:00:00+08:00,2026-06-15T06:40:00+08:00
INV-0051-01,MAT-0051,WH-01,771,121,650,285,25,370,499,45.08,2026-05-28T08:00:00+08:00,2026-06-15T07:20:00+08:00
INV-0051-02,MAT-0051,WH-02,108,33,75,250,2,370,499,45.08,2026-05-21T08:00:00+08:00,2026-06-15T05:01:00+08:00
INV-0051-03,MAT-0051,WH-03,414,44,370,292,3,370,499,45.08,2026-06-07T08:00:00+08:00,2026-06-15T05:17:00+08:00
INV-0051-04,MAT-0051,WH-04,544,141,403,284,5,370,499,45.08,2026-06-10T08:00:00+08:00,2026-06-15T05:42:00+08:00
INV-0051-05,MAT-0051,WH-05,502,147,355,288,15,370,499,45.08,2026-06-08T08:00:00+08:00,2026-06-15T06:08:00+08:00
INV-0051-06,MAT-0051,WH-06,249,76,173,149,2,370,499,45.08,2026-05-28T08:00:00+08:00,2026-06-15T06:10:00+08:00
INV-0052-01,MAT-0052,WH-01,458,32,426,644,10,685,924,80.81,2026-05-24T08:00:00+08:00,2026-06-15T06:03:00+08:00
INV-0052-02,MAT-0052,WH-02,1511,224,1287,112,56,685,924,80.81,2026-05-31T08:00:00+08:00,2026-06-15T07:11:00+08:00
INV-0052-03,MAT-0052,WH-03,306,71,235,317,0,685,924,80.81,2026-05-31T08:00:00+08:00,2026-06-15T07:43:00+08:00
INV-0052-04,MAT-0052,WH-04,951,232,719,428,3,685,924,80.81,2026-06-01T08:00:00+08:00,2026-06-15T06:48:00+08:00
INV-0052-05,MAT-0052,WH-05,410,108,302,685,0,685,924,80.81,2026-06-10T08:00:00+08:00,2026-06-15T06:40:00+08:00
INV-0052-06,MAT-0052,WH-06,1099,257,842,95,38,685,924,80.81,2026-05-26T08:00:00+08:00,2026-06-15T07:25:00+08:00
INV-0053-01,MAT-0053,WH-01,587,162,425,125,0,296,400,28.19,2026-05-23T08:00:00+08:00,2026-06-15T05:53:00+08:00
INV-0053-02,MAT-0053,WH-02,628,181,447,104,4,296,400,28.19,2026-05-24T08:00:00+08:00,2026-06-15T05:34:00+08:00
INV-0053-03,MAT-0053,WH-03,398,25,373,252,10,296,400,28.19,2026-06-14T08:00:00+08:00,2026-06-15T07:49:00+08:00
INV-0053-04,MAT-0053,WH-04,67,21,46,191,0,296,400,28.19,2026-05-17T08:00:00+08:00,2026-06-15T07:39:00+08:00
INV-0053-05,MAT-0053,WH-05,540,105,435,355,14,296,400,28.19,2026-05-22T08:00:00+08:00,2026-06-15T07:28:00+08:00
INV-0053-06,MAT-0053,WH-06,410,96,314,48,10,296,400,28.19,2026-05-19T08:00:00+08:00,2026-06-15T06:20:00+08:00
INV-0054-01,MAT-0054,WH-01,173,36,137,96,1,111,150,658.09,2026-05-24T08:00:00+08:00,2026-06-15T06:00:00+08:00
INV-0054-02,MAT-0054,WH-02,185,59,126,131,0,111,150,658.09,2026-06-04T08:00:00+08:00,2026-06-15T07:10:00+08:00
INV-0054-03,MAT-0054,WH-03,95,32,63,67,3,111,150,658.09,2026-06-03T08:00:00+08:00,2026-06-15T07:01:00+08:00
INV-0054-04,MAT-0054,WH-04,70,2,68,15,0,111,150,658.09,2026-06-12T08:00:00+08:00,2026-06-15T05:39:00+08:00
INV-0054-05,MAT-0054,WH-05,205,23,182,128,2,111,150,658.09,2026-06-15T08:00:00+08:00,2026-06-15T06:48:00+08:00
INV-0054-06,MAT-0054,WH-06,114,1,113,118,1,111,150,658.09,2026-05-25T08:00:00+08:00,2026-06-15T05:17:00+08:00
INV-0055-01,MAT-0055,WH-01,323,84,239,502,2,567,766,487.14,2026-06-06T08:00:00+08:00,2026-06-15T06:46:00+08:00
INV-0055-02,MAT-0055,WH-02,158,21,137,515,0,567,766,487.14,2026-05-22T08:00:00+08:00,2026-06-15T06:35:00+08:00
INV-0055-03,MAT-0055,WH-03,308,103,205,99,9,567,766,487.14,2026-05-26T08:00:00+08:00,2026-06-15T07:55:00+08:00
INV-0055-04,MAT-0055,WH-04,293,40,253,402,6,567,766,487.14,2026-06-04T08:00:00+08:00,2026-06-15T05:01:00+08:00
INV-0055-05,MAT-0055,WH-05,1306,235,1071,280,36,567,766,487.14,2026-05-21T08:00:00+08:00,2026-06-15T06:31:00+08:00
INV-0055-06,MAT-0055,WH-06,1275,272,1003,79,27,567,766,487.14,2026-05-29T08:00:00+08:00,2026-06-15T07:11:00+08:00
INV-0056-01,MAT-0056,WH-01,667,70,597,192,16,1296,1749,296.98,2026-06-05T08:00:00+08:00,2026-06-15T06:11:00+08:00
INV-0056-02,MAT-0056,WH-02,369,15,354,610,5,1296,1749,296.98,2026-05-22T08:00:00+08:00,2026-06-15T05:07:00+08:00
INV-0056-03,MAT-0056,WH-03,792,203,589,641,26,1296,1749,296.98,2026-06-07T08:00:00+08:00,2026-06-15T06:39:00+08:00
INV-0056-04,MAT-0056,WH-04,2543,632,1911,268,81,1296,1749,296.98,2026-05-22T08:00:00+08:00,2026-06-15T07:49:00+08:00
INV-0056-05,MAT-0056,WH-05,392,65,327,156,3,1296,1749,296.98,2026-06-12T08:00:00+08:00,2026-06-15T06:29:00+08:00
INV-0056-06,MAT-0056,WH-06,1952,653,1299,175,22,1296,1749,296.98,2026-06-05T08:00:00+08:00,2026-06-15T05:51:00+08:00
INV-0057-01,MAT-0057,WH-01,399,64,335,715,3,1246,1682,137.52,2026-05-28T08:00:00+08:00,2026-06-15T05:30:00+08:00
INV-0057-02,MAT-0057,WH-02,1258,224,1034,614,8,1246,1682,137.52,2026-05-17T08:00:00+08:00,2026-06-15T07:34:00+08:00
INV-0057-03,MAT-0057,WH-03,2480,263,2217,668,19,1246,1682,137.52,2026-06-11T08:00:00+08:00,2026-06-15T07:46:00+08:00
INV-0057-04,MAT-0057,WH-04,1386,417,969,572,36,1246,1682,137.52,2026-06-01T08:00:00+08:00,2026-06-15T06:25:00+08:00
INV-0057-05,MAT-0057,WH-05,2700,683,2017,1402,42,1246,1682,137.52,2026-06-12T08:00:00+08:00,2026-06-15T07:30:00+08:00
INV-0057-06,MAT-0057,WH-06,2265,733,1532,194,68,1246,1682,137.52,2026-06-06T08:00:00+08:00,2026-06-15T06:06:00+08:00
INV-0058-01,MAT-0058,WH-01,573,63,510,981,5,1264,1707,485.32,2026-05-30T08:00:00+08:00,2026-06-15T05:50:00+08:00
INV-0058-02,MAT-0058,WH-02,613,12,601,1027,19,1264,1707,485.32,2026-05-23T08:00:00+08:00,2026-06-15T07:46:00+08:00
INV-0058-03,MAT-0058,WH-03,1546,158,1388,1433,9,1264,1707,485.32,2026-06-07T08:00:00+08:00,2026-06-15T06:15:00+08:00
INV-0058-04,MAT-0058,WH-04,2945,996,1949,1206,22,1264,1707,485.32,2026-06-08T08:00:00+08:00,2026-06-15T06:17:00+08:00
INV-0058-05,MAT-0058,WH-05,2017,294,1723,883,46,1264,1707,485.32,2026-05-21T08:00:00+08:00,2026-06-15T06:55:00+08:00
INV-0058-06,MAT-0058,WH-06,1891,467,1424,1149,60,1264,1707,485.32,2026-05-27T08:00:00+08:00,2026-06-15T05:49:00+08:00
INV-0059-01,MAT-0059,WH-01,3434,1177,2257,1595,107,2324,3137,744.15,2026-05-30T08:00:00+08:00,2026-06-15T05:42:00+08:00
INV-0059-02,MAT-0059,WH-02,3046,407,2639,1216,31,2324,3137,744.15,2026-05-26T08:00:00+08:00,2026-06-15T06:41:00+08:00
INV-0059-03,MAT-0059,WH-03,5365,1679,3686,2138,48,2324,3137,744.15,2026-05-21T08:00:00+08:00,2026-06-15T07:55:00+08:00
INV-0059-04,MAT-0059,WH-04,1868,410,1458,2186,52,2324,3137,744.15,2026-05-29T08:00:00+08:00,2026-06-15T05:18:00+08:00
INV-0059-05,MAT-0059,WH-05,4254,1193,3061,384,103,2324,3137,744.15,2026-05-31T08:00:00+08:00,2026-06-15T07:55:00+08:00
INV-0059-06,MAT-0059,WH-06,4532,678,3854,41,42,2324,3137,744.15,2026-05-20T08:00:00+08:00,2026-06-15T05:11:00+08:00
INV-0060-01,MAT-0060,WH-01,2214,146,2068,1192,7,1096,1480,481.55,2026-05-20T08:00:00+08:00,2026-06-15T05:21:00+08:00
INV-0060-02,MAT-0060,WH-02,1749,40,1709,395,12,1096,1480,481.55,2026-06-06T08:00:00+08:00,2026-06-15T05:14:00+08:00
INV-0060-03,MAT-0060,WH-03,1069,161,908,1101,27,1096,1480,481.55,2026-05-17T08:00:00+08:00,2026-06-15T05:24:00+08:00
INV-0060-04,MAT-0060,WH-04,1852,6,1846,166,0,1096,1480,481.55,2026-06-10T08:00:00+08:00,2026-06-15T05:14:00+08:00
INV-0060-05,MAT-0060,WH-05,2244,318,1926,233,62,1096,1480,481.55,2026-06-13T08:00:00+08:00,2026-06-15T06:28:00+08:00
INV-0060-06,MAT-0060,WH-06,960,205,755,1283,32,1096,1480,481.55,2026-06-09T08:00:00+08:00,2026-06-15T07:54:00+08:00
INV-0061-01,MAT-0061,WH-01,958,65,893,459,35,528,712,308.6,2026-06-04T08:00:00+08:00,2026-06-15T06:04:00+08:00
INV-0061-02,MAT-0061,WH-02,192,29,163,262,7,528,712,308.6,2026-05-31T08:00:00+08:00,2026-06-15T05:50:00+08:00
INV-0061-03,MAT-0061,WH-03,603,61,542,200,11,528,712,308.6,2026-05-30T08:00:00+08:00,2026-06-15T07:22:00+08:00
INV-0061-04,MAT-0061,WH-04,1071,18,1053,226,32,528,712,308.6,2026-06-04T08:00:00+08:00,2026-06-15T07:45:00+08:00
INV-0061-05,MAT-0061,WH-05,1244,154,1090,595,4,528,712,308.6,2026-06-08T08:00:00+08:00,2026-06-15T06:07:00+08:00
INV-0061-06,MAT-0061,WH-06,429,64,365,571,5,528,712,308.6,2026-05-17T08:00:00+08:00,2026-06-15T07:04:00+08:00
INV-0062-01,MAT-0062,WH-01,115,7,108,49,2,79,107,912.33,2026-06-09T08:00:00+08:00,2026-06-15T05:31:00+08:00
INV-0062-02,MAT-0062,WH-02,54,14,40,52,1,79,107,912.33,2026-05-16T08:00:00+08:00,2026-06-15T07:15:00+08:00
INV-0062-03,MAT-0062,WH-03,185,39,146,82,6,79,107,912.33,2026-05-17T08:00:00+08:00,2026-06-15T05:27:00+08:00
INV-0062-04,MAT-0062,WH-04,98,32,66,42,0,79,107,912.33,2026-05-21T08:00:00+08:00,2026-06-15T07:31:00+08:00
INV-0062-05,MAT-0062,WH-05,129,41,88,26,3,79,107,912.33,2026-05-17T08:00:00+08:00,2026-06-15T05:38:00+08:00
INV-0062-06,MAT-0062,WH-06,139,30,109,30,3,79,107,912.33,2026-05-31T08:00:00+08:00,2026-06-15T06:12:00+08:00
INV-0063-01,MAT-0063,WH-01,847,58,789,66,6,961,1298,94.79,2026-06-12T08:00:00+08:00,2026-06-15T05:45:00+08:00
INV-0063-02,MAT-0063,WH-02,650,58,592,170,23,961,1298,94.79,2026-05-16T08:00:00+08:00,2026-06-15T06:21:00+08:00
INV-0063-03,MAT-0063,WH-03,1326,134,1192,202,4,961,1298,94.79,2026-05-22T08:00:00+08:00,2026-06-15T07:21:00+08:00
INV-0063-04,MAT-0063,WH-04,601,78,523,469,16,961,1298,94.79,2026-06-15T08:00:00+08:00,2026-06-15T06:39:00+08:00
INV-0063-05,MAT-0063,WH-05,2299,459,1840,714,54,961,1298,94.79,2026-06-02T08:00:00+08:00,2026-06-15T06:15:00+08:00
