shipment_id,purchase_order_id,supplier_id,transport_mode,carrier,origin,destination_warehouse_id,planned_arrival_at,estimated_arrival_at,delay_hours,shipment_status,tracking_number,freight_cost,updated_at
SHP-0000388,PO-202601-001053,SUP-057,sea,承运商16,青岛,WH-03,2026-01-14T18:34:00+08:00,2026-01-15T18:34:00+08:00,24,delayed,CG000000000388,7537.12,2026-06-14T14:10:00+08:00
SHP-0000389,PO-202602-000211,SUP-011,rail,承运商04,青岛,WH-04,2026-02-14T18:03:00+08:00,2026-02-15T00:03:00+08:00,6,in_transit,CG000000000389,38983.51,2026-06-15T03:12:00+08:00
SHP-0000390,PO-202512-000268,SUP-004,road,承运商02,武汉,WH-03,2025-12-23T02:23:00+08:00,2025-12-23T02:23:00+08:00,0,in_transit,CG000000000390,3967.73,2026-06-14T09:01:00+08:00
SHP-0000391,PO-202605-001408,SUP-053,rail,承运商15,杭州,WH-05,2026-05-20T12:10:00+08:00,2026-05-21T00:10:00+08:00,12,in_transit,CG000000000391,20317.17,2026-06-14T21:18:00+08:00
SHP-0000392,PO-202604-000431,SUP-005,road,承运商18,东莞,WH-03,2026-04-20T03:32:00+08:00,2026-04-20T09:32:00+08:00,6,delayed,CG000000000392,27989.99,2026-06-14T09:28:00+08:00
SHP-0000393,PO-202509-001530,SUP-050,sea,承运商24,天津,WH-05,2025-09-19T11:17:00+08:00,2025-09-19T11:17:00+08:00,0,in_transit,CG000000000393,51437.95,2026-06-14T17:33:00+08:00
SHP-0000394,PO-202507-000903,SUP-004,road,承运商24,武汉,WH-05,2025-07-28T22:55:00+08:00,2025-07-28T22:55:00+08:00,0,delivered,CG000000000394,16798.46,2026-06-14T12:40:00+08:00
SHP-0000395,PO-202605-000617,SUP-012,sea,承运商20,青岛,WH-04,2026-05-17T19:16:00+08:00,2026-05-18T07:16:00+08:00,12,delayed,CG000000000395,35698.65,2026-06-14T12:35:00+08:00
SHP-0000396,PO-202602-001046,SUP-025,road,承运商17,青岛,WH-02,2026-02-15T01:58:00+08:00,2026-02-15T01:58:00+08:00,0,delayed,CG000000000396,19705.66,2026-06-14T11:42:00+08:00
SHP-0000397,PO-202506-000953,SUP-054,road,承运商05,成都,WH-04,2025-06-23T06:54:00+08:00,2025-06-23T06:54:00+08:00,0,delayed,CG000000000397,55889.74,2026-06-15T06:10:00+08:00
SHP-0000398,PO-202511-001302,SUP-047,sea,承运商20,合肥,WH-03,2025-11-23T02:10:00+08:00,2025-11-23T02:10:00+08:00,0,delivered,CG000000000398,63038.51,2026-06-15T06:59:00+08:00
SHP-0000399,PO-202507-000193,SUP-030,sea,承运商06,天津,WH-05,2025-07-08T15:38:00+08:00,2025-07-09T03:38:00+08:00,12,in_transit,CG000000000399,27207.88,2026-06-14T18:07:00+08:00
SHP-0000400,PO-202605-001205,SUP-028,road,承运商21,杭州,WH-04,2026-05-06T09:50:00+08:00,2026-05-06T21:50:00+08:00,12,delivered,CG000000000400,20508.7,2026-06-14T18:52:00+08:00
SHP-0000401,PO-202512-001705,SUP-015,road,承运商14,东莞,WH-01,2025-12-27T02:43:00+08:00,2025-12-27T08:43:00+08:00,6,in_transit,CG000000000401,41294.84,2026-06-14T09:30:00+08:00
SHP-0000402,PO-202512-000702,SUP-037,road,承运商22,合肥,WH-02,2026-01-04T16:20:00+08:00,2026-01-04T16:20:00+08:00,0,delivered,CG000000000402,35510.93,2026-06-14T14:30:00+08:00
SHP-0000403,PO-202603-001282,SUP-017,road,承运商09,上海,WH-03,2026-04-02T22:14:00+08:00,2026-04-04T22:14:00+08:00,48,delivered,CG000000000403,18546.68,2026-06-15T07:40:00+08:00
SHP-0000404,PO-202512-001187,SUP-028,rail,承运商22,合肥,WH-04,2025-12-17T18:11:00+08:00,2025-12-18T00:11:00+08:00,6,in_transit,CG000000000404,27313.08,2026-06-14T15:57:00+08:00
SHP-0000405,PO-202605-000148,SUP-020,road,承运商08,青岛,WH-01,2026-05-13T05:03:00+08:00,2026-05-13T05:03:00+08:00,0,customs_hold,CG000000000405,14507.4,2026-06-14T08:45:00+08:00
SHP-0000406,PO-202507-001054,SUP-036,road,承运商07,武汉,WH-01,2025-07-18T15:05:00+08:00,2025-07-19T15:05:00+08:00,24,delayed,CG000000000406,11461.05,2026-06-15T02:53:00+08:00
SHP-0000407,PO-202601-000887,SUP-039,road,承运商13,青岛,WH-06,2026-01-14T15:16:00+08:00,2026-01-15T15:16:00+08:00,24,delivered,CG000000000407,25556.16,2026-06-14T20:35:00+08:00
SHP-0000408,PO-202605-000309,SUP-015,rail,承运商03,东莞,WH-02,2026-05-09T01:37:00+08:00,2026-05-11T01:37:00+08:00,48,delivered,CG000000000408,59286.36,2026-06-14T19:48:00+08:00
SHP-0000409,PO-202604-001569,SUP-049,air,承运商12,合肥,WH-04,2026-04-09T20:12:00+08:00,2026-04-09T20:12:00+08:00,0,in_transit,CG000000000409,41462.12,2026-06-14T15:43:00+08:00
SHP-0000410,PO-202512-000505,SUP-056,sea,承运商05,宁波,WH-05,2026-01-06T09:45:00+08:00,2026-01-06T21:45:00+08:00,12,in_transit,CG000000000410,56746.06,2026-06-14T19:24:00+08:00
SHP-0000411,PO-202508-000827,SUP-042,road,承运商15,杭州,WH-01,2025-08-26T14:39:00+08:00,2025-08-27T02:39:00+08:00,12,delayed,CG000000000411,18825.03,2026-06-14T21:11:00+08:00
SHP-0000412,PO-202603-000555,SUP-048,road,承运商04,上海,WH-05,2026-04-01T04:20:00+08:00,2026-04-01T04:20:00+08:00,0,delayed,CG000000000412,1856.37,2026-06-14T13:54:00+08:00
SHP-0000413,PO-202604-001136,SUP-011,rail,承运商11,杭州,WH-01,2026-04-24T02:48:00+08:00,2026-04-24T02:48:00+08:00,0,in_transit,CG000000000413,57570.95,2026-06-15T01:11:00+08:00
SHP-0000414,PO-202606-000571,SUP-015,road,承运商04,天津,WH-02,2026-06-08T22:19:00+08:00,2026-06-08T22:19:00+08:00,0,delivered,CG000000000414,18929.55,2026-06-15T01:39:00+08:00
SHP-0000415,PO-202509-000395,SUP-045,sea,承运商07,武汉,WH-01,2025-09-23T12:41:00+08:00,2025-09-23T12:41:00+08:00,0,delivered,CG000000000415,23784.53,2026-06-15T03:11:00+08:00
SHP-0000416,PO-202602-001308,SUP-038,road,承运商02,上海,WH-06,2026-02-18T17:32:00+08:00,2026-02-19T05:32:00+08:00,12,customs_hold,CG000000000416,29981.98,2026-06-14T10:00:00+08:00
SHP-0000417,PO-202605-001515,SUP-032,rail,承运商10,苏州,WH-06,2026-05-11T09:08:00+08:00,2026-05-13T09:08:00+08:00,48,in_transit,CG000000000417,20815.6,2026-06-14T17:40:00+08:00
SHP-0000418,PO-202512-001698,SUP-005,air,承运商14,成都,WH-06,2025-12-21T12:47:00+08:00,2025-12-22T12:47:00+08:00,24,in_transit,CG000000000418,123614.0,2026-06-14T23:28:00+08:00
SHP-0000419,PO-202512-000255,SUP-024,road,承运商24,成都,WH-05,2026-01-05T05:55:00+08:00,2026-01-05T05:55:00+08:00,0,delivered,CG000000000419,24548.26,2026-06-15T01:50:00+08:00
SHP-0000420,PO-202508-001210,SUP-002,road,承运商13,宁波,WH-05,2025-08-06T02:44:00+08:00,2025-08-06T02:44:00+08:00,0,in_transit,CG000000000420,3016.49,2026-06-14T12:21:00+08:00
SHP-0000421,PO-202605-001255,SUP-008,road,承运商20,上海,WH-04,2026-05-12T20:54:00+08:00,2026-05-13T20:54:00+08:00,24,delivered,CG000000000421,31995.15,2026-06-15T04:22:00+08:00
SHP-0000422,PO-202507-000140,SUP-044,road,承运商02,苏州,WH-04,2025-07-11T23:43:00+08:00,2025-07-14T23:43:00+08:00,72,delivered,CG000000000422,11036.81,2026-06-15T06:08:00+08:00
SHP-0000423,PO-202507-000391,SUP-056,sea,承运商24,武汉,WH-01,2025-07-17T20:41:00+08:00,2025-07-17T20:41:00+08:00,0,delivered,CG000000000423,55170.0,2026-06-14T15:42:00+08:00
SHP-0000424,PO-202604-000209,SUP-031,road,承运商07,天津,WH-05,2026-04-15T23:31:00+08:00,2026-04-16T05:31:00+08:00,6,customs_hold,CG000000000424,45650.99,2026-06-15T02:19:00+08:00
SHP-0000425,PO-202606-001074,SUP-034,road,承运商16,武汉,WH-03,2026-06-07T08:38:00+08:00,2026-06-07T14:38:00+08:00,6,customs_hold,CG000000000425,36936.65,2026-06-14T23:39:00+08:00
SHP-0000426,PO-202603-000602,SUP-023,rail,承运商04,上海,WH-02,2026-04-02T16:38:00+08:00,2026-04-02T16:38:00+08:00,0,in_transit,CG000000000426,66385.0,2026-06-14T21:54:00+08:00
SHP-0000427,PO-202603-000618,SUP-042,rail,承运商15,苏州,WH-06,2026-03-20T01:54:00+08:00,2026-03-20T01:54:00+08:00,0,in_transit,CG000000000427,32964.64,2026-06-14T17:56:00+08:00
SHP-0000428,PO-202512-000520,SUP-036,road,承运商18,东莞,WH-01,2026-01-02T03:09:00+08:00,2026-01-02T03:09:00+08:00,0,delivered,CG000000000428,44277.49,2026-06-14T14:33:00+08:00
SHP-0000429,PO-202605-000043,SUP-022,sea,承运商03,东莞,WH-02,2026-05-29T06:50:00+08:00,2026-05-29T06:50:00+08:00,0,delivered,CG000000000429,38053.03,2026-06-15T01:26:00+08:00
SHP-0000430,PO-202603-001301,SUP-040,road,承运商22,合肥,WH-01,2026-03-05T18:59:00+08:00,2026-03-05T18:59:00+08:00,0,delivered,CG000000000430,61081.24,2026-06-15T01:21:00+08:00
SHP-0000431,PO-202606-000593,SUP-047,sea,承运商09,杭州,WH-05,2026-06-08T07:16:00+08:00,2026-06-09T07:16:00+08:00,24,in_transit,CG000000000431,42101.59,2026-06-15T07:12:00+08:00
SHP-0000432,PO-202507-001054,SUP-036,sea,承运商05,杭州,WH-02,2025-07-18T15:05:00+08:00,2025-07-19T15:05:00+08:00,24,delivered,CG000000000432,13273.39,2026-06-14T17:55:00+08:00
SHP-0000433,PO-202511-000305,SUP-043,rail,承运商15,杭州,WH-04,2025-11-12T15:13:00+08:00,2025-11-13T03:13:00+08:00,12,in_transit,CG000000000433,3983.87,2026-06-15T05:20:00+08:00
SHP-0000434,PO-202507-001345,SUP-026,road,承运商12,上海,WH-04,2025-07-18T16:42:00+08:00,2025-07-18T22:42:00+08:00,6,delayed,CG000000000434,60225.75,2026-06-14T09:52:00+08:00
SHP-0000435,PO-202508-001767,SUP-053,road,承运商05,上海,WH-04,2025-08-17T13:44:00+08:00,2025-08-17T13:44:00+08:00,0,delivered,CG000000000435,21213.94,2026-06-15T05:03:00+08:00
SHP-0000436,PO-202604-001658,SUP-007,rail,承运商19,宁波,WH-03,2026-04-27T07:51:00+08:00,2026-04-27T13:51:00+08:00,6,customs_hold,CG000000000436,6893.91,2026-06-14T20:41:00+08:00
SHP-0000437,PO-202509-000844,SUP-018,air,承运商03,上海,WH-01,2025-09-07T13:30:00+08:00,2025-09-07T13:30:00+08:00,0,delayed,CG000000000437,43502.76,2026-06-15T00:36:00+08:00
SHP-0000438,PO-202507-001070,SUP-005,sea,承运商02,青岛,WH-06,2025-07-31T20:11:00+08:00,2025-08-01T08:11:00+08:00,12,delayed,CG000000000438,2257.96,2026-06-14T09:38:00+08:00
SHP-0000439,PO-202512-000864,SUP-052,road,承运商20,天津,WH-06,2025-12-11T18:56:00+08:00,2025-12-11T18:56:00+08:00,0,in_transit,CG000000000439,66387.22,2026-06-14T09:29:00+08:00
SHP-0000440,PO-202605-001559,SUP-043,rail,承运商15,天津,WH-06,2026-05-25T05:28:00+08:00,2026-05-27T05:28:00+08:00,48,delivered,CG000000000440,56777.12,2026-06-14T17:24:00+08:00
SHP-0000441,PO-202508-000127,SUP-015,road,承运商10,成都,WH-04,2025-08-23T06:09:00+08:00,2025-08-25T06:09:00+08:00,48,customs_hold,CG000000000441,26288.85,2026-06-14T18:33:00+08:00
SHP-0000442,PO-202601-001495,SUP-045,sea,承运商05,宁波,WH-06,2026-01-29T05:30:00+08:00,2026-01-29T05:30:00+08:00,0,in_transit,CG000000000442,20418.08,2026-06-14T10:33:00+08:00
SHP-0000443,PO-202606-000030,SUP-016,rail,承运商10,成都,WH-06,2026-06-14T07:08:00+08:00,2026-06-14T07:08:00+08:00,0,customs_hold,CG000000000443,38377.36,2026-06-14T21:52:00+08:00
SHP-0000444,PO-202604-000123,SUP-028,road,承运商15,合肥,WH-02,2026-04-15T02:40:00+08:00,2026-04-15T08:40:00+08:00,6,delivered,CG000000000444,4373.06,2026-06-15T02:34:00+08:00
SHP-0000445,PO-202507-001571,SUP-016,sea,承运商21,东莞,WH-03,2025-07-15T04:54:00+08:00,2025-07-15T10:54:00+08:00,6,delayed,CG000000000445,7134.74,2026-06-14T23:15:00+08:00
SHP-0000446,PO-202508-000723,SUP-033,sea,承运商18,天津,WH-03,2025-08-24T21:31:00+08:00,2025-08-25T21:31:00+08:00,24,in_transit,CG000000000446,5901.12,2026-06-14T17:28:00+08:00
SHP-0000447,PO-202511-001770,SUP-023,sea,承运商19,苏州,WH-05,2025-11-04T09:20:00+08:00,2025-11-04T09:20:00+08:00,0,delivered,CG000000000447,21072.46,2026-06-14T22:52:00+08:00
SHP-0000448,PO-202510-000299,SUP-043,air,承运商14,杭州,WH-05,2025-10-18T00:23:00+08:00,2025-10-18T00:23:00+08:00,0,delivered,CG000000000448,6409.45,2026-06-15T00:28:00+08:00
SHP-0000449,PO-202511-001472,SUP-046,road,承运商13,宁波,WH-05,2025-11-08T20:00:00+08:00,2025-11-08T20:00:00+08:00,0,in_transit,CG000000000449,27625.87,2026-06-15T04:05:00+08:00
SHP-0000450,PO-202507-000582,SUP-041,rail,承运商21,苏州,WH-05,2025-08-05T17:08:00+08:00,2025-08-05T17:08:00+08:00,0,in_transit,CG000000000450,28272.95,2026-06-14T10:08:00+08:00
SHP-0000451,PO-202510-001566,SUP-018,road,承运商10,宁波,WH-05,2025-10-12T21:02:00+08:00,2025-10-12T21:02:00+08:00,0,delivered,CG000000000451,1664.7,2026-06-14T11:40:00+08:00
SHP-0000452,PO-202606-000911,SUP-009,road,承运商01,东莞,WH-03,2026-06-04T16:57:00+08:00,2026-06-04T22:57:00+08:00,6,in_transit,CG000000000452,18126.61,2026-06-15T04:25:00+08:00
SHP-0000453,PO-202602-000236,SUP-019,sea,承运商04,宁波,WH-03,2026-02-12T15:17:00+08:00,2026-02-14T15:17:00+08:00,48,delivered,CG000000000453,56051.97,2026-06-15T03:49:00+08:00
SHP-0000454,PO-202601-000597,SUP-012,road,承运商18,东莞,WH-04,2026-01-26T06:28:00+08:00,2026-01-26T12:28:00+08:00,6,delivered,CG000000000454,47314.76,2026-06-14T15:55:00+08:00
SHP-0000455,PO-202605-001567,SUP-018,road,承运商21,宁波,WH-04,2026-06-01T04:49:00+08:00,2026-06-01T04:49:00+08:00,0,delivered,CG000000000455,36509.16,2026-06-14T16:04:00+08:00
SHP-0000456,PO-202605-001520,SUP-044,sea,承运商13,合肥,WH-02,2026-05-23T06:00:00+08:00,2026-05-23T06:00:00+08:00,0,delivered,CG000000000456,17297.26,2026-06-14T09:42:00+08:00
SHP-0000457,PO-202604-000739,SUP-004,road,承运商01,宁波,WH-03,2026-04-28T16:04:00+08:00,2026-04-29T16:04:00+08:00,24,in_transit,CG000000000457,1730.82,2026-06-14T18:47:00+08:00
SHP-0000458,PO-202602-001618,SUP-039,rail,承运商17,上海,WH-01,2026-03-04T07:02:00+08:00,2026-03-05T07:02:00+08:00,24,delayed,CG000000000458,30400.56,2026-06-14T10:09:00+08:00
SHP-0000459,PO-202511-000052,SUP-007,road,承运商20,上海,WH-04,2025-11-29T08:17:00+08:00,2025-11-29T14:17:00+08:00,6,delivered,CG000000000459,3352.42,2026-06-14T14:22:00+08:00
SHP-0000460,PO-202507-001141,SUP-018,road,承运商14,苏州,WH-03,2025-07-31T19:02:00+08:00,2025-07-31T19:02:00+08:00,0,delivered,CG000000000460,32541.82,2026-06-15T02:58:00+08:00
SHP-0000461,PO-202509-001761,SUP-047,road,承运商05,杭州,WH-02,2025-09-09T03:11:00+08:00,2025-09-09T09:11:00+08:00,6,delivered,CG000000000461,21600.88,2026-06-14T08:10:00+08:00
SHP-0000462,PO-202605-000617,SUP-012,sea,承运商03,天津,WH-02,2026-05-17T19:16:00+08:00,2026-05-17T19:16:00+08:00,0,customs_hold,CG000000000462,30743.43,2026-06-15T00:06:00+08:00
SHP-0000463,PO-202604-000187,SUP-049,road,承运商02,武汉,WH-04,2026-04-30T12:56:00+08:00,2026-04-30T12:56:00+08:00,0,customs_hold,CG000000000463,33960.05,2026-06-14T14:48:00+08:00
SHP-0000464,PO-202511-000392,SUP-055,road,承运商22,上海,WH-03,2025-11-16T17:06:00+08:00,2025-11-16T17:06:00+08:00,0,blocked,CG000000000464,19577.54,2026-06-14T09:49:00+08:00
SHP-0000465,PO-202604-001569,SUP-049,rail,承运商05,苏州,WH-05,2026-04-09T20:12:00+08:00,2026-04-09T20:12:00+08:00,0,in_transit,CG000000000465,19364.71,2026-06-15T04:25:00+08:00
SHP-0000466,PO-202602-001618,SUP-039,rail,承运商09,苏州,WH-01,2026-03-04T07:02:00+08:00,2026-03-05T07:02:00+08:00,24,delayed,CG000000000466,10152.3,2026-06-15T05:04:00+08:00
SHP-0000467,PO-202603-000405,SUP-054,sea,承运商04,青岛,WH-05,2026-03-19T07:12:00+08:00,2026-03-19T07:12:00+08:00,0,delivered,CG000000000467,59599.79,2026-06-14T17:01:00+08:00
SHP-0000468,PO-202509-001273,SUP-033,sea,承运商10,上海,WH-06,2025-09-05T23:11:00+08:00,2025-09-05T23:11:00+08:00,0,delivered,CG000000000468,45818.41,2026-06-15T07:39:00+08:00
SHP-0000469,PO-202605-001317,SUP-054,road,承运商17,东莞,WH-05,2026-05-26T02:25:00+08:00,2026-05-26T08:25:00+08:00,6,customs_hold,CG000000000469,17772.39,2026-06-14T20:29:00+08:00
SHP-0000470,PO-202605-000309,SUP-015,sea,承运商23,成都,WH-01,2026-05-09T01:37:00+08:00,2026-05-09T07:37:00+08:00,6,delivered,CG000000000470,44655.72,2026-06-14T22:41:00+08:00
SHP-0000471,PO-202511-000450,SUP-016,road,承运商12,成都,WH-06,2025-11-04T16:07:00+08:00,2025-11-04T16:07:00+08:00,0,delivered,CG000000000471,13743.2,2026-06-14T12:25:00+08:00
SHP-0000472,PO-202512-001692,SUP-047,sea,承运商18,合肥,WH-01,2025-12-13T22:25:00+08:00,2025-12-14T22:25:00+08:00,24,delivered,CG000000000472,50136.1,2026-06-15T00:50:00+08:00
SHP-0000473,PO-202511-000728,SUP-016,road,承运商03,青岛,WH-06,2025-12-04T02:13:00+08:00,2025-12-05T02:13:00+08:00,24,in_transit,CG000000000473,16313.18,2026-06-14T21:35:00+08:00
SHP-0000474,PO-202603-000293,SUP-030,rail,承运商07,苏州,WH-02,2026-03-20T11:34:00+08:00,2026-03-20T11:34:00+08:00,0,delivered,CG000000000474,45046.89,2026-06-14T21:37:00+08:00
SHP-0000475,PO-202510-000724,SUP-011,road,承运商16,宁波,WH-05,2025-10-26T01:52:00+08:00,2025-10-26T01:52:00+08:00,0,delivered,CG000000000475,27495.58,2026-06-14T15:39:00+08:00
SHP-0000476,PO-202512-001369,SUP-032,road,承运商06,武汉,WH-05,2025-12-25T17:16:00+08:00,2025-12-25T17:16:00+08:00,0,delayed,CG000000000476,22786.97,2026-06-15T01:40:00+08:00
SHP-0000477,PO-202509-001603,SUP-003,rail,承运商14,杭州,WH-03,2025-09-22T05:33:00+08:00,2025-09-22T11:33:00+08:00,6,delivered,CG000000000477,19881.26,2026-06-15T02:36:00+08:00
SHP-0000478,PO-202512-001496,SUP-022,sea,承运商15,宁波,WH-01,2025-12-27T17:45:00+08:00,2025-12-27T17:45:00+08:00,0,delivered,CG000000000478,40277.87,2026-06-14T12:53:00+08:00
SHP-0000479,PO-202511-000795,SUP-040,road,承运商13,合肥,WH-03,2025-11-28T13:47:00+08:00,2025-11-29T13:47:00+08:00,24,delivered,CG000000000479,23797.93,2026-06-14T17:43:00+08:00
SHP-0000480,PO-202602-001399,SUP-045,sea,承运商12,杭州,WH-01,2026-02-05T07:38:00+08:00,2026-02-05T07:38:00+08:00,0,customs_hold,CG000000000480,34509.96,2026-06-15T01:24:00+08:00
SHP-0000481,PO-202602-001127,SUP-013,sea,承运商11,苏州,WH-03,2026-02-22T13:21:00+08:00,2026-02-22T13:21:00+08:00,0,in_transit,CG000000000481,30919.86,2026-06-14T08:45:00+08:00
SHP-0000482,PO-202506-000489,SUP-025,road,承运商17,天津,WH-04,2025-07-03T00:33:00+08:00,2025-07-03T06:33:00+08:00,6,delayed,CG000000000482,32170.67,2026-06-14T14:34:00+08:00
SHP-0000483,PO-202508-001417,SUP-005,road,承运商18,宁波,WH-06,2025-08-26T00:34:00+08:00,2025-08-26T00:34:00+08:00,0,delivered,CG000000000483,51025.07,2026-06-14T14:59:00+08:00
SHP-0000484,PO-202512-000976,SUP-012,sea,承运商18,杭州,WH-04,2025-12-08T20:55:00+08:00,2025-12-11T20:55:00+08:00,72,delayed,CG000000000484,48454.85,2026-06-15T01:04:00+08:00
SHP-0000485,PO-202507-000191,SUP-007,rail,承运商06,苏州,WH-04,2025-07-19T06:58:00+08:00,2025-07-19T06:58:00+08:00,0,customs_hold,CG000000000485,37800.62,2026-06-14T14:06:00+08:00
SHP-0000486,PO-202601-000286,SUP-021,road,承运商20,东莞,WH-05,2026-01-20T19:53:00+08:00,2026-01-20T19:53:00+08:00,0,delivered,CG000000000486,28992.08,2026-06-14T17:46:00+08:00
SHP-0000487,PO-202508-001128,SUP-035,rail,承运商18,青岛,WH-05,2025-08-13T16:57:00+08:00,2025-08-13T16:57:00+08:00,0,delivered,CG000000000487,67278.25,2026-06-14T19:04:00+08:00
SHP-0000488,PO-202508-000730,SUP-056,road,承运商15,苏州,WH-01,2025-08-25T05:48:00+08:00,2025-08-25T05:48:00+08:00,0,delivered,CG000000000488,38422.53,2026-06-15T02:18:00+08:00
SHP-0000489,PO-202512-001593,SUP-057,road,承运商08,东莞,WH-06,2025-12-24T14:48:00+08:00,2025-12-24T14:48:00+08:00,0,in_transit,CG000000000489,7793.63,2026-06-14T23:37:00+08:00
SHP-0000490,PO-202507-000858,SUP-052,road,承运商03,武汉,WH-04,2025-07-11T11:22:00+08:00,2025-07-12T11:22:00+08:00,24,delivered,CG000000000490,42088.62,2026-06-14T12:03:00+08:00
SHP-0000491,PO-202511-001252,SUP-037,road,承运商17,武汉,WH-06,2025-11-19T20:52:00+08:00,2025-11-19T20:52:00+08:00,0,delivered,CG000000000491,35104.3,2026-06-14T14:38:00+08:00
SHP-0000492,PO-202510-000951,SUP-052,road,承运商23,上海,WH-03,2025-10-10T03:01:00+08:00,2025-10-10T03:01:00+08:00,0,delivered,CG000000000492,30468.05,2026-06-14T17:10:00+08:00
SHP-0000493,PO-202602-000315,SUP-015,rail,承运商02,上海,WH-01,2026-02-23T04:02:00+08:00,2026-02-23T04:02:00+08:00,0,delivered,CG000000000493,39184.18,2026-06-14T20:50:00+08:00
SHP-0000494,PO-202603-001202,SUP-046,road,承运商02,宁波,WH-06,2026-04-01T19:28:00+08:00,2026-04-02T01:28:00+08:00,6,in_transit,CG000000000494,18408.4,2026-06-14T09:23:00+08:00
SHP-0000495,PO-202601-000635,SUP-054,air,承运商21,苏州,WH-02,2026-01-11T12:16:00+08:00,2026-01-13T12:16:00+08:00,48,delivered,CG000000000495,8680.08,2026-06-14T08:24:00+08:00
SHP-0000496,PO-202603-000221,SUP-029,road,承运商16,宁波,WH-04,2026-03-03T12:15:00+08:00,2026-03-03T12:15:00+08:00,0,delivered,CG000000000496,32967.92,2026-06-15T05:22:00+08:00
SHP-0000497,PO-202603-001202,SUP-046,road,承运商08,天津,WH-02,2026-04-01T19:28:00+08:00,2026-04-01T19:28:00+08:00,0,blocked,CG000000000497,8136.35,2026-06-14T21:58:00+08:00
SHP-0000498,PO-202602-001265,SUP-002,road,承运商17,天津,WH-06,2026-02-14T13:00:00+08:00,2026-02-14T13:00:00+08:00,0,delivered,CG000000000498,31173.01,2026-06-15T03:28:00+08:00
SHP-0000499,PO-202508-000891,SUP-045,sea,承运商23,青岛,WH-06,2025-08-22T13:13:00+08:00,2025-08-22T13:13:00+08:00,0,customs_hold,CG000000000499,27443.19,2026-06-15T04:18:00+08:00
SHP-0000500,PO-202604-000123,SUP-028,rail,承运商12,东莞,WH-05,2026-04-15T02:40:00+08:00,2026-04-15T02:40:00+08:00,0,delivered,CG000000000500,43040.45,2026-06-15T02:55:00+08:00
SHP-0000501,PO-202603-000518,SUP-047,road,承运商05,苏州,WH-01,2026-03-16T03:06:00+08:00,2026-03-16T03:06:00+08:00,0,in_transit,CG000000000501,12004.3,2026-06-14T16:19:00+08:00
SHP-0000502,PO-202507-001615,SUP-034,air,承运商17,武汉,WH-06,2025-07-25T05:27:00+08:00,2025-07-27T05:27:00+08:00,48,in_transit,CG000000000502,27020.35,2026-06-14T12:29:00+08:00
SHP-0000503,PO-202507-000917,SUP-031,road,承运商03,苏州,WH-04,2025-07-06T16:44:00+08:00,2025-07-06T16:44:00+08:00,0,delivered,CG000000000503,41938.63,2026-06-15T01:31:00+08:00
SHP-0000504,PO-202602-000366,SUP-047,air,承运商03,东莞,WH-03,2026-03-05T05:25:00+08:00,2026-03-07T05:25:00+08:00,48,in_transit,CG000000000504,54778.55,2026-06-14T12:15:00+08:00
SHP-0000505,PO-202604-000031,SUP-056,sea,承运商11,天津,WH-03,2026-05-02T23:45:00+08:00,2026-05-03T05:45:00+08:00,6,delivered,CG000000000505,51014.22,2026-06-14T12:46:00+08:00
SHP-0000506,PO-202509-000304,SUP-018,road,承运商23,东莞,WH-05,2025-09-21T22:26:00+08:00,2025-09-23T22:26:00+08:00,48,delivered,CG000000000506,47843.71,2026-06-14T19:38:00+08:00
SHP-0000507,PO-202511-000154,SUP-034,road,承运商19,青岛,WH-01,2025-11-30T13:38:00+08:00,2025-12-01T13:38:00+08:00,24,delayed,CG000000000507,15271.11,2026-06-14T16:12:00+08:00
SHP-0000508,PO-202511-000849,SUP-060,road,承运商18,天津,WH-01,2025-11-21T17:54:00+08:00,2025-11-21T23:54:00+08:00,6,delayed,CG000000000508,25268.18,2026-06-14T17:23:00+08:00
SHP-0000509,PO-202510-001377,SUP-034,air,承运商14,青岛,WH-02,2025-10-29T21:27:00+08:00,2025-10-29T21:27:00+08:00,0,delivered,CG000000000509,9582.95,2026-06-15T00:39:00+08:00
SHP-0000510,PO-202606-000292,SUP-024,rail,承运商22,天津,WH-06,2026-06-07T11:13:00+08:00,2026-06-07T11:13:00+08:00,0,delivered,CG000000000510,36428.98,2026-06-14T11:25:00+08:00
SHP-0000511,PO-202512-001436,SUP-006,road,承运商11,合肥,WH-04,2025-12-06T18:40:00+08:00,2025-12-06T18:40:00+08:00,0,delivered,CG000000000511,16861.51,2026-06-14T16:58:00+08:00
SHP-0000512,PO-202507-000288,SUP-033,rail,承运商09,苏州,WH-04,2025-08-02T05:18:00+08:00,2025-08-02T11:18:00+08:00,6,in_transit,CG000000000512,67249.04,2026-06-14T12:04:00+08:00
SHP-0000513,PO-202601-000244,SUP-002,sea,承运商19,东莞,WH-01,2026-01-31T22:42:00+08:00,2026-02-01T04:42:00+08:00,6,delayed,CG000000000513,52311.46,2026-06-15T03:15:00+08:00
SHP-0000514,PO-202605-000177,SUP-026,rail,承运商20,苏州,WH-06,2026-05-08T16:40:00+08:00,2026-05-08T16:40:00+08:00,0,delayed,CG000000000514,55362.02,2026-06-14T12:42:00+08:00
SHP-0000515,PO-202602-001646,SUP-009,road,承运商07,合肥,WH-05,2026-02-12T15:25:00+08:00,2026-02-12T15:25:00+08:00,0,in_transit,CG000000000515,52596.88,2026-06-15T03:26:00+08:00
