purchase_order_line_id,purchase_order_id,line_no,material_id,ordered_qty,received_qty,unit_cost,line_amount,warehouse_id,updated_at
PO-202512-000467-01,PO-202512-000467,1,MAT-0021,5025,5025,12.2,61305.0,WH-06,2025-12-24T23:38:00+08:00
PO-202512-000467-02,PO-202512-000467,2,MAT-0180,8530,8530,187.19,1596730.7,WH-04,2026-01-21T23:38:00+08:00
PO-202512-000467-03,PO-202512-000467,3,MAT-0087,9349,9349,39.91,373118.59,WH-05,2026-01-25T23:38:00+08:00
PO-202512-000467-04,PO-202512-000467,4,MAT-0132,10526,10526,49.51,521142.26,WH-04,2026-01-04T23:38:00+08:00
PO-202511-000468-01,PO-202511-000468,1,MAT-0151,3363,950,145.92,490728.96,WH-05,2025-12-27T21:09:00+08:00
PO-202603-000469-01,PO-202603-000469,1,MAT-0142,3415,3415,376.73,1286532.95,WH-03,2026-04-22T17:55:00+08:00
PO-202603-000469-02,PO-202603-000469,2,MAT-0084,3304,3304,450.0,1486800.0,WH-02,2026-03-27T17:55:00+08:00
PO-202603-000469-03,PO-202603-000469,3,MAT-0043,1597,1597,297.64,475331.08,WH-02,2026-04-20T17:55:00+08:00
PO-202603-000469-04,PO-202603-000469,4,MAT-0038,11086,11086,640.66,7102356.76,WH-04,2026-04-02T17:55:00+08:00
PO-202507-000470-01,PO-202507-000470,1,MAT-0114,5639,5639,270.3,1524221.7,WH-04,2025-09-07T05:20:00+08:00
PO-202507-000470-02,PO-202507-000470,2,MAT-0236,4298,4298,578.39,2485920.22,WH-02,2025-08-03T05:20:00+08:00
PO-202509-000471-01,PO-202509-000471,1,MAT-0041,9477,7052,386.87,3666366.99,WH-04,2025-09-18T23:40:00+08:00
PO-202601-000472-01,PO-202601-000472,1,MAT-0041,3235,1925,451.95,1462058.25,WH-04,2026-01-29T02:01:00+08:00
PO-202601-000472-02,PO-202601-000472,2,MAT-0052,6470,1404,95.32,616720.4,WH-05,2026-01-26T02:01:00+08:00
PO-202507-000473-01,PO-202507-000473,1,MAT-0238,10039,10039,128.91,1294127.49,WH-03,2025-07-24T13:25:00+08:00
PO-202510-000474-01,PO-202510-000474,1,MAT-0040,9034,9034,30.11,272013.74,WH-03,2025-11-03T01:09:00+08:00
PO-202510-000474-02,PO-202510-000474,2,MAT-0156,6639,6639,17.57,116647.23,WH-04,2025-11-04T01:09:00+08:00
PO-202509-000475-01,PO-202509-000475,1,MAT-0136,8534,3537,852.81,7277880.54,WH-03,2025-10-29T09:29:00+08:00
PO-202509-000476-01,PO-202509-000476,1,MAT-0095,100,100,361.39,36139.0,WH-01,2025-10-28T17:57:00+08:00
PO-202512-000477-01,PO-202512-000477,1,MAT-0093,9597,5950,856.9,8223669.3,WH-06,2025-12-28T02:41:00+08:00
PO-202601-000478-01,PO-202601-000478,1,MAT-0129,9131,9131,450.78,4116072.18,WH-01,2026-01-13T00:30:00+08:00
PO-202601-000478-02,PO-202601-000478,2,MAT-0093,7137,7137,856.9,6115695.3,WH-06,2026-02-11T00:30:00+08:00
PO-202601-000478-03,PO-202601-000478,3,MAT-0138,8916,8916,190.55,1698943.8,WH-04,2026-02-17T00:30:00+08:00
PO-202601-000478-04,PO-202601-000478,4,MAT-0113,11138,11138,106.49,1186085.62,WH-06,2026-02-09T00:30:00+08:00
PO-202602-000479-01,PO-202602-000479,1,MAT-0231,9626,1624,380.6,3663655.6,WH-01,2026-03-07T05:44:00+08:00
PO-202603-000480-01,PO-202603-000480,1,MAT-0142,10612,5392,481.87,5113604.44,WH-05,2026-03-14T02:29:00+08:00
PO-202603-000480-02,PO-202603-000480,2,MAT-0116,128,81,99.89,12785.92,WH-01,2026-03-04T02:29:00+08:00
PO-202603-000480-03,PO-202603-000480,3,MAT-0087,1779,1298,40.27,71640.33,WH-04,2026-03-23T02:29:00+08:00
PO-202507-000481-01,PO-202507-000481,1,MAT-0082,4721,4721,347.52,1640641.92,WH-05,2025-07-28T03:01:00+08:00
PO-202604-000482-01,PO-202604-000482,1,MAT-0163,10060,3738,571.74,5751704.4,WH-06,2026-05-05T16:09:00+08:00
PO-202601-000483-01,PO-202601-000483,1,MAT-0038,5074,248,640.66,3250708.84,WH-05,2026-02-17T11:07:00+08:00
PO-202605-000484-01,PO-202605-000484,1,MAT-0182,8976,8976,330.69,2968273.44,WH-06,2026-05-16T11:28:00+08:00
PO-202605-000484-02,PO-202605-000484,2,MAT-0223,1571,1571,653.51,1026664.21,WH-04,2026-05-14T11:28:00+08:00
PO-202605-000484-03,PO-202605-000484,3,MAT-0071,4317,4317,27.94,120616.98,WH-04,2026-06-03T11:28:00+08:00
PO-202604-000485-01,PO-202604-000485,1,MAT-0051,3510,958,45.75,160582.5,WH-01,2026-05-29T22:20:00+08:00
PO-202604-000485-02,PO-202604-000485,2,MAT-0156,6138,2813,21.63,132764.94,WH-01,2026-04-30T22:20:00+08:00
PO-202604-000485-03,PO-202604-000485,3,MAT-0131,7076,3033,512.19,3624256.44,WH-02,2026-05-12T22:20:00+08:00
PO-202604-000485-04,PO-202604-000485,4,MAT-0236,2146,1683,618.58,1327472.68,WH-03,2026-05-07T22:20:00+08:00
PO-202507-000486-01,PO-202507-000486,1,MAT-0073,9760,4049,19.84,193638.4,WH-03,2025-07-23T09:58:00+08:00
PO-202507-000486-02,PO-202507-000486,2,MAT-0107,11757,8724,386.01,4538319.57,WH-05,2025-08-13T09:58:00+08:00
PO-202507-000486-03,PO-202507-000486,3,MAT-0166,1964,1061,570.91,1121267.24,WH-03,2025-08-01T09:58:00+08:00
PO-202511-000487-01,PO-202511-000487,1,MAT-0190,11281,11281,188.59,2127483.79,WH-06,2025-12-01T17:50:00+08:00
PO-202605-000488-01,PO-202605-000488,1,MAT-0220,11101,11101,255.83,2839968.83,WH-06,2026-06-12T21:38:00+08:00
PO-202605-000488-02,PO-202605-000488,2,MAT-0149,8683,8683,208.46,1810058.18,WH-05,2026-06-07T21:38:00+08:00
PO-202605-000488-03,PO-202605-000488,3,MAT-0219,4063,4063,27.91,113398.33,WH-04,2026-05-12T21:38:00+08:00
PO-202605-000488-04,PO-202605-000488,4,MAT-0211,2093,2093,819.19,1714564.67,WH-04,2026-05-14T21:38:00+08:00
PO-202506-000489-01,PO-202506-000489,1,MAT-0111,4705,4705,48.96,230356.8,WH-02,2025-07-14T00:33:00+08:00
PO-202506-000489-02,PO-202506-000489,2,MAT-0161,6487,6487,517.59,3357606.33,WH-03,2025-08-06T00:33:00+08:00
PO-202506-000489-03,PO-202506-000489,3,MAT-0044,6379,6379,17.51,111696.29,WH-02,2025-08-10T00:33:00+08:00
PO-202604-000490-01,PO-202604-000490,1,MAT-0172,9961,2101,658.33,6557625.13,WH-06,2026-06-10T14:38:00+08:00
PO-202510-000491-01,PO-202510-000491,1,MAT-0182,3779,2352,330.54,1249110.66,WH-03,2025-11-25T13:24:00+08:00
PO-202510-000492-01,PO-202510-000492,1,MAT-0099,1405,1405,52.16,73284.8,WH-01,2025-11-25T22:06:00+08:00
PO-202602-000493-01,PO-202602-000493,1,MAT-0056,7589,1338,304.25,2308953.25,WH-01,2026-03-13T08:25:00+08:00
PO-202602-000493-02,PO-202602-000493,2,MAT-0221,1847,1149,298.15,550683.05,WH-02,2026-02-23T08:25:00+08:00
PO-202602-000493-03,PO-202602-000493,3,MAT-0095,3556,1226,315.01,1120175.56,WH-01,2026-02-16T08:25:00+08:00
PO-202602-000493-04,PO-202602-000493,4,MAT-0195,4320,1138,1.7,7344.0,WH-02,2026-02-18T08:25:00+08:00
PO-202604-000494-01,PO-202604-000494,1,MAT-0023,11372,1345,403.69,4590762.68,WH-02,2026-05-06T04:09:00+08:00
PO-202604-000494-02,PO-202604-000494,2,MAT-0029,9006,1720,452.66,4076655.96,WH-03,2026-04-23T04:09:00+08:00
PO-202507-000495-01,PO-202507-000495,1,MAT-0232,10615,10615,966.05,10254620.75,WH-04,2025-08-07T08:55:00+08:00
PO-202507-000495-02,PO-202507-000495,2,MAT-0073,6845,6845,20.33,139158.85,WH-01,2025-07-10T08:55:00+08:00
PO-202507-000495-03,PO-202507-000495,3,MAT-0148,8157,8157,8.39,68437.23,WH-02,2025-08-11T08:55:00+08:00
PO-202507-000495-04,PO-202507-000495,4,MAT-0142,11433,11433,418.24,4781737.92,WH-04,2025-08-02T08:55:00+08:00
PO-202507-000496-01,PO-202507-000496,1,MAT-0127,9267,9267,1171.3,10854437.1,WH-06,2025-08-06T18:46:00+08:00
PO-202509-000497-01,PO-202509-000497,1,MAT-0025,4973,1136,755.57,3757449.61,WH-05,2025-10-11T04:46:00+08:00
PO-202510-000498-01,PO-202510-000498,1,MAT-0180,3921,3921,177.05,694213.05,WH-01,2025-10-24T00:25:00+08:00
PO-202510-000498-02,PO-202510-000498,2,MAT-0184,2690,2690,270.59,727887.1,WH-03,2025-10-29T00:25:00+08:00
PO-202510-000499-01,PO-202510-000499,1,MAT-0086,3573,655,109.9,392672.7,WH-05,2025-11-05T18:30:00+08:00
PO-202510-000499-02,PO-202510-000499,2,MAT-0120,8957,3788,15.07,134981.99,WH-01,2025-11-17T18:30:00+08:00
PO-202604-000500-01,PO-202604-000500,1,MAT-0151,8852,4831,145.92,1291683.84,WH-03,2026-05-03T01:53:00+08:00
PO-202604-000500-02,PO-202604-000500,2,MAT-0165,4681,244,328.14,1536023.34,WH-02,2026-05-05T01:53:00+08:00
PO-202512-000501-01,PO-202512-000501,1,MAT-0099,8490,8490,47.97,407265.3,WH-06,2026-01-06T12:08:00+08:00
PO-202512-000501-02,PO-202512-000501,2,MAT-0197,9728,9728,328.78,3198371.84,WH-05,2025-12-29T12:08:00+08:00
PO-202601-000502-01,PO-202601-000502,1,MAT-0164,10652,10652,720.82,7678174.64,WH-01,2026-01-15T08:24:00+08:00
PO-202601-000502-02,PO-202601-000502,2,MAT-0063,4909,4909,104.21,511566.89,WH-02,2026-02-15T08:24:00+08:00
PO-202602-000503-01,PO-202602-000503,1,MAT-0223,7477,3030,653.51,4886294.27,WH-02,2026-02-23T06:21:00+08:00
PO-202510-000504-01,PO-202510-000504,1,MAT-0101,1874,1874,385.65,722708.1,WH-05,2025-11-18T12:26:00+08:00
PO-202512-000505-01,PO-202512-000505,1,MAT-0173,4990,4990,754.43,3764605.7,WH-02,2026-02-04T09:45:00+08:00
PO-202512-000505-02,PO-202512-000505,2,MAT-0104,7522,7522,870.22,6545794.84,WH-06,2026-01-29T09:45:00+08:00
PO-202512-000505-03,PO-202512-000505,3,MAT-0184,8832,8832,313.06,2764945.92,WH-01,2026-02-06T09:45:00+08:00
PO-202601-000506-01,PO-202601-000506,1,MAT-0132,7078,1809,41.72,295294.16,WH-01,2026-02-12T11:16:00+08:00
PO-202510-000507-01,PO-202510-000507,1,MAT-0033,6112,3678,182.0,1112384.0,WH-02,2025-11-15T18:20:00+08:00
PO-202507-000508-01,PO-202507-000508,1,MAT-0112,881,881,21.89,19285.09,WH-01,2025-08-07T09:53:00+08:00
PO-202507-000508-02,PO-202507-000508,2,MAT-0158,3389,3389,47.12,159689.68,WH-06,2025-08-07T09:53:00+08:00
PO-202507-000508-03,PO-202507-000508,3,MAT-0199,7945,7945,648.93,5155748.85,WH-03,2025-08-28T09:53:00+08:00
PO-202508-000509-01,PO-202508-000509,1,MAT-0235,11924,2172,138.5,1651474.0,WH-01,2025-09-28T03:52:00+08:00
PO-202508-000509-02,PO-202508-000509,2,MAT-0070,2362,1416,139.24,328884.88,WH-01,2025-08-25T03:52:00+08:00
PO-202603-000510-01,PO-202603-000510,1,MAT-0220,178,178,330.68,58861.04,WH-02,2026-03-09T10:25:00+08:00
PO-202511-000511-01,PO-202511-000511,1,MAT-0137,2365,2365,945.53,2236178.45,WH-01,2025-11-22T07:19:00+08:00
PO-202511-000511-02,PO-202511-000511,2,MAT-0143,10595,10595,1124.05,11909309.75,WH-04,2025-12-13T07:19:00+08:00
PO-202511-000511-03,PO-202511-000511,3,MAT-0166,11298,11298,570.91,6450141.18,WH-01,2025-12-23T07:19:00+08:00
PO-202511-000511-04,PO-202511-000511,4,MAT-0144,10723,10723,10.93,117202.39,WH-06,2025-11-17T07:19:00+08:00
PO-202602-000512-01,PO-202602-000512,1,MAT-0129,9575,7023,500.78,4794968.5,WH-01,2026-02-14T00:24:00+08:00
PO-202511-000513-01,PO-202511-000513,1,MAT-0050,8613,8613,643.24,5540226.12,WH-05,2025-11-08T11:07:00+08:00
PO-202511-000513-02,PO-202511-000513,2,MAT-0150,3870,3870,15.79,61107.3,WH-03,2025-11-07T11:07:00+08:00
PO-202602-000514-01,PO-202602-000514,1,MAT-0074,6048,6048,15.83,95739.84,WH-04,2026-03-01T02:57:00+08:00
PO-202601-000515-01,PO-202601-000515,1,MAT-0127,4646,4646,1091.54,5071294.84,WH-06,2026-01-20T08:49:00+08:00
PO-202507-000516-01,PO-202507-000516,1,MAT-0109,4972,2176,39.12,194504.64,WH-06,2025-08-12T10:12:00+08:00
PO-202507-000516-02,PO-202507-000516,2,MAT-0192,10387,112,80.14,832414.18,WH-04,2025-07-11T10:12:00+08:00
PO-202508-000517-01,PO-202508-000517,1,MAT-0023,2933,2933,424.56,1245234.48,WH-01,2025-08-08T09:04:00+08:00
PO-202508-000517-02,PO-202508-000517,2,MAT-0230,2247,2247,840.98,1889682.06,WH-01,2025-09-15T09:04:00+08:00
PO-202508-000517-03,PO-202508-000517,3,MAT-0076,8416,8416,299.46,2520255.36,WH-01,2025-08-07T09:04:00+08:00
PO-202508-000517-04,PO-202508-000517,4,MAT-0072,2356,2356,801.9,1889276.4,WH-03,2025-09-12T09:04:00+08:00
PO-202603-000518-01,PO-202603-000518,1,MAT-0113,6195,6195,106.49,659705.55,WH-01,2026-04-15T03:06:00+08:00
PO-202603-000518-02,PO-202603-000518,2,MAT-0114,9780,9780,270.3,2643534.0,WH-04,2026-04-07T03:06:00+08:00
PO-202603-000518-03,PO-202603-000518,3,MAT-0189,10253,10253,1017.77,10435195.81,WH-01,2026-04-12T03:06:00+08:00
PO-202605-000519-01,PO-202605-000519,1,MAT-0074,8019,8019,20.45,163988.55,WH-05,2026-05-16T14:50:00+08:00
PO-202512-000520-01,PO-202512-000520,1,MAT-0036,10798,10798,122.35,1321135.3,WH-06,2026-01-03T03:09:00+08:00
PO-202512-000520-02,PO-202512-000520,2,MAT-0165,8838,8838,413.39,3653540.82,WH-03,2026-02-05T03:09:00+08:00
PO-202508-000521-01,PO-202508-000521,1,MAT-0225,9972,2389,665.15,6632875.8,WH-02,2025-08-26T14:43:00+08:00
PO-202508-000521-02,PO-202508-000521,2,MAT-0171,6781,568,1109.67,7524672.27,WH-01,2025-08-05T14:43:00+08:00
PO-202508-000521-03,PO-202508-000521,3,MAT-0013,2751,106,957.12,2633037.12,WH-02,2025-08-05T14:43:00+08:00
PO-202508-000521-04,PO-202508-000521,4,MAT-0144,5280,229,11.33,59822.4,WH-05,2025-09-03T14:43:00+08:00
PO-202507-000522-01,PO-202507-000522,1,MAT-0156,1939,484,21.63,41940.57,WH-03,2025-08-08T07:31:00+08:00
PO-202507-000522-02,PO-202507-000522,2,MAT-0236,521,86,618.58,322280.18,WH-04,2025-07-30T07:31:00+08:00
PO-202510-000523-01,PO-202510-000523,1,MAT-0085,1974,1465,556.42,1098373.08,WH-05,2025-11-12T21:38:00+08:00
PO-202510-000523-02,PO-202510-000523,2,MAT-0062,9989,1591,929.3,9282777.7,WH-06,2025-10-23T21:38:00+08:00
PO-202511-000524-01,PO-202511-000524,1,MAT-0090,8566,8566,3.83,32807.78,WH-04,2025-12-13T02:41:00+08:00
PO-202511-000524-02,PO-202511-000524,2,MAT-0161,7274,7274,431.11,3135894.14,WH-02,2025-11-24T02:41:00+08:00
PO-202511-000524-03,PO-202511-000524,3,MAT-0184,9809,9809,270.59,2654217.31,WH-03,2025-12-25T02:41:00+08:00
PO-202511-000524-04,PO-202511-000524,4,MAT-0133,5704,5704,60.48,344977.92,WH-03,2026-01-01T02:41:00+08:00
PO-202602-000525-01,PO-202602-000525,1,MAT-0116,3489,1005,128.37,447882.93,WH-03,2026-03-20T20:55:00+08:00
PO-202602-000525-02,PO-202602-000525,2,MAT-0022,4894,3858,79.38,388485.72,WH-03,2026-03-03T20:55:00+08:00
PO-202602-000525-03,PO-202602-000525,3,MAT-0219,10780,1258,22.83,246107.4,WH-03,2026-02-27T20:55:00+08:00
PO-202602-000525-04,PO-202602-000525,4,MAT-0231,10212,6770,361.96,3696335.52,WH-01,2026-04-07T20:55:00+08:00
PO-202603-000526-01,PO-202603-000526,1,MAT-0019,230,8,28.23,6492.9,WH-05,2026-03-30T00:53:00+08:00
PO-202507-000527-01,PO-202507-000527,1,MAT-0195,2634,2634,1.35,3555.9,WH-02,2025-07-31T08:49:00+08:00
PO-202507-000527-02,PO-202507-000527,2,MAT-0049,951,951,4.56,4336.56,WH-04,2025-08-19T08:49:00+08:00
PO-202507-000527-03,PO-202507-000527,3,MAT-0067,8588,8588,71.11,610692.68,WH-01,2025-07-29T08:49:00+08:00
PO-202507-000527-04,PO-202507-000527,4,MAT-0035,4182,4182,10.3,43074.6,WH-06,2025-07-26T08:49:00+08:00
PO-202510-000528-01,PO-202510-000528,1,MAT-0203,7236,773,658.92,4767945.12,WH-02,2025-10-22T17:22:00+08:00
PO-202510-000528-02,PO-202510-000528,2,MAT-0034,2458,1201,38.25,94018.5,WH-06,2025-10-26T17:22:00+08:00
PO-202507-000529-01,PO-202507-000529,1,MAT-0025,3375,2355,925.39,3123191.25,WH-01,2025-08-12T08:15:00+08:00
PO-202507-000530-01,PO-202507-000530,1,MAT-0083,8121,3574,279.87,2272824.27,WH-06,2025-07-13T06:54:00+08:00
PO-202508-000531-01,PO-202508-000531,1,MAT-0038,9322,5242,640.66,5972232.52,WH-05,2025-09-11T00:57:00+08:00
PO-202508-000531-02,PO-202508-000531,2,MAT-0139,7256,1770,246.39,1787805.84,WH-05,2025-09-24T00:57:00+08:00
PO-202508-000531-03,PO-202508-000531,3,MAT-0205,5010,2583,283.77,1421687.7,WH-02,2025-09-23T00:57:00+08:00
PO-202508-000531-04,PO-202508-000531,4,MAT-0142,10599,793,376.73,3992961.27,WH-03,2025-09-05T00:57:00+08:00
PO-202509-000532-01,PO-202509-000532,1,MAT-0019,9379,9379,27.06,253795.74,WH-02,2025-09-28T10:16:00+08:00
PO-202509-000533-01,PO-202509-000533,1,MAT-0182,969,142,330.54,320293.26,WH-03,2025-10-08T07:16:00+08:00
PO-202509-000533-02,PO-202509-000533,2,MAT-0218,6734,2387,143.16,964039.44,WH-02,2025-09-21T07:16:00+08:00
PO-202509-000533-03,PO-202509-000533,3,MAT-0016,227,142,253.02,57435.54,WH-02,2025-09-21T07:16:00+08:00
PO-202509-000533-04,PO-202509-000533,4,MAT-0156,2296,292,21.63,49662.48,WH-02,2025-10-11T07:16:00+08:00
PO-202603-000534-01,PO-202603-000534,1,MAT-0009,9311,1922,55.1,513036.1,WH-01,2026-04-04T10:35:00+08:00
PO-202603-000534-02,PO-202603-000534,2,MAT-0155,8300,5988,111.51,925533.0,WH-05,2026-04-01T10:35:00+08:00
PO-202603-000534-03,PO-202603-000534,3,MAT-0225,8809,1270,697.85,6147360.65,WH-06,2026-04-15T10:35:00+08:00
PO-202508-000535-01,PO-202508-000535,1,MAT-0105,5522,1289,563.1,3109438.2,WH-05,2025-10-06T04:06:00+08:00
PO-202508-000535-02,PO-202508-000535,2,MAT-0020,6066,2545,264.38,1603729.08,WH-04,2025-08-29T04:06:00+08:00
PO-202508-000535-03,PO-202508-000535,3,MAT-0203,8566,5500,658.92,5644308.72,WH-01,2025-10-06T04:06:00+08:00
PO-202508-000535-04,PO-202508-000535,4,MAT-0157,10518,3680,231.61,2436073.98,WH-04,2025-10-11T04:06:00+08:00
PO-202507-000536-01,PO-202507-000536,1,MAT-0091,7772,7772,74.98,582744.56,WH-03,2025-07-22T19:37:00+08:00
PO-202507-000536-02,PO-202507-000536,2,MAT-0180,3033,3033,177.05,536992.65,WH-02,2025-07-05T19:37:00+08:00
PO-202602-000537-01,PO-202602-000537,1,MAT-0024,10312,5744,18.94,195309.28,WH-01,2026-04-04T14:09:00+08:00
PO-202602-000537-02,PO-202602-000537,2,MAT-0214,8547,6820,168.84,1443075.48,WH-05,2026-04-03T14:09:00+08:00
PO-202604-000538-01,PO-202604-000538,1,MAT-0196,7607,7607,72.69,552952.83,WH-06,2026-05-09T07:45:00+08:00
PO-202604-000538-02,PO-202604-000538,2,MAT-0207,1957,1957,270.68,529720.76,WH-04,2026-06-06T07:45:00+08:00
PO-202508-000539-01,PO-202508-000539,1,MAT-0067,800,168,63.05,50440.0,WH-04,2025-10-05T02:52:00+08:00
PO-202508-000539-02,PO-202508-000539,2,MAT-0102,9426,4157,43.84,413235.84,WH-04,2025-09-07T02:52:00+08:00
PO-202606-000540-01,PO-202606-000540,1,MAT-0024,3528,3528,18.94,66820.32,WH-03,2026-06-15T08:00:00+08:00
PO-202606-000540-02,PO-202606-000540,2,MAT-0050,2084,2084,788.34,1642900.56,WH-01,2026-06-15T08:00:00+08:00
PO-202512-000541-01,PO-202512-000541,1,MAT-0163,11557,11557,571.74,6607599.18,WH-01,2025-12-13T20:02:00+08:00
PO-202512-000541-02,PO-202512-000541,2,MAT-0012,3879,3879,790.12,3064875.48,WH-03,2026-01-07T20:02:00+08:00
PO-202512-000541-03,PO-202512-000541,3,MAT-0185,4897,4897,631.88,3094316.36,WH-06,2026-01-04T20:02:00+08:00
PO-202512-000541-04,PO-202512-000541,4,MAT-0126,11582,11582,455.43,5274790.26,WH-01,2026-01-01T20:02:00+08:00
PO-202506-000542-01,PO-202506-000542,1,MAT-0066,440,440,202.3,89012.0,WH-03,2025-06-26T07:32:00+08:00
PO-202602-000543-01,PO-202602-000543,1,MAT-0046,7270,7270,1390.58,10109516.6,WH-01,2026-03-19T23:59:00+08:00
PO-202602-000543-02,PO-202602-000543,2,MAT-0001,1540,1540,180.81,278447.4,WH-03,2026-02-27T23:59:00+08:00
PO-202602-000543-03,PO-202602-000543,3,MAT-0067,2343,2343,65.97,154567.71,WH-03,2026-02-17T23:59:00+08:00
PO-202602-000543-04,PO-202602-000543,4,MAT-0026,10441,10441,1029.09,10744728.69,WH-06,2026-03-19T23:59:00+08:00
PO-202604-000544-01,PO-202604-000544,1,MAT-0080,7731,7731,261.0,2017791.0,WH-06,2026-05-25T13:26:00+08:00
PO-202507-000545-01,PO-202507-000545,1,MAT-0118,709,174,356.75,252935.75,WH-02,2025-08-08T21:49:00+08:00
PO-202507-000545-02,PO-202507-000545,2,MAT-0033,8318,2122,163.07,1356416.26,WH-06,2025-08-04T21:49:00+08:00
PO-202507-000545-03,PO-202507-000545,3,MAT-0119,7061,1611,2.69,18994.09,WH-02,2025-08-20T21:49:00+08:00
PO-202605-000546-01,PO-202605-000546,1,MAT-0132,2037,2037,47.42,96594.54,WH-05,2026-05-23T15:38:00+08:00
PO-202605-000546-02,PO-202605-000546,2,MAT-0188,11836,11836,94.36,1116844.96,WH-05,2026-05-07T15:38:00+08:00
PO-202605-000546-03,PO-202605-000546,3,MAT-0033,3536,3536,163.07,576615.52,WH-02,2026-06-08T15:38:00+08:00
PO-202510-000547-01,PO-202510-000547,1,MAT-0046,6602,4896,1390.58,9180609.16,WH-05,2025-11-25T07:14:00+08:00
PO-202510-000547-02,PO-202510-000547,2,MAT-0032,8594,4207,403.55,3468108.7,WH-04,2025-10-23T07:14:00+08:00
PO-202510-000547-03,PO-202510-000547,3,MAT-0012,11115,2986,822.72,9144532.8,WH-02,2025-10-29T07:14:00+08:00
PO-202509-000548-01,PO-202509-000548,1,MAT-0237,8289,8289,55.32,458547.48,WH-03,2025-09-18T17:04:00+08:00
PO-202509-000548-02,PO-202509-000548,2,MAT-0156,7822,7822,19.09,149321.98,WH-04,2025-10-23T17:04:00+08:00
PO-202508-000549-01,PO-202508-000549,1,MAT-0158,10058,10058,47.12,473932.96,WH-06,2025-09-07T19:38:00+08:00
PO-202508-000550-01,PO-202508-000550,1,MAT-0153,4771,4771,403.7,1926052.7,WH-01,2025-08-30T15:57:00+08:00
PO-202508-000550-02,PO-202508-000550,2,MAT-0096,10420,10420,231.05,2407541.0,WH-06,2025-08-04T15:57:00+08:00
PO-202508-000550-03,PO-202508-000550,3,MAT-0003,3340,3340,260.36,869602.4,WH-02,2025-08-05T15:57:00+08:00
PO-202508-000550-04,PO-202508-000550,4,MAT-0126,11814,11814,544.75,6435676.5,WH-01,2025-08-05T15:57:00+08:00
PO-202601-000551-01,PO-202601-000551,1,MAT-0140,4855,4855,149.22,724463.1,WH-02,2026-01-14T10:26:00+08:00
PO-202601-000551-02,PO-202601-000551,2,MAT-0163,10633,10633,573.12,6093984.96,WH-05,2026-01-12T10:26:00+08:00
PO-202601-000551-03,PO-202601-000551,3,MAT-0084,5500,5500,440.07,2420385.0,WH-01,2026-02-19T10:26:00+08:00
PO-202507-000552-01,PO-202507-000552,1,MAT-0203,11483,5337,658.92,7566378.36,WH-05,2025-08-15T22:32:00+08:00
PO-202507-000552-02,PO-202507-000552,2,MAT-0034,3116,1168,38.25,119187.0,WH-05,2025-08-06T22:32:00+08:00
PO-202507-000552-03,PO-202507-000552,3,MAT-0125,3011,1850,1028.15,3095759.65,WH-03,2025-07-13T22:32:00+08:00
PO-202605-000553-01,PO-202605-000553,1,MAT-0101,6944,2277,385.65,2677953.6,WH-06,2026-05-26T07:05:00+08:00
PO-202604-000554-01,PO-202604-000554,1,MAT-0102,11205,11205,38.61,432625.05,WH-06,2026-05-20T21:33:00+08:00
PO-202603-000555-01,PO-202603-000555,1,MAT-0192,10172,1888,95.42,970612.24,WH-05,2026-04-09T04:20:00+08:00
PO-202603-000555-02,PO-202603-000555,2,MAT-0060,2317,681,537.43,1245225.31,WH-01,2026-03-27T04:20:00+08:00
PO-202603-000555-03,PO-202603-000555,3,MAT-0158,9283,3402,40.56,376518.48,WH-01,2026-04-20T04:20:00+08:00
PO-202510-000556-01,PO-202510-000556,1,MAT-0198,2923,951,16.86,49281.78,WH-02,2025-11-10T17:02:00+08:00
PO-202606-000557-01,PO-202606-000557,1,MAT-0101,4698,1651,357.68,1680380.64,WH-03,2026-06-15T08:00:00+08:00
PO-202606-000557-02,PO-202606-000557,2,MAT-0094,8983,1025,211.18,1897029.94,WH-04,2026-06-15T08:00:00+08:00
PO-202606-000557-03,PO-202606-000557,3,MAT-0021,9349,2500,10.96,102465.04,WH-04,2026-06-15T08:00:00+08:00
PO-202604-000558-01,PO-202604-000558,1,MAT-0233,10436,4116,26.59,277493.24,WH-05,2026-05-24T16:04:00+08:00
PO-202604-000558-02,PO-202604-000558,2,MAT-0163,3886,3096,442.55,1719749.3,WH-02,2026-05-26T16:04:00+08:00
PO-202601-000559-01,PO-202601-000559,1,MAT-0196,6048,505,66.04,399409.92,WH-01,2026-03-09T06:42:00+08:00
PO-202601-000560-01,PO-202601-000560,1,MAT-0161,3532,2689,422.12,1490927.84,WH-03,2026-02-20T16:08:00+08:00
PO-202512-000561-01,PO-202512-000561,1,MAT-0195,5947,5947,1.7,10109.9,WH-06,2026-01-02T06:10:00+08:00
PO-202512-000561-02,PO-202512-000561,2,MAT-0095,658,658,315.01,207276.58,WH-04,2026-01-26T06:10:00+08:00
PO-202512-000561-03,PO-202512-000561,3,MAT-0056,1076,1076,304.25,327373.0,WH-01,2026-02-04T06:10:00+08:00
PO-202512-000561-04,PO-202512-000561,4,MAT-0105,5490,5490,582.37,3197211.3,WH-06,2026-02-06T06:10:00+08:00
PO-202605-000562-01,PO-202605-000562,1,MAT-0111,4027,2223,42.49,171107.23,WH-05,2026-06-15T08:00:00+08:00
