inspection_id,supplier_id,material_id,purchase_order_id,inspected_qty,defect_qty,defect_rate,result,inspection_type,inspected_at,inspector
QI-0000492,SUP-014,MAT-0115,PO-202602-001546,1337,19,0.01421,pass,process,2026-01-31T16:00:00+08:00,质检员05
QI-0000493,SUP-042,MAT-0218,PO-202506-001160,4830,206,0.04265,fail,process,2026-03-02T21:00:00+08:00,质检员08
QI-0000494,SUP-011,MAT-0108,PO-202604-000416,3256,183,0.0562,fail,incoming,2025-08-29T22:00:00+08:00,质检员13
QI-0000495,SUP-014,MAT-0071,PO-202509-000854,773,16,0.0207,pass,final,2025-11-15T01:00:00+08:00,质检员04
QI-0000496,SUP-045,MAT-0207,PO-202606-000686,3201,637,0.199,fail,incoming,2026-03-05T20:00:00+08:00,质检员04
QI-0000497,SUP-027,MAT-0125,PO-202604-001435,2748,650,0.23654,fail,incoming,2025-08-26T11:00:00+08:00,质检员08
QI-0000498,SUP-026,MAT-0163,PO-202511-000487,647,103,0.1592,fail,incoming,2025-10-21T12:00:00+08:00,质检员01
QI-0000499,SUP-037,MAT-0234,PO-202509-001125,580,129,0.22241,fail,process,2025-10-13T07:00:00+08:00,质检员15
QI-0000500,SUP-028,MAT-0197,PO-202602-000133,1064,136,0.12782,fail,final,2025-07-22T02:00:00+08:00,质检员17
QI-0000501,SUP-041,MAT-0205,PO-202508-001269,942,220,0.23355,fail,incoming,2025-09-28T16:00:00+08:00,质检员04
QI-0000502,SUP-050,MAT-0164,PO-202605-000834,1461,373,0.2553,fail,process,2025-07-25T15:00:00+08:00,质检员06
QI-0000503,SUP-006,MAT-0079,PO-202508-000916,2647,531,0.2006,fail,process,2025-11-10T06:00:00+08:00,质检员07
QI-0000504,SUP-047,MAT-0066,PO-202509-001682,4625,900,0.19459,fail,process,2025-12-12T21:00:00+08:00,质检员03
QI-0000505,SUP-030,MAT-0145,PO-202507-000369,4512,24,0.00532,pass,final,2025-08-29T04:00:00+08:00,质检员05
QI-0000506,SUP-021,MAT-0213,PO-202605-001320,304,55,0.18092,fail,process,2026-02-13T20:00:00+08:00,质检员15
QI-0000507,SUP-046,MAT-0216,PO-202511-000026,2483,252,0.10149,fail,process,2025-08-23T16:00:00+08:00,质检员07
QI-0000508,SUP-043,MAT-0151,PO-202510-001644,2270,363,0.15991,fail,final,2026-01-12T20:00:00+08:00,质检员01
QI-0000509,SUP-019,MAT-0060,PO-202606-000130,1401,124,0.08851,fail,process,2025-08-01T17:00:00+08:00,质检员06
QI-0000510,SUP-035,MAT-0032,PO-202602-000118,846,99,0.11702,fail,final,2025-07-22T06:00:00+08:00,质检员20
QI-0000511,SUP-019,MAT-0157,PO-202510-001156,1171,183,0.15628,fail,process,2025-12-16T09:00:00+08:00,质检员09
QI-0000512,SUP-014,MAT-0069,PO-202601-000261,2927,70,0.02392,pass,incoming,2025-07-09T17:00:00+08:00,质检员03
QI-0000513,SUP-048,MAT-0158,PO-202506-001259,4559,344,0.07546,fail,process,2026-03-27T05:00:00+08:00,质检员15
QI-0000514,SUP-042,MAT-0234,PO-202507-000582,3652,137,0.03751,fail,process,2026-01-11T20:00:00+08:00,质检员15
QI-0000515,SUP-023,MAT-0231,PO-202506-000736,1602,148,0.09238,fail,final,2026-02-05T02:00:00+08:00,质检员17
QI-0000516,SUP-051,MAT-0213,PO-202508-001322,860,179,0.20814,fail,process,2025-11-07T03:00:00+08:00,质检员19
QI-0000517,SUP-014,MAT-0078,PO-202511-000458,4330,122,0.02818,pass,process,2026-03-14T01:00:00+08:00,质检员17
QI-0000518,SUP-005,MAT-0082,PO-202605-000768,354,55,0.15537,fail,incoming,2026-03-19T03:00:00+08:00,质检员02
QI-0000519,SUP-050,MAT-0035,PO-202606-001181,1922,453,0.23569,fail,incoming,2025-07-12T13:00:00+08:00,质检员19
QI-0000520,SUP-042,MAT-0224,PO-202604-001136,2587,136,0.05257,fail,process,2026-01-25T23:00:00+08:00,质检员04
QI-0000521,SUP-012,MAT-0006,PO-202605-001360,1784,257,0.14406,fail,incoming,2025-10-06T16:00:00+08:00,质检员05
QI-0000522,SUP-060,MAT-0111,PO-202602-000716,424,29,0.0684,fail,incoming,2026-01-23T22:00:00+08:00,质检员17
QI-0000523,SUP-045,MAT-0075,PO-202606-001314,4433,822,0.18543,fail,final,2025-10-17T20:00:00+08:00,质检员17
QI-0000524,SUP-027,MAT-0020,PO-202602-000689,2152,550,0.25558,fail,incoming,2025-09-02T00:00:00+08:00,质检员04
QI-0000525,SUP-032,MAT-0200,PO-202511-000574,2024,339,0.16749,fail,final,2026-01-19T16:00:00+08:00,质检员15
QI-0000526,SUP-060,MAT-0057,PO-202510-001791,929,23,0.02476,pass,final,2025-12-26T10:00:00+08:00,质检员17
QI-0000527,SUP-010,MAT-0026,PO-202606-000800,3577,390,0.10903,fail,process,2026-01-19T03:00:00+08:00,质检员05
QI-0000528,SUP-053,MAT-0135,PO-202506-001415,3760,566,0.15053,fail,process,2025-09-11T08:00:00+08:00,质检员14
QI-0000529,SUP-028,MAT-0110,PO-202603-000880,4141,513,0.12388,fail,incoming,2026-03-20T14:00:00+08:00,质检员05
QI-0000530,SUP-025,MAT-0064,PO-202605-000553,4886,883,0.18072,fail,final,2025-06-27T02:00:00+08:00,质检员11
QI-0000531,SUP-010,MAT-0050,PO-202606-000735,3689,540,0.14638,fail,final,2025-10-17T17:00:00+08:00,质检员14
QI-0000532,SUP-037,MAT-0100,PO-202603-001548,1370,297,0.21679,fail,incoming,2025-08-31T12:00:00+08:00,质检员16
QI-0000533,SUP-007,MAT-0097,PO-202508-001683,4071,285,0.07001,fail,incoming,2026-01-25T12:00:00+08:00,质检员01
QI-0000534,SUP-007,MAT-0102,PO-202605-000573,460,45,0.09783,fail,final,2025-07-29T11:00:00+08:00,质检员01
QI-0000535,SUP-027,MAT-0203,PO-202604-001497,1239,256,0.20662,fail,process,2025-07-04T14:00:00+08:00,质检员09
QI-0000536,SUP-055,MAT-0120,PO-202508-001503,2000,112,0.056,fail,process,2026-03-15T06:00:00+08:00,质检员17
QI-0000537,SUP-039,MAT-0226,PO-202605-001170,4722,380,0.08047,fail,final,2026-01-05T21:00:00+08:00,质检员09
QI-0000538,SUP-029,MAT-0142,PO-202604-000306,3496,92,0.02632,pass,incoming,2025-09-03T12:00:00+08:00,质检员05
QI-0000539,SUP-032,MAT-0088,PO-202601-000847,3031,481,0.15869,fail,incoming,2026-05-20T16:00:00+08:00,质检员16
QI-0000540,SUP-035,MAT-0213,PO-202602-000056,174,17,0.0977,fail,final,2026-03-01T07:00:00+08:00,质检员15
QI-0000541,SUP-043,MAT-0165,PO-202604-000453,3134,478,0.15252,fail,incoming,2026-03-05T00:00:00+08:00,质检员15
QI-0000542,SUP-058,MAT-0054,PO-202508-001291,3338,360,0.10785,fail,process,2025-07-27T11:00:00+08:00,质检员06
QI-0000543,SUP-029,MAT-0002,PO-202509-001786,1842,26,0.01412,pass,final,2025-12-01T13:00:00+08:00,质检员02
QI-0000544,SUP-003,MAT-0157,PO-202603-001057,4628,264,0.05704,fail,incoming,2025-10-19T16:00:00+08:00,质检员19
QI-0000545,SUP-017,MAT-0153,PO-202601-001030,484,6,0.0124,pass,process,2025-12-11T08:00:00+08:00,质检员01
QI-0000546,SUP-030,MAT-0002,PO-202508-001322,2519,26,0.01032,pass,final,2025-10-25T03:00:00+08:00,质检员01
QI-0000547,SUP-054,MAT-0081,PO-202510-000708,1085,77,0.07097,fail,incoming,2026-05-23T19:00:00+08:00,质检员16
QI-0000548,SUP-014,MAT-0176,PO-202510-001728,2784,99,0.03556,fail,final,2025-12-09T07:00:00+08:00,质检员02
QI-0000549,SUP-055,MAT-0121,PO-202509-000658,1639,107,0.06528,fail,final,2026-01-29T19:00:00+08:00,质检员02
QI-0000550,SUP-028,MAT-0232,PO-202602-000719,2658,309,0.11625,fail,final,2025-09-19T16:00:00+08:00,质检员20
QI-0000551,SUP-038,MAT-0015,PO-202601-000258,2236,422,0.18873,fail,incoming,2025-07-06T11:00:00+08:00,质检员04
QI-0000552,SUP-057,MAT-0057,PO-202603-001238,3406,343,0.1007,fail,process,2025-07-13T08:00:00+08:00,质检员18
QI-0000553,SUP-047,MAT-0113,PO-202508-001128,913,188,0.20591,fail,incoming,2025-12-20T10:00:00+08:00,质检员11
QI-0000554,SUP-025,MAT-0196,PO-202509-000097,4572,953,0.20844,fail,final,2025-06-19T12:00:00+08:00,质检员03
QI-0000555,SUP-029,MAT-0044,PO-202601-000551,486,1,0.00206,pass,process,2026-05-23T17:00:00+08:00,质检员02
QI-0000556,SUP-028,MAT-0120,PO-202601-001630,4135,457,0.11052,fail,incoming,2026-04-22T14:00:00+08:00,质检员12
QI-0000557,SUP-025,MAT-0076,PO-202603-000440,2971,606,0.20397,fail,process,2026-05-28T09:00:00+08:00,质检员14
QI-0000558,SUP-042,MAT-0169,PO-202508-000517,4749,164,0.03453,fail,incoming,2026-03-16T12:00:00+08:00,质检员18
QI-0000559,SUP-042,MAT-0028,PO-202602-000240,166,10,0.06024,fail,final,2026-03-07T03:00:00+08:00,质检员19
QI-0000560,SUP-046,MAT-0037,PO-202606-000686,476,37,0.07773,fail,process,2026-06-02T23:00:00+08:00,质检员16
QI-0000561,SUP-059,MAT-0067,PO-202507-001778,1321,63,0.04769,fail,incoming,2026-04-02T19:00:00+08:00,质检员18
QI-0000562,SUP-011,MAT-0045,PO-202601-001516,3887,311,0.08001,fail,incoming,2025-11-01T08:00:00+08:00,质检员08
QI-0000563,SUP-011,MAT-0183,PO-202512-001380,1066,82,0.07692,fail,incoming,2025-10-09T08:00:00+08:00,质检员01
QI-0000564,SUP-053,MAT-0066,PO-202601-001519,1654,220,0.13301,fail,incoming,2025-08-28T12:00:00+08:00,质检员16
QI-0000565,SUP-036,MAT-0028,PO-202506-001505,658,104,0.15805,fail,final,2025-11-11T18:00:00+08:00,质检员07
QI-0000566,SUP-003,MAT-0009,PO-202509-000232,764,44,0.05759,fail,process,2026-01-11T14:00:00+08:00,质检员11
QI-0000567,SUP-029,MAT-0044,PO-202507-001275,4204,0,0.0,pass,incoming,2025-07-11T22:00:00+08:00,质检员17
QI-0000568,SUP-045,MAT-0024,PO-202605-001559,459,85,0.18519,fail,final,2025-11-19T00:00:00+08:00,质检员02
QI-0000569,SUP-007,MAT-0010,PO-202511-000795,3393,349,0.10286,fail,final,2025-07-06T14:00:00+08:00,质检员14
QI-0000570,SUP-036,MAT-0117,PO-202606-000565,2506,392,0.15642,fail,process,2026-01-10T13:00:00+08:00,质检员17
QI-0000571,SUP-018,MAT-0194,PO-202601-000952,3286,64,0.01948,pass,process,2026-02-18T00:00:00+08:00,质检员01
QI-0000572,SUP-005,MAT-0006,PO-202509-000476,2003,299,0.14928,fail,process,2025-07-22T23:00:00+08:00,质检员10
QI-0000573,SUP-028,MAT-0120,PO-202509-001175,629,66,0.10493,fail,process,2026-01-03T06:00:00+08:00,质检员07
QI-0000574,SUP-030,MAT-0186,PO-202506-001505,195,4,0.02051,pass,final,2025-06-25T03:00:00+08:00,质检员01
QI-0000575,SUP-007,MAT-0080,PO-202604-000189,428,38,0.08879,fail,incoming,2025-08-10T04:00:00+08:00,质检员19
QI-0000576,SUP-003,MAT-0095,PO-202605-001055,335,14,0.04179,fail,incoming,2025-12-12T03:00:00+08:00,质检员03
QI-0000577,SUP-024,MAT-0088,PO-202506-000897,4784,974,0.2036,fail,incoming,2025-09-12T02:00:00+08:00,质检员13
QI-0000578,SUP-031,MAT-0073,PO-202507-000963,636,136,0.21384,fail,incoming,2026-06-09T02:00:00+08:00,质检员01
QI-0000579,SUP-042,MAT-0028,PO-202606-001026,252,8,0.03175,fail,incoming,2026-03-19T11:00:00+08:00,质检员11
QI-0000580,SUP-023,MAT-0232,PO-202509-000009,3494,302,0.08643,fail,incoming,2025-08-06T10:00:00+08:00,质检员06
QI-0000581,SUP-031,MAT-0004,PO-202511-001442,1725,344,0.19942,fail,process,2025-10-11T23:00:00+08:00,质检员07
QI-0000582,SUP-050,MAT-0164,PO-202509-000117,1149,278,0.24195,fail,incoming,2025-11-28T06:00:00+08:00,质检员06
QI-0000583,SUP-051,MAT-0194,PO-202507-000846,2295,506,0.22048,fail,process,2025-08-25T03:00:00+08:00,质检员08
QI-0000584,SUP-045,MAT-0042,PO-202509-001468,1548,252,0.16279,fail,final,2026-04-16T07:00:00+08:00,质检员04
QI-0000585,SUP-031,MAT-0007,PO-202507-000239,1059,239,0.22568,fail,final,2025-11-12T07:00:00+08:00,质检员02
QI-0000586,SUP-052,MAT-0141,PO-202508-000636,3571,133,0.03724,fail,incoming,2025-11-28T18:00:00+08:00,质检员06
QI-0000587,SUP-030,MAT-0140,PO-202510-000352,1189,10,0.00841,pass,process,2025-09-10T11:00:00+08:00,质检员02
QI-0000588,SUP-048,MAT-0001,PO-202603-000602,3989,209,0.05239,fail,process,2026-04-28T22:00:00+08:00,质检员15
QI-0000589,SUP-022,MAT-0106,PO-202512-000864,2331,195,0.08366,fail,process,2026-06-14T15:00:00+08:00,质检员07
QI-0000590,SUP-037,MAT-0061,PO-202606-001065,1015,201,0.19803,fail,final,2025-07-03T05:00:00+08:00,质检员13
QI-0000591,SUP-022,MAT-0069,PO-202604-000146,4718,291,0.06168,fail,process,2025-12-04T16:00:00+08:00,质检员17
QI-0000592,SUP-016,MAT-0207,PO-202606-000557,698,87,0.12464,fail,incoming,2026-06-11T06:00:00+08:00,质检员03
QI-0000593,SUP-031,MAT-0205,PO-202602-000056,3466,640,0.18465,fail,final,2025-10-06T14:00:00+08:00,质检员01
QI-0000594,SUP-056,MAT-0144,PO-202510-001441,2838,245,0.08633,fail,process,2026-04-13T03:00:00+08:00,质检员20
QI-0000595,SUP-045,MAT-0075,PO-202602-001265,1149,212,0.18451,fail,process,2025-10-05T06:00:00+08:00,质检员06
QI-0000596,SUP-031,MAT-0066,PO-202603-000717,2818,520,0.18453,fail,final,2025-10-18T08:00:00+08:00,质检员13
QI-0000597,SUP-017,MAT-0097,PO-202603-000555,3395,7,0.00206,pass,incoming,2025-07-19T16:00:00+08:00,质检员08
QI-0000598,SUP-020,MAT-0169,PO-202602-000133,1269,144,0.11348,fail,process,2026-03-09T09:00:00+08:00,质检员19
QI-0000599,SUP-012,MAT-0157,PO-202508-001069,3765,466,0.12377,fail,process,2026-04-25T14:00:00+08:00,质检员08
QI-0000600,SUP-022,MAT-0058,PO-202604-000962,3944,236,0.05984,fail,process,2025-12-14T03:00:00+08:00,质检员04
QI-0000601,SUP-018,MAT-0183,PO-202507-000581,141,1,0.00709,pass,incoming,2026-06-09T21:00:00+08:00,质检员11
QI-0000602,SUP-006,MAT-0029,PO-202510-001433,4319,962,0.22274,fail,incoming,2026-01-01T13:00:00+08:00,质检员14
QI-0000603,SUP-049,MAT-0230,PO-202602-001758,1770,16,0.00904,pass,incoming,2026-03-03T15:00:00+08:00,质检员06
QI-0000604,SUP-009,MAT-0126,PO-202602-000929,3642,435,0.11944,fail,incoming,2026-02-24T16:00:00+08:00,质检员11
QI-0000605,SUP-032,MAT-0065,PO-202604-001394,154,28,0.18182,fail,process,2026-03-26T04:00:00+08:00,质检员01
QI-0000606,SUP-026,MAT-0101,PO-202512-001587,767,118,0.15385,fail,final,2025-09-13T06:00:00+08:00,质检员07
QI-0000607,SUP-051,MAT-0224,PO-202602-001758,1294,299,0.23107,fail,final,2025-09-08T05:00:00+08:00,质检员13
QI-0000608,SUP-050,MAT-0194,PO-202511-001743,638,146,0.22884,fail,incoming,2025-11-20T00:00:00+08:00,质检员20
QI-0000609,SUP-041,MAT-0104,PO-202506-000384,777,177,0.2278,fail,final,2026-05-21T14:00:00+08:00,质检员04
QI-0000610,SUP-005,MAT-0065,PO-202604-001014,3078,477,0.15497,fail,final,2026-05-15T18:00:00+08:00,质检员20
QI-0000611,SUP-013,MAT-0099,PO-202604-000627,3465,463,0.13362,fail,final,2026-06-14T04:00:00+08:00,质检员11
QI-0000612,SUP-060,MAT-0057,PO-202512-001364,2515,128,0.05089,fail,process,2025-12-31T13:00:00+08:00,质检员13
QI-0000613,SUP-022,MAT-0209,PO-202508-000022,1778,135,0.07593,fail,incoming,2026-02-04T00:00:00+08:00,质检员20
QI-0000614,SUP-042,MAT-0103,PO-202511-001245,3533,177,0.0501,fail,process,2025-11-07T17:00:00+08:00,质检员16
QI-0000615,SUP-050,MAT-0033,PO-202512-000054,4504,1008,0.2238,fail,process,2026-03-31T14:00:00+08:00,质检员02
QI-0000616,SUP-050,MAT-0063,PO-202509-000339,4611,1174,0.25461,fail,incoming,2026-05-23T02:00:00+08:00,质检员02
QI-0000617,SUP-040,MAT-0186,PO-202601-000093,3072,318,0.10352,fail,incoming,2025-08-31T22:00:00+08:00,质检员11
QI-0000618,SUP-050,MAT-0033,PO-202603-000085,3737,891,0.23843,fail,process,2025-09-26T20:00:00+08:00,质检员01
QI-0000619,SUP-005,MAT-0006,PO-202511-000821,4342,581,0.13381,fail,final,2025-08-28T03:00:00+08:00,质检员13
QI-0000620,SUP-038,MAT-0136,PO-202511-000088,502,92,0.18327,fail,process,2026-05-21T19:00:00+08:00,质检员13
QI-0000621,SUP-039,MAT-0026,PO-202511-001485,2447,186,0.07601,fail,process,2026-02-02T22:00:00+08:00,质检员12
QI-0000622,SUP-051,MAT-0060,PO-202506-001538,4343,961,0.22128,fail,process,2025-12-04T01:00:00+08:00,质检员09
QI-0000623,SUP-012,MAT-0209,PO-202601-000757,3893,575,0.1477,fail,process,2025-11-08T15:00:00+08:00,质检员03
QI-0000624,SUP-057,MAT-0120,PO-202604-001658,3467,269,0.07759,fail,process,2025-09-13T17:00:00+08:00,质检员13
QI-0000625,SUP-047,MAT-0129,PO-202511-000613,2991,595,0.19893,fail,incoming,2026-01-30T01:00:00+08:00,质检员08
QI-0000626,SUP-007,MAT-0064,PO-202606-000087,3470,262,0.0755,fail,incoming,2025-08-10T14:00:00+08:00,质检员18
QI-0000627,SUP-013,MAT-0071,PO-202509-001169,4563,689,0.151,fail,final,2026-02-09T02:00:00+08:00,质检员07
QI-0000628,SUP-009,MAT-0057,PO-202509-001412,1056,101,0.09564,fail,process,2025-11-21T13:00:00+08:00,质检员16
QI-0000629,SUP-032,MAT-0065,PO-202604-000610,61,10,0.16393,fail,process,2026-04-26T07:00:00+08:00,质检员16
QI-0000630,SUP-060,MAT-0057,PO-202510-000711,3829,220,0.05746,fail,incoming,2026-04-10T01:00:00+08:00,质检员15
QI-0000631,SUP-054,MAT-0027,PO-202605-001255,4186,186,0.04443,fail,final,2026-04-06T23:00:00+08:00,质检员16
QI-0000632,SUP-035,MAT-0123,PO-202603-000079,1828,139,0.07604,fail,process,2026-01-08T10:00:00+08:00,质检员18
QI-0000633,SUP-037,MAT-0013,PO-202604-000320,4155,844,0.20313,fail,process,2025-09-30T19:00:00+08:00,质检员20
QI-0000634,SUP-006,MAT-0079,PO-202605-001280,3440,724,0.21047,fail,process,2025-08-03T19:00:00+08:00,质检员17
QI-0000635,SUP-018,MAT-0116,PO-202511-000575,1618,51,0.03152,fail,final,2025-10-03T23:00:00+08:00,质检员04
QI-0000636,SUP-017,MAT-0141,PO-202605-000890,2413,62,0.02569,pass,process,2026-04-02T00:00:00+08:00,质检员19
QI-0000637,SUP-023,MAT-0185,PO-202509-001636,2055,189,0.09197,fail,incoming,2026-02-12T21:00:00+08:00,质检员15
QI-0000638,SUP-047,MAT-0222,PO-202606-001120,3552,638,0.17962,fail,final,2025-11-28T16:00:00+08:00,质检员04
QI-0000639,SUP-015,MAT-0226,PO-202509-000991,2994,535,0.17869,fail,final,2025-06-28T13:00:00+08:00,质检员15
QI-0000640,SUP-050,MAT-0202,PO-202511-000271,4931,1151,0.23342,fail,process,2025-11-22T08:00:00+08:00,质检员02
QI-0000641,SUP-027,MAT-0096,PO-202605-000484,2469,598,0.2422,fail,incoming,2025-10-11T07:00:00+08:00,质检员18
QI-0000642,SUP-047,MAT-0189,PO-202512-000703,4462,869,0.19476,fail,incoming,2026-02-26T13:00:00+08:00,质检员02
QI-0000643,SUP-053,MAT-0024,PO-202604-000466,387,49,0.12661,fail,final,2025-12-25T19:00:00+08:00,质检员19
QI-0000644,SUP-059,MAT-0051,PO-202601-000059,2355,150,0.06369,fail,process,2025-10-06T09:00:00+08:00,质检员10
QI-0000645,SUP-058,MAT-0094,PO-202602-000133,3269,382,0.11686,fail,incoming,2026-01-30T18:00:00+08:00,质检员01
QI-0000646,SUP-053,MAT-0142,PO-202604-000264,1018,131,0.12868,fail,process,2026-03-31T22:00:00+08:00,质检员02
QI-0000647,SUP-032,MAT-0154,PO-202601-001549,3273,509,0.15551,fail,process,2025-07-30T14:00:00+08:00,质检员19
QI-0000648,SUP-045,MAT-0103,PO-202512-001171,2383,546,0.22912,fail,incoming,2025-10-02T23:00:00+08:00,质检员17
QI-0000649,SUP-026,MAT-0219,PO-202510-000523,2231,483,0.21649,fail,incoming,2025-08-11T17:00:00+08:00,质检员10
QI-0000650,SUP-049,MAT-0054,PO-202510-000504,4603,160,0.03476,fail,process,2026-04-19T17:00:00+08:00,质检员13
QI-0000651,SUP-016,MAT-0123,PO-202603-000670,1890,205,0.10847,fail,final,2025-12-16T07:00:00+08:00,质检员16
QI-0000652,SUP-007,MAT-0076,PO-202510-001140,2004,188,0.09381,fail,incoming,2025-10-20T09:00:00+08:00,质检员01
QI-0000653,SUP-036,MAT-0155,PO-202510-001165,56,9,0.16071,fail,incoming,2026-05-21T12:00:00+08:00,质检员16
QI-0000654,SUP-035,MAT-0217,PO-202507-001397,3058,330,0.10791,fail,incoming,2026-03-10T09:00:00+08:00,质检员01
QI-0000655,SUP-050,MAT-0111,PO-202509-001080,4794,1164,0.2428,fail,final,2026-06-01T14:00:00+08:00,质检员18
QI-0000656,SUP-026,MAT-0040,PO-202509-000548,1146,206,0.17976,fail,incoming,2025-10-02T20:00:00+08:00,质检员20
QI-0000657,SUP-059,MAT-0003,PO-202605-001721,3165,93,0.02938,pass,final,2026-06-11T13:00:00+08:00,质检员01
QI-0000658,SUP-060,MAT-0111,PO-202509-001080,3932,139,0.03535,fail,incoming,2025-11-13T09:00:00+08:00,质检员18
QI-0000659,SUP-034,MAT-0030,PO-202511-001283,4486,865,0.19282,fail,process,2026-06-06T17:00:00+08:00,质检员01
QI-0000660,SUP-058,MAT-0101,PO-202508-001788,1144,117,0.10227,fail,final,2025-11-10T02:00:00+08:00,质检员17
QI-0000661,SUP-040,MAT-0141,PO-202604-001725,4564,443,0.09706,fail,final,2026-01-26T08:00:00+08:00,质检员02
QI-0000662,SUP-023,MAT-0180,PO-202606-000745,4487,430,0.09583,fail,process,2025-10-17T14:00:00+08:00,质检员06
QI-0000663,SUP-016,MAT-0047,PO-202602-001632,3568,469,0.13145,fail,process,2026-01-12T21:00:00+08:00,质检员02
QI-0000664,SUP-026,MAT-0043,PO-202604-000734,3954,774,0.19575,fail,process,2025-08-24T07:00:00+08:00,质检员19
QI-0000665,SUP-054,MAT-0162,PO-202507-000932,4663,224,0.04804,fail,final,2025-11-10T00:00:00+08:00,质检员12
QI-0000666,SUP-047,MAT-0066,PO-202512-001264,1422,263,0.18495,fail,process,2025-06-16T15:00:00+08:00,质检员05
QI-0000667,SUP-053,MAT-0154,PO-202602-001632,2206,338,0.15322,fail,incoming,2025-09-05T23:00:00+08:00,质检员20
QI-0000668,SUP-016,MAT-0022,PO-202510-000498,1627,193,0.11862,fail,incoming,2026-03-12T17:00:00+08:00,质检员05
QI-0000669,SUP-027,MAT-0034,PO-202508-000427,4813,1195,0.24829,fail,process,2025-09-20T13:00:00+08:00,质检员16
QI-0000670,SUP-039,MAT-0226,PO-202510-000523,1523,139,0.09127,fail,process,2025-08-10T07:00:00+08:00,质检员02
QI-0000671,SUP-029,MAT-0014,PO-202506-000424,4480,26,0.0058,pass,final,2025-12-11T17:00:00+08:00,质检员03
QI-0000672,SUP-050,MAT-0063,PO-202603-000803,1492,333,0.22319,fail,process,2025-12-10T13:00:00+08:00,质检员06
QI-0000673,SUP-052,MAT-0207,PO-202509-001367,3249,122,0.03755,fail,final,2025-12-17T20:00:00+08:00,质检员14
QI-0000674,SUP-022,MAT-0180,PO-202507-000552,3615,349,0.09654,fail,incoming,2025-11-13T04:00:00+08:00,质检员16
QI-0000675,SUP-039,MAT-0179,PO-202508-000726,4409,324,0.07349,fail,incoming,2025-08-29T16:00:00+08:00,质检员08
QI-0000676,SUP-040,MAT-0186,PO-202602-000479,242,25,0.10331,fail,process,2025-12-29T01:00:00+08:00,质检员02
QI-0000677,SUP-036,MAT-0021,PO-202511-000020,4429,665,0.15015,fail,final,2026-05-02T01:00:00+08:00,质检员04
QI-0000678,SUP-055,MAT-0103,PO-202508-001318,3418,213,0.06232,fail,process,2026-04-24T06:00:00+08:00,质检员14
QI-0000679,SUP-060,MAT-0052,PO-202511-000808,1053,46,0.04368,fail,final,2025-12-27T19:00:00+08:00,质检员20
QI-0000680,SUP-047,MAT-0189,PO-202510-001644,2638,515,0.19522,fail,final,2025-11-01T00:00:00+08:00,质检员10
QI-0000681,SUP-014,MAT-0182,PO-202507-000140,1630,29,0.01779,pass,incoming,2025-08-02T22:00:00+08:00,质检员17
QI-0000682,SUP-044,MAT-0139,PO-202512-000318,620,49,0.07903,fail,process,2026-05-25T23:00:00+08:00,质检员12
QI-0000683,SUP-017,MAT-0201,PO-202508-001356,203,3,0.01478,pass,incoming,2026-05-14T04:00:00+08:00,质检员17
QI-0000684,SUP-038,MAT-0136,PO-202602-001629,3878,635,0.16374,fail,final,2025-07-03T06:00:00+08:00,质检员17
QI-0000685,SUP-014,MAT-0150,PO-202511-000600,1893,74,0.03909,fail,final,2025-07-28T02:00:00+08:00,质检员11
QI-0000686,SUP-018,MAT-0168,PO-202510-001563,2354,96,0.04078,fail,process,2025-12-29T00:00:00+08:00,质检员11
QI-0000687,SUP-054,MAT-0187,PO-202512-001642,4357,66,0.01515,pass,final,2025-12-23T07:00:00+08:00,质检员18
QI-0000688,SUP-031,MAT-0066,PO-202509-001410,2424,561,0.23144,fail,process,2025-10-30T22:00:00+08:00,质检员18
QI-0000689,SUP-030,MAT-0140,PO-202602-001004,2679,54,0.02016,pass,incoming,2026-03-20T18:00:00+08:00,质检员14
QI-0000690,SUP-022,MAT-0050,PO-202509-000121,519,45,0.08671,fail,incoming,2025-08-19T08:00:00+08:00,质检员04
QI-0000691,SUP-059,MAT-0109,PO-202606-000340,4714,350,0.07425,fail,final,2025-07-17T04:00:00+08:00,质检员12
QI-0000692,SUP-051,MAT-0069,PO-202511-000850,1712,386,0.22547,fail,incoming,2025-07-05T17:00:00+08:00,质检员03
QI-0000693,SUP-039,MAT-0113,PO-202604-000739,4095,298,0.07277,fail,incoming,2025-10-14T17:00:00+08:00,质检员17
QI-0000694,SUP-028,MAT-0195,PO-202605-000157,4621,652,0.1411,fail,process,2025-08-22T01:00:00+08:00,质检员13
QI-0000695,SUP-022,MAT-0112,PO-202512-001720,3872,271,0.06999,fail,final,2025-08-27T14:00:00+08:00,质检员17
QI-0000696,SUP-029,MAT-0142,PO-202509-000380,2465,60,0.02434,pass,process,2025-10-14T18:00:00+08:00,质检员12
QI-0000697,SUP-019,MAT-0132,PO-202508-001356,3850,525,0.13636,fail,process,2026-01-12T22:00:00+08:00,质检员17
QI-0000698,SUP-043,MAT-0211,PO-202603-000570,2732,399,0.14605,fail,process,2026-05-26T21:00:00+08:00,质检员14
QI-0000699,SUP-006,MAT-0029,PO-202509-000021,1174,255,0.21721,fail,incoming,2026-02-24T14:00:00+08:00,质检员12
QI-0000700,SUP-015,MAT-0053,PO-202601-001463,3846,771,0.20047,fail,process,2026-06-10T09:00:00+08:00,质检员07
