sales_order_line_id,sales_order_id,line_no,material_id,warehouse_id,ordered_qty,allocated_qty,shipped_qty,unit_price,line_amount,requested_delivery_at,updated_at
SO-202512-000800-01,SO-202512-000800,1,MAT-0222,WH-04,3843,3843,3843,854.25,3282870.0,2026-01-02T01:58:00+08:00,2026-01-24T01:58:00+08:00
SO-202512-000800-02,SO-202512-000800,2,MAT-0035,WH-05,4005,4005,4005,12.41,49688.44,2026-01-02T01:58:00+08:00,2026-01-19T01:58:00+08:00
SO-202512-000800-03,SO-202512-000800,3,MAT-0119,WH-04,2539,2539,2539,4.45,11297.81,2026-01-02T01:58:00+08:00,2026-01-19T01:58:00+08:00
SO-202512-000800-04,SO-202512-000800,4,MAT-0126,WH-06,4207,4207,4207,618.29,2601145.39,2026-01-02T01:58:00+08:00,2026-01-17T01:58:00+08:00
SO-202512-000800-05,SO-202512-000800,5,MAT-0048,WH-06,615,615,615,23.4,14391.77,2026-01-02T01:58:00+08:00,2026-01-05T01:58:00+08:00
SO-202602-000801-01,SO-202602-000801,1,MAT-0142,WH-06,4019,3181,3164,636.27,2557162.2,2026-02-19T04:01:00+08:00,2026-02-28T04:01:00+08:00
SO-202602-000801-02,SO-202602-000801,2,MAT-0182,WH-03,1707,915,847,427.9,730432.06,2026-02-19T04:01:00+08:00,2026-03-04T04:01:00+08:00
SO-202602-000801-03,SO-202602-000801,3,MAT-0164,WH-06,1135,404,49,725.91,823906.84,2026-02-19T04:01:00+08:00,2026-03-15T04:01:00+08:00
SO-202602-000801-04,SO-202602-000801,4,MAT-0237,WH-01,4384,3025,318,85.61,375305.05,2026-02-19T04:01:00+08:00,2026-03-05T04:01:00+08:00
SO-202605-000802-01,SO-202605-000802,1,MAT-0237,WH-02,2217,2217,105,77.87,172647.19,2026-06-02T11:19:00+08:00,2026-06-12T11:19:00+08:00
SO-202604-000803-01,SO-202604-000803,1,MAT-0238,WH-04,3619,1860,2851,224.42,812179.68,2026-04-08T18:56:00+08:00,2026-04-23T18:56:00+08:00
SO-202509-000804-01,SO-202509-000804,1,MAT-0182,WH-02,1997,1997,1569,404.86,808500.41,2025-09-12T06:54:00+08:00,2025-09-29T06:54:00+08:00
SO-202509-000804-02,SO-202509-000804,2,MAT-0240,WH-02,2659,2659,849,186.37,495558.64,2025-09-12T06:54:00+08:00,2025-09-26T06:54:00+08:00
SO-202604-000805-01,SO-202604-000805,1,MAT-0179,WH-02,3588,2617,1110,870.62,3123767.85,2026-04-10T06:39:00+08:00,2026-05-03T06:39:00+08:00
SO-202511-000806-01,SO-202511-000806,1,MAT-0175,WH-03,1206,1206,1206,708.89,854923.21,2025-11-12T20:19:00+08:00,2025-11-26T20:19:00+08:00
SO-202511-000806-02,SO-202511-000806,2,MAT-0052,WH-03,18,18,18,137.28,2471.06,2025-11-12T20:19:00+08:00,2025-11-11T20:19:00+08:00
SO-202511-000806-03,SO-202511-000806,3,MAT-0071,WH-01,4321,4321,4321,51.33,221806.62,2025-11-12T20:19:00+08:00,2025-11-28T20:19:00+08:00
SO-202506-000807-01,SO-202506-000807,1,MAT-0128,WH-06,2534,1044,338,64.57,163623.76,2025-06-30T17:26:00+08:00,2025-07-14T17:26:00+08:00
SO-202605-000808-01,SO-202605-000808,1,MAT-0069,WH-02,2641,1592,1477,730.14,1928294.35,2026-05-16T23:28:00+08:00,2026-05-31T23:28:00+08:00
SO-202605-000808-02,SO-202605-000808,2,MAT-0167,WH-04,1065,470,15,146.89,156434.39,2026-05-16T23:28:00+08:00,2026-05-22T23:28:00+08:00
SO-202605-000808-03,SO-202605-000808,3,MAT-0006,WH-06,2577,1817,1724,508.77,1311094.44,2026-05-16T23:28:00+08:00,2026-05-11T23:28:00+08:00
SO-202605-000809-01,SO-202605-000809,1,MAT-0006,WH-01,698,698,698,550.15,384006.95,2026-05-19T18:06:00+08:00,2026-05-20T18:06:00+08:00
SO-202605-000809-02,SO-202605-000809,2,MAT-0125,WH-06,2876,2876,2876,1424.97,4098222.4,2026-05-19T18:06:00+08:00,2026-06-14T18:06:00+08:00
SO-202605-000809-03,SO-202605-000809,3,MAT-0048,WH-05,3353,3353,3353,20.56,68929.94,2026-05-19T18:06:00+08:00,2026-05-26T18:06:00+08:00
SO-202605-000809-04,SO-202605-000809,4,MAT-0186,WH-04,3393,3393,3393,689.27,2338704.7,2026-05-19T18:06:00+08:00,2026-06-03T18:06:00+08:00
SO-202605-000809-05,SO-202605-000809,5,MAT-0106,WH-03,2375,2375,2375,1191.64,2830147.71,2026-05-19T18:06:00+08:00,2026-06-12T18:06:00+08:00
SO-202512-000810-01,SO-202512-000810,1,MAT-0095,WH-02,2840,2840,1417,433.47,1231058.13,2025-12-17T05:36:00+08:00,2025-12-24T05:36:00+08:00
SO-202512-000810-02,SO-202512-000810,2,MAT-0165,WH-02,3873,3873,3304,602.43,2333208.59,2025-12-17T05:36:00+08:00,2026-01-12T05:36:00+08:00
SO-202511-000811-01,SO-202511-000811,1,MAT-0021,WH-04,467,467,467,20.16,9416.34,2025-12-02T07:36:00+08:00,2025-12-13T07:36:00+08:00
SO-202511-000811-02,SO-202511-000811,2,MAT-0033,WH-04,3873,3873,3873,231.91,898201.26,2025-12-02T07:36:00+08:00,2025-12-23T07:36:00+08:00
SO-202507-000812-01,SO-202507-000812,1,MAT-0070,WH-05,2758,2243,14,171.25,472307.57,2025-07-30T08:28:00+08:00,2025-08-14T08:28:00+08:00
SO-202507-000812-02,SO-202507-000812,2,MAT-0155,WH-04,4494,1002,2,145.67,654647.67,2025-07-30T08:28:00+08:00,2025-08-05T08:28:00+08:00
SO-202507-000812-03,SO-202507-000812,3,MAT-0200,WH-05,247,76,175,713.81,176311.19,2025-07-30T08:28:00+08:00,2025-08-02T08:28:00+08:00
SO-202507-000812-04,SO-202507-000812,4,MAT-0005,WH-01,363,161,186,449.69,163238.83,2025-07-30T08:28:00+08:00,2025-08-17T08:28:00+08:00
SO-202512-000813-01,SO-202512-000813,1,MAT-0107,WH-03,1996,1996,866,652.91,1303208.64,2025-12-15T23:03:00+08:00,2025-12-13T23:03:00+08:00
SO-202512-000813-02,SO-202512-000813,2,MAT-0230,WH-02,3492,3492,2235,1294.58,4520685.04,2025-12-15T23:03:00+08:00,2026-01-11T23:03:00+08:00
SO-202512-000813-03,SO-202512-000813,3,MAT-0156,WH-03,2861,2861,1634,27.54,78796.94,2025-12-15T23:03:00+08:00,2025-12-26T23:03:00+08:00
SO-202606-000814-01,SO-202606-000814,1,MAT-0110,WH-03,602,602,602,19.0,11438.95,2026-06-10T17:25:00+08:00,2026-06-15T08:00:00+08:00
SO-202606-000814-02,SO-202606-000814,2,MAT-0232,WH-06,2652,2652,2652,1501.63,3982332.99,2026-06-10T17:25:00+08:00,2026-06-15T08:00:00+08:00
SO-202511-000815-01,SO-202511-000815,1,MAT-0157,WH-04,3478,3478,1743,235.64,819560.18,2025-11-19T18:58:00+08:00,2025-12-12T18:58:00+08:00
SO-202511-000815-02,SO-202511-000815,2,MAT-0051,WH-06,3730,3730,1127,73.44,273922.85,2025-11-19T18:58:00+08:00,2025-12-11T18:58:00+08:00
SO-202511-000815-03,SO-202511-000815,3,MAT-0118,WH-02,1947,1947,209,604.07,1176116.62,2025-11-19T18:58:00+08:00,2025-12-08T18:58:00+08:00
SO-202511-000815-04,SO-202511-000815,4,MAT-0093,WH-02,1514,1514,1352,1816.33,2749929.49,2025-11-19T18:58:00+08:00,2025-12-17T18:58:00+08:00
SO-202511-000815-05,SO-202511-000815,5,MAT-0022,WH-04,2110,2110,1007,119.93,253048.29,2025-11-19T18:58:00+08:00,2025-11-18T18:58:00+08:00
SO-202507-000816-01,SO-202507-000816,1,MAT-0206,WH-03,1390,726,926,115.64,160739.6,2025-07-25T16:58:00+08:00,2025-07-22T16:58:00+08:00
SO-202507-000816-02,SO-202507-000816,2,MAT-0028,WH-01,3647,3493,453,1702.19,6207894.04,2025-07-25T16:58:00+08:00,2025-08-18T16:58:00+08:00
SO-202511-000817-01,SO-202511-000817,1,MAT-0162,WH-04,979,199,847,71.01,69519.51,2025-11-22T11:33:00+08:00,2025-11-22T11:33:00+08:00
SO-202511-000817-02,SO-202511-000817,2,MAT-0229,WH-06,3243,684,2726,463.74,1503922.03,2025-11-22T11:33:00+08:00,2025-12-02T11:33:00+08:00
SO-202511-000817-03,SO-202511-000817,3,MAT-0205,WH-05,1307,1140,1081,493.0,644355.47,2025-11-22T11:33:00+08:00,2025-12-17T11:33:00+08:00
SO-202511-000817-04,SO-202511-000817,4,MAT-0102,WH-02,1308,1180,1127,71.48,93499.97,2025-11-22T11:33:00+08:00,2025-12-06T11:33:00+08:00
SO-202508-000818-01,SO-202508-000818,1,MAT-0175,WH-02,744,744,744,745.13,554375.27,2025-08-20T08:30:00+08:00,2025-09-10T08:30:00+08:00
SO-202508-000818-02,SO-202508-000818,2,MAT-0185,WH-04,2696,2696,2696,645.95,1741480.48,2025-08-20T08:30:00+08:00,2025-09-12T08:30:00+08:00
SO-202508-000818-03,SO-202508-000818,3,MAT-0180,WH-03,3867,3867,3867,224.75,869127.37,2025-08-20T08:30:00+08:00,2025-08-21T08:30:00+08:00
SO-202601-000819-01,SO-202601-000819,1,MAT-0167,WH-02,1535,805,123,134.31,206171.46,2026-01-24T21:47:00+08:00,2026-02-16T21:47:00+08:00
SO-202601-000819-02,SO-202601-000819,2,MAT-0081,WH-01,415,343,288,830.65,344719.41,2026-01-24T21:47:00+08:00,2026-01-21T21:47:00+08:00
SO-202601-000819-03,SO-202601-000819,3,MAT-0183,WH-02,4416,3248,3374,101.95,450197.98,2026-01-24T21:47:00+08:00,2026-01-27T21:47:00+08:00
SO-202605-000820-01,SO-202605-000820,1,MAT-0221,WH-03,4442,1149,425,357.13,1586349.75,2026-05-16T08:30:00+08:00,2026-05-19T08:30:00+08:00
SO-202605-000820-02,SO-202605-000820,2,MAT-0192,WH-05,4013,3651,1452,124.67,500317.55,2026-05-16T08:30:00+08:00,2026-06-10T08:30:00+08:00
SO-202605-000820-03,SO-202605-000820,3,MAT-0178,WH-05,2146,992,433,673.62,1445584.13,2026-05-16T08:30:00+08:00,2026-06-08T08:30:00+08:00
SO-202605-000820-04,SO-202605-000820,4,MAT-0004,WH-05,2938,2279,83,470.26,1381627.58,2026-05-16T08:30:00+08:00,2026-05-21T08:30:00+08:00
SO-202605-000820-05,SO-202605-000820,5,MAT-0209,WH-05,2873,641,501,1589.24,4565881.7,2026-05-16T08:30:00+08:00,2026-05-16T08:30:00+08:00
SO-202508-000821-01,SO-202508-000821,1,MAT-0128,WH-02,3241,2623,2527,74.67,242003.31,2025-08-05T20:28:00+08:00,2025-08-11T20:28:00+08:00
SO-202508-000821-02,SO-202508-000821,2,MAT-0226,WH-05,3602,3246,2157,441.19,1589152.57,2025-08-05T20:28:00+08:00,2025-08-17T20:28:00+08:00
SO-202511-000822-01,SO-202511-000822,1,MAT-0153,WH-02,371,371,371,417.5,154892.55,2025-11-19T10:46:00+08:00,2025-12-13T10:46:00+08:00
SO-202511-000822-02,SO-202511-000822,2,MAT-0155,WH-06,3909,3909,3909,145.9,570324.92,2025-11-19T10:46:00+08:00,2025-11-29T10:46:00+08:00
SO-202511-000822-03,SO-202511-000822,3,MAT-0185,WH-01,773,773,773,694.54,536878.95,2025-11-19T10:46:00+08:00,2025-12-02T10:46:00+08:00
SO-202511-000822-04,SO-202511-000822,4,MAT-0172,WH-01,4005,4005,4005,728.33,2916948.14,2025-11-19T10:46:00+08:00,2025-11-25T10:46:00+08:00
SO-202606-000823-01,SO-202606-000823,1,MAT-0115,WH-02,1813,1813,1813,449.83,815539.17,2026-06-09T12:58:00+08:00,2026-06-15T08:00:00+08:00
SO-202606-000823-02,SO-202606-000823,2,MAT-0052,WH-01,820,820,820,148.96,122144.13,2026-06-09T12:58:00+08:00,2026-06-15T08:00:00+08:00
SO-202601-000824-01,SO-202601-000824,1,MAT-0038,WH-04,3363,986,1701,836.28,2812407.62,2026-01-08T06:18:00+08:00,2026-01-18T06:18:00+08:00
SO-202601-000824-02,SO-202601-000824,2,MAT-0155,WH-05,179,109,106,129.35,23154.38,2026-01-08T06:18:00+08:00,2026-01-18T06:18:00+08:00
SO-202601-000824-03,SO-202601-000824,3,MAT-0203,WH-04,578,148,188,838.19,484474.78,2026-01-08T06:18:00+08:00,2026-01-24T06:18:00+08:00
SO-202601-000824-04,SO-202601-000824,4,MAT-0041,WH-02,439,253,177,677.17,297278.88,2026-01-08T06:18:00+08:00,2026-01-31T06:18:00+08:00
SO-202601-000825-01,SO-202601-000825,1,MAT-0157,WH-04,3620,3620,3620,260.26,942156.26,2026-01-28T17:20:00+08:00,2026-01-27T17:20:00+08:00
SO-202601-000825-02,SO-202601-000825,2,MAT-0032,WH-05,4261,4261,4261,525.07,2237315.88,2026-01-28T17:20:00+08:00,2026-01-29T17:20:00+08:00
SO-202604-000826-01,SO-202604-000826,1,MAT-0139,WH-02,4010,4010,4010,333.53,1337463.56,2026-04-30T10:57:00+08:00,2026-05-27T10:57:00+08:00
SO-202604-000826-02,SO-202604-000826,2,MAT-0103,WH-01,3099,3099,3099,1002.06,3105380.24,2026-04-30T10:57:00+08:00,2026-04-30T10:57:00+08:00
SO-202604-000826-03,SO-202604-000826,3,MAT-0087,WH-01,4322,4322,4322,64.18,277380.03,2026-04-30T10:57:00+08:00,2026-05-17T10:57:00+08:00
SO-202604-000826-04,SO-202604-000826,4,MAT-0162,WH-02,4106,4106,4106,77.8,319461.67,2026-04-30T10:57:00+08:00,2026-04-29T10:57:00+08:00
SO-202604-000826-05,SO-202604-000826,5,MAT-0061,WH-02,2970,2970,2970,440.3,1307692.76,2026-04-30T10:57:00+08:00,2026-05-16T10:57:00+08:00
SO-202507-000827-01,SO-202507-000827,1,MAT-0121,WH-01,1963,1963,1963,264.26,518737.67,2025-07-19T08:52:00+08:00,2025-07-19T08:52:00+08:00
SO-202507-000827-02,SO-202507-000827,2,MAT-0209,WH-01,2270,2270,2270,1489.75,3381726.59,2025-07-19T08:52:00+08:00,2025-08-15T08:52:00+08:00
SO-202602-000828-01,SO-202602-000828,1,MAT-0099,WH-06,718,503,325,67.44,48423.44,2026-02-21T14:37:00+08:00,2026-03-15T14:37:00+08:00
SO-202602-000828-02,SO-202602-000828,2,MAT-0115,WH-03,77,47,58,431.2,33202.5,2026-02-21T14:37:00+08:00,2026-03-03T14:37:00+08:00
SO-202602-000828-03,SO-202602-000828,3,MAT-0082,WH-05,2434,1718,1481,604.07,1470313.91,2026-02-21T14:37:00+08:00,2026-03-02T14:37:00+08:00
SO-202512-000829-01,SO-202512-000829,1,MAT-0005,WH-05,1383,1089,145,462.01,638958.97,2025-12-31T22:58:00+08:00,2026-01-10T22:58:00+08:00
SO-202512-000829-02,SO-202512-000829,2,MAT-0027,WH-03,3296,2818,2058,873.91,2880404.72,2025-12-31T22:58:00+08:00,2026-01-08T22:58:00+08:00
SO-202512-000829-03,SO-202512-000829,3,MAT-0068,WH-05,3243,1389,1984,178.12,577634.21,2025-12-31T22:58:00+08:00,2026-01-04T22:58:00+08:00
SO-202508-000830-01,SO-202508-000830,1,MAT-0062,WH-05,94,45,40,1393.52,130990.97,2025-08-14T07:15:00+08:00,2025-08-22T07:15:00+08:00
SO-202508-000830-02,SO-202508-000830,2,MAT-0006,WH-04,20,12,2,608.23,12164.56,2025-08-14T07:15:00+08:00,2025-08-28T07:15:00+08:00
SO-202508-000830-03,SO-202508-000830,3,MAT-0033,WH-04,3779,1967,1730,221.71,837847.34,2025-08-14T07:15:00+08:00,2025-08-29T07:15:00+08:00
SO-202507-000831-01,SO-202507-000831,1,MAT-0031,WH-01,413,104,183,940.9,388593.08,2025-08-02T12:20:00+08:00,2025-08-26T12:20:00+08:00
SO-202507-000831-02,SO-202507-000831,2,MAT-0171,WH-03,4185,3679,2947,1778.24,7441916.82,2025-08-02T12:20:00+08:00,2025-08-06T12:20:00+08:00
SO-202507-000831-03,SO-202507-000831,3,MAT-0146,WH-06,1913,1296,1208,810.68,1550829.79,2025-08-02T12:20:00+08:00,2025-08-13T12:20:00+08:00
SO-202507-000831-04,SO-202507-000831,4,MAT-0028,WH-02,1676,679,907,1762.55,2954025.77,2025-08-02T12:20:00+08:00,2025-08-01T12:20:00+08:00
SO-202507-000831-05,SO-202507-000831,5,MAT-0109,WH-03,286,174,5,50.62,14476.17,2025-08-02T12:20:00+08:00,2025-08-07T12:20:00+08:00
SO-202603-000832-01,SO-202603-000832,1,MAT-0064,WH-03,1207,562,379,168.58,203476.82,2026-04-04T03:19:00+08:00,2026-04-23T03:19:00+08:00
SO-202603-000832-02,SO-202603-000832,2,MAT-0204,WH-05,315,214,92,264.83,83420.22,2026-04-04T03:19:00+08:00,2026-03-30T03:19:00+08:00
SO-202603-000832-03,SO-202603-000832,3,MAT-0079,WH-04,4230,2010,2552,54.47,230403.73,2026-04-04T03:19:00+08:00,2026-04-15T03:19:00+08:00
SO-202603-000832-04,SO-202603-000832,4,MAT-0081,WH-04,3097,2190,1936,805.43,2494412.94,2026-04-04T03:19:00+08:00,2026-04-16T03:19:00+08:00
SO-202510-000833-01,SO-202510-000833,1,MAT-0205,WH-02,3288,2907,2499,478.79,1574271.95,2025-10-18T23:17:00+08:00,2025-11-07T23:17:00+08:00
SO-202506-000834-01,SO-202506-000834,1,MAT-0231,WH-03,2060,499,180,420.82,866891.94,2025-07-04T03:31:00+08:00,2025-07-16T03:31:00+08:00
SO-202506-000834-02,SO-202506-000834,2,MAT-0175,WH-01,3362,2914,1628,848.41,2852364.69,2025-07-04T03:31:00+08:00,2025-07-29T03:31:00+08:00
SO-202506-000834-03,SO-202506-000834,3,MAT-0027,WH-02,1076,540,477,827.05,889900.96,2025-07-04T03:31:00+08:00,2025-07-21T03:31:00+08:00
SO-202506-000834-04,SO-202506-000834,4,MAT-0043,WH-06,905,556,227,485.67,439533.3,2025-07-04T03:31:00+08:00,2025-07-14T03:31:00+08:00
SO-202506-000834-05,SO-202506-000834,5,MAT-0166,WH-06,922,361,570,958.84,884053.94,2025-07-04T03:31:00+08:00,2025-07-14T03:31:00+08:00
SO-202603-000835-01,SO-202603-000835,1,MAT-0077,WH-04,1210,1210,1210,8.63,10439.9,2026-03-09T09:26:00+08:00,2026-03-21T09:26:00+08:00
SO-202603-000835-02,SO-202603-000835,2,MAT-0088,WH-06,4308,4308,4308,717.35,3090356.7,2026-03-09T09:26:00+08:00,2026-03-20T09:26:00+08:00
SO-202603-000835-03,SO-202603-000835,3,MAT-0033,WH-06,792,792,792,227.4,180103.63,2026-03-09T09:26:00+08:00,2026-03-27T09:26:00+08:00
SO-202508-000836-01,SO-202508-000836,1,MAT-0039,WH-05,3796,1618,2231,1243.62,4720767.96,2025-08-09T09:11:00+08:00,2025-08-27T09:11:00+08:00
SO-202508-000836-02,SO-202508-000836,2,MAT-0041,WH-06,3335,2650,2363,583.56,1946163.92,2025-08-09T09:11:00+08:00,2025-08-25T09:11:00+08:00
SO-202508-000836-03,SO-202508-000836,3,MAT-0212,WH-01,3913,1433,818,545.23,2133473.8,2025-08-09T09:11:00+08:00,2025-09-05T09:11:00+08:00
SO-202508-000836-04,SO-202508-000836,4,MAT-0028,WH-02,1678,1242,842,1868.49,3135326.56,2025-08-09T09:11:00+08:00,2025-09-02T09:11:00+08:00
SO-202508-000836-05,SO-202508-000836,5,MAT-0136,WH-05,1264,373,94,1198.7,1515157.66,2025-08-09T09:11:00+08:00,2025-08-19T09:11:00+08:00
SO-202510-000837-01,SO-202510-000837,1,MAT-0018,WH-06,3257,1666,1328,39.27,127907.95,2025-10-20T23:59:00+08:00,2025-11-10T23:59:00+08:00
SO-202508-000838-01,SO-202508-000838,1,MAT-0134,WH-05,3317,3274,292,377.37,1251741.91,2025-08-04T16:02:00+08:00,2025-08-31T16:02:00+08:00
SO-202508-000838-02,SO-202508-000838,2,MAT-0059,WH-05,1620,460,930,1292.96,2094590.41,2025-08-04T16:02:00+08:00,2025-08-23T16:02:00+08:00
SO-202508-000838-03,SO-202508-000838,3,MAT-0112,WH-06,1267,910,292,30.1,38137.32,2025-08-04T16:02:00+08:00,2025-08-25T16:02:00+08:00
SO-202508-000838-04,SO-202508-000838,4,MAT-0161,WH-05,2137,1221,1421,724.19,1547585.79,2025-08-04T16:02:00+08:00,2025-08-16T16:02:00+08:00
SO-202508-000838-05,SO-202508-000838,5,MAT-0126,WH-02,2909,2112,1761,654.05,1902621.93,2025-08-04T16:02:00+08:00,2025-08-20T16:02:00+08:00
SO-202506-000839-01,SO-202506-000839,1,MAT-0162,WH-04,2849,2849,2849,81.79,233026.56,2025-06-28T03:54:00+08:00,2025-07-02T03:54:00+08:00
SO-202506-000839-02,SO-202506-000839,2,MAT-0149,WH-01,3817,3817,3817,327.0,1248168.84,2025-06-28T03:54:00+08:00,2025-07-11T03:54:00+08:00
SO-202506-000839-03,SO-202506-000839,3,MAT-0070,WH-01,3526,3526,3526,151.97,535855.55,2025-06-28T03:54:00+08:00,2025-07-11T03:54:00+08:00
SO-202601-000840-01,SO-202601-000840,1,MAT-0119,WH-01,2475,800,2049,3.68,9109.69,2026-01-25T17:03:00+08:00,2026-02-08T17:03:00+08:00
SO-202512-000841-01,SO-202512-000841,1,MAT-0087,WH-06,1764,1764,1764,61.19,107933.81,2025-12-04T20:45:00+08:00,2025-12-20T20:45:00+08:00
SO-202512-000841-02,SO-202512-000841,2,MAT-0024,WH-02,1918,1918,1918,21.14,40538.92,2025-12-04T20:45:00+08:00,2025-12-31T20:45:00+08:00
SO-202512-000841-03,SO-202512-000841,3,MAT-0123,WH-05,2804,2804,2804,169.77,476034.05,2025-12-04T20:45:00+08:00,2025-12-19T20:45:00+08:00
SO-202512-000841-04,SO-202512-000841,4,MAT-0240,WH-03,146,146,146,190.35,27791.5,2025-12-04T20:45:00+08:00,2025-12-12T20:45:00+08:00
SO-202512-000842-01,SO-202512-000842,1,MAT-0211,WH-01,4377,4243,2230,1462.82,6402745.12,2026-01-02T13:00:00+08:00,2026-01-26T13:00:00+08:00
SO-202512-000842-02,SO-202512-000842,2,MAT-0013,WH-02,3842,1495,2077,1282.44,4927134.71,2026-01-02T13:00:00+08:00,2025-12-30T13:00:00+08:00
SO-202512-000842-03,SO-202512-000842,3,MAT-0072,WH-02,3303,3218,1610,1237.49,4087416.79,2026-01-02T13:00:00+08:00,2026-01-19T13:00:00+08:00
SO-202509-000843-01,SO-202509-000843,1,MAT-0016,WH-01,3538,1533,1682,293.35,1037869.37,2025-10-05T05:43:00+08:00,2025-10-01T05:43:00+08:00
SO-202509-000843-02,SO-202509-000843,2,MAT-0034,WH-01,1502,1318,1284,59.55,89450.7,2025-10-05T05:43:00+08:00,2025-10-23T05:43:00+08:00
SO-202509-000843-03,SO-202509-000843,3,MAT-0110,WH-03,2335,999,1978,21.17,49423.78,2025-10-05T05:43:00+08:00,2025-10-16T05:43:00+08:00
SO-202507-000844-01,SO-202507-000844,1,MAT-0015,WH-04,1977,1977,1977,503.04,994516.76,2025-07-08T22:41:00+08:00,2025-07-15T22:41:00+08:00
SO-202507-000844-02,SO-202507-000844,2,MAT-0112,WH-02,1278,1278,1278,30.5,38973.71,2025-07-08T22:41:00+08:00,2025-07-24T22:41:00+08:00
SO-202507-000844-03,SO-202507-000844,3,MAT-0062,WH-04,1768,1768,1768,1574.72,2784110.75,2025-07-08T22:41:00+08:00,2025-07-07T22:41:00+08:00
SO-202605-000845-01,SO-202605-000845,1,MAT-0096,WH-05,2117,2117,2117,395.23,836710.23,2026-05-15T20:47:00+08:00,2026-05-28T20:47:00+08:00
SO-202605-000845-02,SO-202605-000845,2,MAT-0058,WH-04,901,901,901,807.02,727124.72,2026-05-15T20:47:00+08:00,2026-06-11T20:47:00+08:00
SO-202602-000846-01,SO-202602-000846,1,MAT-0223,WH-01,2796,1341,1026,854.17,2388249.95,2026-03-02T19:22:00+08:00,2026-03-02T19:22:00+08:00
SO-202602-000846-02,SO-202602-000846,2,MAT-0107,WH-06,2747,2098,1711,604.9,1661653.01,2026-03-02T19:22:00+08:00,2026-03-06T19:22:00+08:00
SO-202602-000846-03,SO-202602-000846,3,MAT-0218,WH-05,77,46,41,212.59,16369.47,2026-03-02T19:22:00+08:00,2026-03-21T19:22:00+08:00
SO-202512-000847-01,SO-202512-000847,1,MAT-0224,WH-05,65,13,31,455.88,29632.28,2025-12-27T03:53:00+08:00,2026-01-12T03:53:00+08:00
SO-202512-000847-02,SO-202512-000847,2,MAT-0166,WH-04,979,801,746,931.29,911737.58,2025-12-27T03:53:00+08:00,2026-01-06T03:53:00+08:00
SO-202512-000847-03,SO-202512-000847,3,MAT-0104,WH-01,4128,3403,2797,1136.76,4692540.68,2025-12-27T03:53:00+08:00,2026-01-12T03:53:00+08:00
SO-202512-000847-04,SO-202512-000847,4,MAT-0153,WH-01,1780,677,324,408.01,726249.07,2025-12-27T03:53:00+08:00,2025-12-27T03:53:00+08:00
SO-202512-000847-05,SO-202512-000847,5,MAT-0006,WH-03,495,346,190,591.28,292685.4,2025-12-27T03:53:00+08:00,2026-01-15T03:53:00+08:00
SO-202511-000848-01,SO-202511-000848,1,MAT-0185,WH-02,1362,1362,1362,710.8,968103.45,2025-11-11T09:33:00+08:00,2025-11-24T09:33:00+08:00
SO-202511-000848-02,SO-202511-000848,2,MAT-0166,WH-02,288,288,288,881.43,253852.77,2025-11-11T09:33:00+08:00,2025-11-28T09:33:00+08:00
SO-202511-000848-03,SO-202511-000848,3,MAT-0151,WH-01,3024,3024,3024,192.45,581967.56,2025-11-11T09:33:00+08:00,2025-11-18T09:33:00+08:00
SO-202511-000848-04,SO-202511-000848,4,MAT-0083,WH-04,1125,1125,1125,378.16,425433.25,2025-11-11T09:33:00+08:00,2025-11-16T09:33:00+08:00
SO-202511-000848-05,SO-202511-000848,5,MAT-0160,WH-02,824,824,824,469.35,386740.37,2025-11-11T09:33:00+08:00,2025-12-04T09:33:00+08:00
SO-202603-000849-01,SO-202603-000849,1,MAT-0027,WH-03,3242,3242,3242,796.09,2580911.42,2026-03-26T10:28:00+08:00,2026-04-20T10:28:00+08:00
SO-202603-000849-02,SO-202603-000849,2,MAT-0162,WH-03,2013,2013,2013,78.44,157908.64,2026-03-26T10:28:00+08:00,2026-04-17T10:28:00+08:00
SO-202603-000849-03,SO-202603-000849,3,MAT-0190,WH-04,2395,2395,2395,256.33,613913.02,2026-03-26T10:28:00+08:00,2026-04-17T10:28:00+08:00
SO-202603-000849-04,SO-202603-000849,4,MAT-0222,WH-02,196,196,196,837.77,164203.03,2026-03-26T10:28:00+08:00,2026-03-31T10:28:00+08:00
SO-202601-000850-01,SO-202601-000850,1,MAT-0172,WH-02,1315,768,929,755.45,993420.01,2026-01-25T21:45:00+08:00,2026-02-14T21:45:00+08:00
SO-202601-000850-02,SO-202601-000850,2,MAT-0116,WH-01,2853,2708,1239,137.84,393270.6,2026-01-25T21:45:00+08:00,2026-02-11T21:45:00+08:00
SO-202601-000850-03,SO-202601-000850,3,MAT-0198,WH-03,1928,1457,819,24.63,47489.32,2026-01-25T21:45:00+08:00,2026-02-06T21:45:00+08:00
SO-202506-000851-01,SO-202506-000851,1,MAT-0173,WH-03,2092,1199,1049,1295.99,2711219.38,2025-06-19T02:49:00+08:00,2025-06-26T02:49:00+08:00
SO-202506-000851-02,SO-202506-000851,2,MAT-0092,WH-02,465,321,404,247.79,115223.71,2025-06-19T02:49:00+08:00,2025-06-28T02:49:00+08:00
SO-202506-000851-03,SO-202506-000851,3,MAT-0070,WH-04,1504,461,984,170.63,256632.58,2025-06-19T02:49:00+08:00,2025-06-30T02:49:00+08:00
